Artikelnummer;Artikelname;Kurzbeschreibung;Beschreibung;URL-Pfad;Artikelgewicht;Versandgewicht;HAN;Hersteller;Versandklasse;Verkaufseinheit;Titel-Tag (SEO);Meta-Description (SEO);Kategorie Ebene 1;Kategorie Ebene 2;Kategorie Ebene 3;Überverkauf Plattform Hexwaren;Bestandsführung aktiv;Überverkäufe möglich
C9300-24U;Cisco C9300-24U Managed Switch (L3) – 24× Gigabit-RJ45 (UPOE, 60 W), 19-Zoll (1 HE);"<p>Der Cisco C9300-24U ist ein gemanagter Layer-3-Switch der Catalyst-9300-Serie mit 24× Gigabit-RJ45 (UPOE, 60 W). Unter Cisco IOS XE übernimmt er als SD-Access-Baustein das Routing und Management im Enterprise-Access-Layer.</p><p>Im 19-Zoll-Gehäuse (1 HE) liefert er eine Switching-Kapazität von 208 Gbit/s und ein PoE-Budget für die direkte Versorgung von Endgeräten; er wird als versiegelte Original-Neuware geliefert.</p>";"<p>Der Cisco C9300-24U ist ein gemanagter Layer-3-Switch aus der Catalyst-9300-Familie mit 24× Gigabit-RJ45 (UPOE, 60 W), ausgelegt für den Enterprise-Access-Layer und Cisco SD-Access.</p><p>Mit 24 Ports erreicht der C9300-24U eine Switching-Kapazität von 208 Gbit/s bei einer Weiterleitungsrate von 154,76 Mpps; er versorgt über Cisco UPOE (Budget 830 W) Access Points, IP-Kameras und IoT-Geräte direkt per Netzwerkkabel. Die Uplink-Anbindung des C9300-24U erfolgt über modulare Netzwerkmodule (1G/10G/25G/40G/100G), im Stack bündelt StackWise-480 bis zu acht Einheiten zu einem logischen Switch.</p><p>Im 19-Zoll-Gehäuse (1 HE) mit drei feldaustauschbaren N+1-Lüftern und redundanter 1100 W AC-Stromversorgung arbeitet der C9300-24U laut Datenblatt im Temperaturbereich -5 bis 45 °C. Unter Cisco IOS XE bietet der C9300-24U Cisco UPOE mit bis zu 60 W je Port für Access Points, Kameras und Beleuchtung sowie MACsec-256, Secure Boot und volle Programmierbarkeit per NETCONF/RESTCONF/YANG; geliefert wird der C9300-24U als versiegelte Original-Neuware für den direkten Produktiv- oder Ersatzeinsatz. Originaler Cisco-Switch. Originaler Cisco-Switch für den professionellen Einsatz in Cisco-Netzwerkumgebungen.</p>";cisco/c9300-24u;7,54;9,54;C9300-24U;Cisco;standard;Stk;Cisco C9300-24U Managed Switch (L3) | Hexwaren;Original Cisco C9300-24U: Managed Layer-3-Switch der Catalyst-9300-Serie mit 24× Gigabit-RJ45 (UPOE, 60 W), Switching-Kapazität 208 Gbit/s, PoE, 19-Zoll-Rackmontage (1 HE). Stacking via …;Netzwerk & Infrastruktur;Switches;Managed Switch (L3);TRUE;Y;Y
C9300-48U;Cisco C9300-48U Managed Switch (L3) – 48× Gigabit-RJ45 (UPOE, 60 W), 19-Zoll (1 HE);"<p>Der Cisco C9300-48U ist ein gemanagter Layer-3-Switch der Catalyst-9300-Serie mit 48× Gigabit-RJ45 (UPOE, 60 W). Unter Cisco IOS XE übernimmt er als SD-Access-Baustein das Routing und Management im Enterprise-Access-Layer.</p><p>Im 19-Zoll-Gehäuse (1 HE) liefert er eine Switching-Kapazität von 256 Gbit/s und ein PoE-Budget für die direkte Versorgung von Endgeräten; er wird als versiegelte Original-Neuware geliefert.</p>";"<p>Der Cisco C9300-48U ist ein gemanagter Layer-3-Switch aus der Catalyst-9300-Familie mit 48× Gigabit-RJ45 (UPOE, 60 W), ausgelegt für den Enterprise-Access-Layer und Cisco SD-Access.</p><p>Mit 48 Ports erreicht der C9300-48U eine Switching-Kapazität von 256 Gbit/s bei einer Weiterleitungsrate von 190,48 Mpps; er versorgt über Cisco UPOE (Budget 822 W) Access Points, IP-Kameras und IoT-Geräte direkt per Netzwerkkabel. Die Uplink-Anbindung des C9300-48U erfolgt über modulare Netzwerkmodule (1G/10G/25G/40G/100G), im Stack bündelt StackWise-480 bis zu acht Einheiten zu einem logischen Switch.</p><p>Im 19-Zoll-Gehäuse (1 HE) mit drei feldaustauschbaren N+1-Lüftern und redundanter 1100 W AC-Stromversorgung arbeitet der C9300-48U laut Datenblatt im Temperaturbereich -5 bis 45 °C. Unter Cisco IOS XE bietet der C9300-48U Cisco UPOE mit bis zu 60 W je Port für Access Points, Kameras und Beleuchtung sowie MACsec-256, Secure Boot und volle Programmierbarkeit per NETCONF/RESTCONF/YANG; geliefert wird der C9300-48U als versiegelte Original-Neuware für den direkten Produktiv- oder Ersatzeinsatz. Originaler Cisco-Switch. Originaler Cisco-Switch für den professionellen Einsatz in Cisco-Netzwerkumgebungen.</p>";cisco/c9300-48u;7,72;9,72;C9300-48U;Cisco;standard;Stk;Cisco C9300-48U Managed Switch (L3) | Hexwaren;Original Cisco C9300-48U: Managed Layer-3-Switch der Catalyst-9300-Serie mit 48× Gigabit-RJ45 (UPOE, 60 W), Switching-Kapazität 256 Gbit/s, PoE, 19-Zoll-Rackmontage (1 HE). Stacking via …;Netzwerk & Infrastruktur;Switches;Managed Switch (L3);TRUE;Y;Y
C9300-24UX;Cisco C9300-24UX Managed Switch (L3) – 24× 10G-Multigigabit-RJ45 (UPOE, 60 W), 19-Zoll (1 HE);"<p>Der Cisco C9300-24UX ist ein gemanagter Layer-3-Switch der Catalyst-9300-Serie mit 24× 10G-Multigigabit-RJ45 (UPOE, 60 W). Unter Cisco IOS XE übernimmt er als SD-Access-Baustein das Routing und Management im Enterprise-Access-Layer.</p><p>Im 19-Zoll-Gehäuse (1 HE) liefert er eine Switching-Kapazität von 640 Gbit/s und ein PoE-Budget für die direkte Versorgung von Endgeräten; er wird als versiegelte Original-Neuware geliefert.</p>";"<p>Der Cisco C9300-24UX ist ein gemanagter Layer-3-Switch aus der Catalyst-9300-Familie mit 24× 10G-Multigigabit-RJ45 (UPOE, 60 W), ausgelegt für den Enterprise-Access-Layer und Cisco SD-Access.</p><p>Mit 24 Ports erreicht der C9300-24UX eine Switching-Kapazität von 640 Gbit/s bei einer Weiterleitungsrate von 476,19 Mpps; er versorgt über Cisco UPOE (Budget 560 W) Access Points, IP-Kameras und IoT-Geräte direkt per Netzwerkkabel. Die Uplink-Anbindung des C9300-24UX erfolgt über modulare Netzwerkmodule (1G/10G/25G/40G/100G), im Stack bündelt StackWise-480 bis zu acht Einheiten zu einem logischen Switch.</p><p>Im 19-Zoll-Gehäuse (1 HE) mit drei feldaustauschbaren N+1-Lüftern und redundanter 1100 W AC-Stromversorgung arbeitet der C9300-24UX laut Datenblatt im Temperaturbereich -5 bis 45 °C. Unter Cisco IOS XE bietet der C9300-24UX Cisco UPOE mit bis zu 60 W je Port für Access Points, Kameras und Beleuchtung sowie MACsec-256, Secure Boot und volle Programmierbarkeit per NETCONF/RESTCONF/YANG; geliefert wird der C9300-24UX als versiegelte Original-Neuware für den direkten Produktiv- oder Ersatzeinsatz. Originaler Cisco-Switch. Originaler Cisco-Switch für den professionellen Einsatz in Cisco-Netzwerkumgebungen.</p>";cisco/c9300-24ux;8,25;10,25;C9300-24UX;Cisco;standard;Stk;Cisco C9300-24UX Managed Switch (L3) | Hexwaren;Original Cisco C9300-24UX: Managed Layer-3-Switch der Catalyst-9300-Serie mit 24× 10G-Multigigabit-RJ45 (UPOE, 60 W), Switching-Kapazität 640 Gbit/s, PoE, 19-Zoll-Rackmontage (1 HE). Stacking via …;Netzwerk & Infrastruktur;Switches;Managed Switch (L3);TRUE;Y;Y
C9300-48UXM;Cisco C9300-48UXM Managed Switch (L3) – 36× 2,5G-Multigigabit-RJ45 (UPOE) + 12× 10G-Multigigabit-RJ45 (UPOE), 19-Zoll (1 HE);"<p>Der Cisco C9300-48UXM ist ein gemanagter Layer-3-Switch der Catalyst-9300-Serie mit 36× 2,5G-Multigigabit-RJ45 (UPOE) + 12× 10G-Multigigabit-RJ45 (UPOE). Unter Cisco IOS XE übernimmt er als SD-Access-Baustein das Routing und Management im Enterprise-Access-Layer.</p><p>Im 19-Zoll-Gehäuse (1 HE) liefert er eine Switching-Kapazität von 580 Gbit/s und ein PoE-Budget für die direkte Versorgung von Endgeräten; er wird als versiegelte Original-Neuware geliefert.</p>";"<p>Der Cisco C9300-48UXM ist ein gemanagter Layer-3-Switch aus der Catalyst-9300-Familie mit 36× 2,5G-Multigigabit-RJ45 (UPOE) + 12× 10G-Multigigabit-RJ45 (UPOE), ausgelegt für den Enterprise-Access-Layer und Cisco SD-Access.</p><p>Mit 48 Ports erreicht der C9300-48UXM eine Switching-Kapazität von 580 Gbit/s bei einer Weiterleitungsrate von 431,54 Mpps; er versorgt über Cisco UPOE (Budget 490 W) Access Points, IP-Kameras und IoT-Geräte direkt per Netzwerkkabel. Die Uplink-Anbindung des C9300-48UXM erfolgt über modulare Netzwerkmodule (1G/10G/25G/40G/100G), im Stack bündelt StackWise-480 bis zu acht Einheiten zu einem logischen Switch.</p><p>Im 19-Zoll-Gehäuse (1 HE) mit drei feldaustauschbaren N+1-Lüftern und redundanter 1100 W AC-Stromversorgung arbeitet der C9300-48UXM laut Datenblatt im Temperaturbereich -5 bis 45 °C. Unter Cisco IOS XE bietet der C9300-48UXM Cisco UPOE mit bis zu 60 W je Port für Access Points, Kameras und Beleuchtung sowie MACsec-256, Secure Boot und volle Programmierbarkeit per NETCONF/RESTCONF/YANG; geliefert wird der C9300-48UXM als versiegelte Original-Neuware für den direkten Produktiv- oder Ersatzeinsatz. Originaler Cisco-Switch. Originaler Cisco-Switch für den professionellen Einsatz in Cisco-Netzwerkumgebungen.</p>";cisco/c9300-48uxm;9,34;11,34;C9300-48UXM;Cisco;standard;Stk;Cisco C9300-48UXM Managed Switch (L3) | Hexwaren;Original Cisco C9300-48UXM: Managed Layer-3-Switch der Catalyst-9300-Serie mit 36× 2,5G-Multigigabit-RJ45 (UPOE), Switching-Kapazität 580 Gbit/s, PoE, 19-Zoll-Rackmontage (1 HE). Stacking via …;Netzwerk & Infrastruktur;Switches;Managed Switch (L3);TRUE;Y;Y
C9300-48UN;Cisco C9300-48UN Managed Switch (L3) – 48× 5G-Multigigabit-RJ45 (UPOE), 19-Zoll (1 HE);"<p>Der Cisco C9300-48UN ist ein gemanagter Layer-3-Switch der Catalyst-9300-Serie mit 48× 5G-Multigigabit-RJ45 (UPOE). Unter Cisco IOS XE übernimmt er als SD-Access-Baustein das Routing und Management im Enterprise-Access-Layer.</p><p>Im 19-Zoll-Gehäuse (1 HE) liefert er eine Switching-Kapazität von 640 Gbit/s und ein PoE-Budget für die direkte Versorgung von Endgeräten; er wird als versiegelte Original-Neuware geliefert.</p>";"<p>Der Cisco C9300-48UN ist ein gemanagter Layer-3-Switch aus der Catalyst-9300-Familie mit 48× 5G-Multigigabit-RJ45 (UPOE), ausgelegt für den Enterprise-Access-Layer und Cisco SD-Access.</p><p>Mit 48 Ports erreicht der C9300-48UN eine Switching-Kapazität von 640 Gbit/s bei einer Weiterleitungsrate von 476,19 Mpps; er versorgt über Cisco UPOE (Budget 645 W) Access Points, IP-Kameras und IoT-Geräte direkt per Netzwerkkabel. Die Uplink-Anbindung des C9300-48UN erfolgt über modulare Netzwerkmodule (1G/10G/25G/40G/100G), im Stack bündelt StackWise-480 bis zu acht Einheiten zu einem logischen Switch.</p><p>Im 19-Zoll-Gehäuse (1 HE) mit drei feldaustauschbaren N+1-Lüftern und redundanter 1100 W AC-Stromversorgung arbeitet der C9300-48UN laut Datenblatt im Temperaturbereich -5 bis 45 °C. Unter Cisco IOS XE bietet der C9300-48UN Cisco UPOE mit bis zu 60 W je Port für Access Points, Kameras und Beleuchtung sowie MACsec-256, Secure Boot und volle Programmierbarkeit per NETCONF/RESTCONF/YANG; geliefert wird der C9300-48UN als versiegelte Original-Neuware für den direkten Produktiv- oder Ersatzeinsatz. Originaler Cisco-Switch. Originaler Cisco-Switch für den professionellen Einsatz in Cisco-Netzwerkumgebungen.</p>";cisco/c9300-48un;9,09;11,09;C9300-48UN;Cisco;standard;Stk;Cisco C9300-48UN Managed Switch (L3) | Hexwaren;Original Cisco C9300-48UN: Managed Layer-3-Switch der Catalyst-9300-Serie mit 48× 5G-Multigigabit-RJ45 (UPOE), Switching-Kapazität 640 Gbit/s, PoE, 19-Zoll-Rackmontage (1 HE). Stacking via …;Netzwerk & Infrastruktur;Switches;Managed Switch (L3);TRUE;Y;Y
C9300-24UB;Cisco C9300-24UB Managed Switch (L3) – 24× Gigabit-RJ45 (UPOE, 60 W), 19-Zoll (1 HE);"<p>Der Cisco C9300-24UB ist ein gemanagter Layer-3-Switch der Catalyst-9300-Serie mit 24× Gigabit-RJ45 (UPOE, 60 W). Unter Cisco IOS XE übernimmt er als SD-Access-Baustein das Routing und Management im Enterprise-Access-Layer.</p><p>Im 19-Zoll-Gehäuse (1 HE) liefert er eine Switching-Kapazität von 208 Gbit/s und ein PoE-Budget für die direkte Versorgung von Endgeräten; er wird als versiegelte Original-Neuware geliefert.</p>";"<p>Der Cisco C9300-24UB ist ein gemanagter Layer-3-Switch aus der Catalyst-9300-Familie mit 24× Gigabit-RJ45 (UPOE, 60 W), ausgelegt für den Enterprise-Access-Layer und Cisco SD-Access.</p><p>Mit 24 Ports erreicht der C9300-24UB eine Switching-Kapazität von 208 Gbit/s bei einer Weiterleitungsrate von 154,76 Mpps; er versorgt über Cisco UPOE (Budget 830 W) Access Points, IP-Kameras und IoT-Geräte direkt per Netzwerkkabel. Die Uplink-Anbindung des C9300-24UB erfolgt über modulare Netzwerkmodule (1G/10G/25G/40G/100G), im Stack bündelt StackWise-480 bis zu acht Einheiten zu einem logischen Switch. Als Modell der UADP-2.0-XL-Klasse stellt der C9300-24UB größere Hardware-Tabellen und tiefere Puffer bereit.</p><p>Im 19-Zoll-Gehäuse (1 HE) mit drei feldaustauschbaren N+1-Lüftern und redundanter 1100 W AC-Stromversorgung arbeitet der C9300-24UB laut Datenblatt im Temperaturbereich -5 bis 45 °C. Unter Cisco IOS XE bietet der C9300-24UB Cisco UPOE mit bis zu 60 W je Port für Access Points, Kameras und Beleuchtung sowie MACsec-256, Secure Boot und volle Programmierbarkeit per NETCONF/RESTCONF/YANG; geliefert wird der C9300-24UB als versiegelte Original-Neuware für den direkten Produktiv- oder Ersatzeinsatz. Originaler Cisco-Switch. Originaler Cisco-Switch für den professionellen Einsatz in Cisco-Netzwerkumgebungen.</p>";cisco/c9300-24ub;7,54;9,54;C9300-24UB;Cisco;standard;Stk;Cisco C9300-24UB Managed Switch (L3) | Hexwaren;Original Cisco C9300-24UB: Managed Layer-3-Switch der Catalyst-9300-Serie mit 24× Gigabit-RJ45 (UPOE, 60 W), Switching-Kapazität 208 Gbit/s, PoE, 19-Zoll-Rackmontage (1 HE). Stacking via …;Netzwerk & Infrastruktur;Switches;Managed Switch (L3);TRUE;Y;Y
C9300-24UXB;Cisco C9300-24UXB Managed Switch (L3) – 24× 10G-Multigigabit-RJ45 (UPOE, 60 W), 19-Zoll (1 HE);"<p>Der Cisco C9300-24UXB ist ein gemanagter Layer-3-Switch der Catalyst-9300-Serie mit 24× 10G-Multigigabit-RJ45 (UPOE, 60 W). Unter Cisco IOS XE übernimmt er als SD-Access-Baustein das Routing und Management im Enterprise-Access-Layer.</p><p>Im 19-Zoll-Gehäuse (1 HE) liefert er eine Switching-Kapazität von 640 Gbit/s und ein PoE-Budget für die direkte Versorgung von Endgeräten; er wird als versiegelte Original-Neuware geliefert.</p>";"<p>Der Cisco C9300-24UXB ist ein gemanagter Layer-3-Switch aus der Catalyst-9300-Familie mit 24× 10G-Multigigabit-RJ45 (UPOE, 60 W), ausgelegt für den Enterprise-Access-Layer und Cisco SD-Access.</p><p>Mit 24 Ports erreicht der C9300-24UXB eine Switching-Kapazität von 640 Gbit/s bei einer Weiterleitungsrate von 476,19 Mpps; er versorgt über Cisco UPOE (Budget 560 W) Access Points, IP-Kameras und IoT-Geräte direkt per Netzwerkkabel. Die Uplink-Anbindung des C9300-24UXB erfolgt über modulare Netzwerkmodule (1G/10G/25G/40G/100G), im Stack bündelt StackWise-480 bis zu acht Einheiten zu einem logischen Switch. Als Modell der UADP-2.0-XL-Klasse stellt der C9300-24UXB größere Hardware-Tabellen und tiefere Puffer bereit.</p><p>Im 19-Zoll-Gehäuse (1 HE) mit drei feldaustauschbaren N+1-Lüftern und redundanter 1100 W AC-Stromversorgung arbeitet der C9300-24UXB laut Datenblatt im Temperaturbereich -5 bis 45 °C. Unter Cisco IOS XE bietet der C9300-24UXB Cisco UPOE mit bis zu 60 W je Port für Access Points, Kameras und Beleuchtung sowie MACsec-256, Secure Boot und volle Programmierbarkeit per NETCONF/RESTCONF/YANG; geliefert wird der C9300-24UXB als versiegelte Original-Neuware für den direkten Produktiv- oder Ersatzeinsatz. Originaler Cisco-Switch. Originaler Cisco-Switch für den professionellen Einsatz in Cisco-Netzwerkumgebungen.</p>";cisco/c9300-24uxb;8,25;10,25;C9300-24UXB;Cisco;standard;Stk;Cisco C9300-24UXB Managed Switch (L3) | Hexwaren;Original Cisco C9300-24UXB: Managed Layer-3-Switch der Catalyst-9300-Serie mit 24× 10G-Multigigabit-RJ45 (UPOE, 60 W), Switching-Kapazität 640 Gbit/s, PoE, 19-Zoll-Rackmontage (1 HE). Stacking via …;Netzwerk & Infrastruktur;Switches;Managed Switch (L3);TRUE;Y;Y
C9300-48UB;Cisco C9300-48UB Managed Switch (L3) – 48× Gigabit-RJ45 (UPOE, 60 W), 19-Zoll (1 HE);"<p>Der Cisco C9300-48UB ist ein gemanagter Layer-3-Switch der Catalyst-9300-Serie mit 48× Gigabit-RJ45 (UPOE, 60 W). Unter Cisco IOS XE übernimmt er als SD-Access-Baustein das Routing und Management im Enterprise-Access-Layer.</p><p>Im 19-Zoll-Gehäuse (1 HE) liefert er eine Switching-Kapazität von 256 Gbit/s und ein PoE-Budget für die direkte Versorgung von Endgeräten; er wird als versiegelte Original-Neuware geliefert.</p>";"<p>Der Cisco C9300-48UB ist ein gemanagter Layer-3-Switch aus der Catalyst-9300-Familie mit 48× Gigabit-RJ45 (UPOE, 60 W), ausgelegt für den Enterprise-Access-Layer und Cisco SD-Access.</p><p>Mit 48 Ports erreicht der C9300-48UB eine Switching-Kapazität von 256 Gbit/s bei einer Weiterleitungsrate von 190,48 Mpps; er versorgt über Cisco UPOE (Budget 822 W) Access Points, IP-Kameras und IoT-Geräte direkt per Netzwerkkabel. Die Uplink-Anbindung des C9300-48UB erfolgt über modulare Netzwerkmodule (1G/10G/25G/40G/100G), im Stack bündelt StackWise-480 bis zu acht Einheiten zu einem logischen Switch. Als Modell der UADP-2.0-XL-Klasse stellt der C9300-48UB größere Hardware-Tabellen und tiefere Puffer bereit.</p><p>Im 19-Zoll-Gehäuse (1 HE) mit drei feldaustauschbaren N+1-Lüftern und redundanter 1100 W AC-Stromversorgung arbeitet der C9300-48UB laut Datenblatt im Temperaturbereich -5 bis 45 °C. Unter Cisco IOS XE bietet der C9300-48UB Cisco UPOE mit bis zu 60 W je Port für Access Points, Kameras und Beleuchtung sowie MACsec-256, Secure Boot und volle Programmierbarkeit per NETCONF/RESTCONF/YANG; geliefert wird der C9300-48UB als versiegelte Original-Neuware für den direkten Produktiv- oder Ersatzeinsatz. Originaler Cisco-Switch. Originaler Cisco-Switch für den professionellen Einsatz in Cisco-Netzwerkumgebungen.</p>";cisco/c9300-48ub;7,72;9,72;C9300-48UB;Cisco;standard;Stk;Cisco C9300-48UB Managed Switch (L3) | Hexwaren;Original Cisco C9300-48UB: Managed Layer-3-Switch der Catalyst-9300-Serie mit 48× Gigabit-RJ45 (UPOE, 60 W), Switching-Kapazität 256 Gbit/s, PoE, 19-Zoll-Rackmontage (1 HE). Stacking via …;Netzwerk & Infrastruktur;Switches;Managed Switch (L3);TRUE;Y;Y
C9300-24H;Cisco C9300-24H Managed Switch (L3) – 24× Gigabit-RJ45 (UPOE+, 90 W), 19-Zoll (1 HE);"<p>Der Cisco C9300-24H ist ein gemanagter Layer-3-Switch der Catalyst-9300-Serie mit 24× Gigabit-RJ45 (UPOE+, 90 W). Unter Cisco IOS XE übernimmt er als SD-Access-Baustein das Routing und Management im Enterprise-Access-Layer.</p><p>Im 19-Zoll-Gehäuse (1 HE) liefert er eine Switching-Kapazität von 208 Gbit/s und ein PoE-Budget für die direkte Versorgung von Endgeräten; er wird als versiegelte Original-Neuware geliefert.</p>";"<p>Der Cisco C9300-24H ist ein gemanagter Layer-3-Switch aus der Catalyst-9300-Familie mit 24× Gigabit-RJ45 (UPOE+, 90 W), ausgelegt für den Enterprise-Access-Layer und Cisco SD-Access.</p><p>Mit 24 Ports erreicht der C9300-24H eine Switching-Kapazität von 208 Gbit/s bei einer Weiterleitungsrate von 154,76 Mpps; er versorgt über Cisco UPOE+ (Budget 830 W) Access Points, IP-Kameras und IoT-Geräte direkt per Netzwerkkabel. Die Uplink-Anbindung des C9300-24H erfolgt über modulare Netzwerkmodule (1G/10G/25G/40G/100G), im Stack bündelt StackWise-480 bis zu acht Einheiten zu einem logischen Switch.</p><p>Im 19-Zoll-Gehäuse (1 HE) mit drei feldaustauschbaren N+1-Lüftern und redundanter 1100 W AC-Stromversorgung arbeitet der C9300-24H laut Datenblatt im Temperaturbereich -5 bis 45 °C. Unter Cisco IOS XE bietet der C9300-24H Cisco UPOE+ mit bis zu 90 W je Port für Access Points, Kameras und IoT-Geräte sowie MACsec-256, Secure Boot und volle Programmierbarkeit per NETCONF/RESTCONF/YANG; geliefert wird der C9300-24H als versiegelte Original-Neuware für den direkten Produktiv- oder Ersatzeinsatz. Originaler Cisco-Switch. Originaler Cisco-Switch für den professionellen Einsatz in Cisco-Netzwerkumgebungen.</p>";cisco/c9300-24h;7,54;9,54;C9300-24H;Cisco;standard;Stk;Cisco C9300-24H Managed Switch (L3) | Hexwaren;Original Cisco C9300-24H: Managed Layer-3-Switch der Catalyst-9300-Serie mit 24× Gigabit-RJ45 (UPOE+, 90 W), Switching-Kapazität 208 Gbit/s, PoE, 19-Zoll-Rackmontage (1 HE). Stacking via …;Netzwerk & Infrastruktur;Switches;Managed Switch (L3);TRUE;Y;Y
C9300-48H;Cisco C9300-48H Managed Switch (L3) – 48× Gigabit-RJ45 (UPOE+, 90 W), 19-Zoll (1 HE);"<p>Der Cisco C9300-48H ist ein gemanagter Layer-3-Switch der Catalyst-9300-Serie mit 48× Gigabit-RJ45 (UPOE+, 90 W). Unter Cisco IOS XE übernimmt er als SD-Access-Baustein das Routing und Management im Enterprise-Access-Layer.</p><p>Im 19-Zoll-Gehäuse (1 HE) liefert er eine Switching-Kapazität von 256 Gbit/s und ein PoE-Budget für die direkte Versorgung von Endgeräten; er wird als versiegelte Original-Neuware geliefert.</p>";"<p>Der Cisco C9300-48H ist ein gemanagter Layer-3-Switch aus der Catalyst-9300-Familie mit 48× Gigabit-RJ45 (UPOE+, 90 W), ausgelegt für den Enterprise-Access-Layer und Cisco SD-Access.</p><p>Mit 48 Ports erreicht der C9300-48H eine Switching-Kapazität von 256 Gbit/s bei einer Weiterleitungsrate von 190,48 Mpps; er versorgt über Cisco UPOE+ (Budget 822 W) Access Points, IP-Kameras und IoT-Geräte direkt per Netzwerkkabel. Die Uplink-Anbindung des C9300-48H erfolgt über modulare Netzwerkmodule (1G/10G/25G/40G/100G), im Stack bündelt StackWise-480 bis zu acht Einheiten zu einem logischen Switch.</p><p>Im 19-Zoll-Gehäuse (1 HE) mit drei feldaustauschbaren N+1-Lüftern und redundanter 1100 W AC-Stromversorgung arbeitet der C9300-48H laut Datenblatt im Temperaturbereich -5 bis 45 °C. Unter Cisco IOS XE bietet der C9300-48H Cisco UPOE+ mit bis zu 90 W je Port für Access Points, Kameras und IoT-Geräte sowie MACsec-256, Secure Boot und volle Programmierbarkeit per NETCONF/RESTCONF/YANG; geliefert wird der C9300-48H als versiegelte Original-Neuware für den direkten Produktiv- oder Ersatzeinsatz. Originaler Cisco-Switch. Originaler Cisco-Switch für den professionellen Einsatz in Cisco-Netzwerkumgebungen.</p>";cisco/c9300-48h;7,72;9,72;C9300-48H;Cisco;standard;Stk;Cisco C9300-48H Managed Switch (L3) | Hexwaren;Original Cisco C9300-48H: Managed Layer-3-Switch der Catalyst-9300-Serie mit 48× Gigabit-RJ45 (UPOE+, 90 W), Switching-Kapazität 256 Gbit/s, PoE, 19-Zoll-Rackmontage (1 HE). Stacking via …;Netzwerk & Infrastruktur;Switches;Managed Switch (L3);TRUE;Y;Y
C9300-24S;Cisco C9300-24S Managed Switch (L3) – 24× 1G-SFP, 19-Zoll (1 HE);"<p>Der Cisco C9300-24S ist ein gemanagter Layer-3-Switch der Catalyst-9300-Serie mit 24× 1G-SFP. Unter Cisco IOS XE übernimmt er als SD-Access-Baustein das Routing und Management im Enterprise-Access-Layer.</p><p>Im 19-Zoll-Gehäuse (1 HE) liefert er eine Switching-Kapazität von 208 Gbit/s und reine Datenports; er wird als versiegelte Original-Neuware geliefert.</p>";"<p>Der Cisco C9300-24S ist ein gemanagter Layer-3-Switch aus der Catalyst-9300-Familie mit 24× 1G-SFP, ausgelegt für den Enterprise-Access-Layer und Cisco SD-Access.</p><p>Mit 24 Ports erreicht der C9300-24S eine Switching-Kapazität von 208 Gbit/s bei einer Weiterleitungsrate von 154,76 Mpps; er arbeitet als reiner Daten-Switch ohne PoE-Einspeisung. Die Uplink-Anbindung des C9300-24S erfolgt über modulare Netzwerkmodule (1G/10G/25G/40G/100G), im Stack bündelt StackWise-480 bis zu acht Einheiten zu einem logischen Switch.</p><p>Im 19-Zoll-Gehäuse (1 HE) mit drei feldaustauschbaren N+1-Lüftern und redundanter 715 W AC-Stromversorgung arbeitet der C9300-24S laut Datenblatt im Temperaturbereich -5 bis 45 °C. Unter Cisco IOS XE bietet der C9300-24S 1-Gigabit-Glasfaser-Aggregation über SFP-Ports sowie MACsec-256, Secure Boot und volle Programmierbarkeit per NETCONF/RESTCONF/YANG; geliefert wird der C9300-24S als versiegelte Original-Neuware für den direkten Produktiv- oder Ersatzeinsatz. Originaler Cisco-Switch. Originaler Cisco-Switch für den professionellen Einsatz in Cisco-Netzwerkumgebungen.</p>";cisco/c9300-24s;7,64;9,64;C9300-24S;Cisco;standard;Stk;Cisco C9300-24S Managed Switch (L3) | Hexwaren;Original Cisco C9300-24S: Managed Layer-3-Switch der Catalyst-9300-Serie mit 24× 1G-SFP, Switching-Kapazität 208 Gbit/s, ohne PoE, 19-Zoll-Rackmontage (1 HE). Stacking via StackWise-480. Betrieb …;Netzwerk & Infrastruktur;Switches;Managed Switch (L3);TRUE;Y;Y
