Artikelnummer,Attributname,Attributwert
MCP7F60-W02AR26,FAQ,"Welche Datenrate und Bauform hat das MCP7F60-W02AR26?||Das MCP7F60-W02AR26 ist ein QSFP56-Kabel mit 100 Gbit/s.##Welche Länge hat das MCP7F60-W02AR26?||Das MCP7F60-W02AR26 hat eine feste Länge von 2.5 m (Passives Twinax-Kupferkabel (DAC)).##Benötigt das MCP7F60-W02AR26 eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das MCP7F60-W02AR26?||Das MCP7F60-W02AR26 ist als QSFP56 auf QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das MCP7F60-W02AR26?||Das MCP7F60-W02AR26 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MCP7F60-W02AR26 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das MCP7F60-W02AR26 mit NVIDIA-Geräten kompatibel?||Das MCP7F60-W02AR26 ist eine NVIDIA-Kabel-Komponente und für den Betrieb in NVIDIA-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
C-DQ8FNM003-H0-M,FAQ,"Welche Datenrate und Bauform hat das C-DQ8FNM003-H0-M?||Das C-DQ8FNM003-H0-M ist ein QSFP-DD-Kabel mit 400 Gbit/s.##Welche Länge hat das C-DQ8FNM003-H0-M?||Das C-DQ8FNM003-H0-M hat eine feste Länge von 3 m (Aktives optisches Kabel (AOC)).##Benötigt das C-DQ8FNM003-H0-M eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das C-DQ8FNM003-H0-M?||Das C-DQ8FNM003-H0-M ist als QSFP-DD auf QSFP-DD konfektioniert.##In welchem Temperaturbereich arbeitet das C-DQ8FNM003-H0-M?||Das C-DQ8FNM003-H0-M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das C-DQ8FNM003-H0-M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das C-DQ8FNM003-H0-M mit NVIDIA-Geräten kompatibel?||Das C-DQ8FNM003-H0-M ist eine NVIDIA-Kabel-Komponente und für den Betrieb in NVIDIA-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
C-DQ8FNM005-H0-M,FAQ,"Welche Datenrate und Bauform hat das C-DQ8FNM005-H0-M?||Das C-DQ8FNM005-H0-M ist ein QSFP-DD-Kabel mit 400 Gbit/s.##Welche Länge hat das C-DQ8FNM005-H0-M?||Das C-DQ8FNM005-H0-M hat eine feste Länge von 5 m (Aktives optisches Kabel (AOC)).##Benötigt das C-DQ8FNM005-H0-M eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das C-DQ8FNM005-H0-M?||Das C-DQ8FNM005-H0-M ist als QSFP-DD auf QSFP-DD konfektioniert.##In welchem Temperaturbereich arbeitet das C-DQ8FNM005-H0-M?||Das C-DQ8FNM005-H0-M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das C-DQ8FNM005-H0-M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das C-DQ8FNM005-H0-M mit NVIDIA-Geräten kompatibel?||Das C-DQ8FNM005-H0-M ist eine NVIDIA-Kabel-Komponente und für den Betrieb in NVIDIA-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
C-DQ8FNM010-H0-M,FAQ,"Welche Datenrate und Bauform hat das C-DQ8FNM010-H0-M?||Das C-DQ8FNM010-H0-M ist ein QSFP-DD-Kabel mit 400 Gbit/s.##Welche Länge hat das C-DQ8FNM010-H0-M?||Das C-DQ8FNM010-H0-M hat eine feste Länge von 10 m (Aktives optisches Kabel (AOC)).##Benötigt das C-DQ8FNM010-H0-M eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das C-DQ8FNM010-H0-M?||Das C-DQ8FNM010-H0-M ist als QSFP-DD auf QSFP-DD konfektioniert.##In welchem Temperaturbereich arbeitet das C-DQ8FNM010-H0-M?||Das C-DQ8FNM010-H0-M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das C-DQ8FNM010-H0-M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das C-DQ8FNM010-H0-M mit NVIDIA-Geräten kompatibel?||Das C-DQ8FNM010-H0-M ist eine NVIDIA-Kabel-Komponente und für den Betrieb in NVIDIA-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
C-DQ8FNM020-H0-M,FAQ,"Welche Datenrate und Bauform hat das C-DQ8FNM020-H0-M?||Das C-DQ8FNM020-H0-M ist ein QSFP-DD-Kabel mit 400 Gbit/s.##Welche Länge hat das C-DQ8FNM020-H0-M?||Das C-DQ8FNM020-H0-M hat eine feste Länge von 20 m (Aktives optisches Kabel (AOC)).##Benötigt das C-DQ8FNM020-H0-M eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das C-DQ8FNM020-H0-M?||Das C-DQ8FNM020-H0-M ist als QSFP-DD auf QSFP-DD konfektioniert.##In welchem Temperaturbereich arbeitet das C-DQ8FNM020-H0-M?||Das C-DQ8FNM020-H0-M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das C-DQ8FNM020-H0-M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das C-DQ8FNM020-H0-M mit NVIDIA-Geräten kompatibel?||Das C-DQ8FNM020-H0-M ist eine NVIDIA-Kabel-Komponente und für den Betrieb in NVIDIA-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
C-DQ8FNM050-H0-M,FAQ,"Welche Datenrate und Bauform hat das C-DQ8FNM050-H0-M?||Das C-DQ8FNM050-H0-M ist ein QSFP-DD-Kabel mit 400 Gbit/s.##Welche Länge hat das C-DQ8FNM050-H0-M?||Das C-DQ8FNM050-H0-M hat eine feste Länge von 50 m (Aktives optisches Kabel (AOC)).##Benötigt das C-DQ8FNM050-H0-M eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das C-DQ8FNM050-H0-M?||Das C-DQ8FNM050-H0-M ist als QSFP-DD auf QSFP-DD konfektioniert.##In welchem Temperaturbereich arbeitet das C-DQ8FNM050-H0-M?||Das C-DQ8FNM050-H0-M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das C-DQ8FNM050-H0-M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das C-DQ8FNM050-H0-M mit NVIDIA-Geräten kompatibel?||Das C-DQ8FNM050-H0-M ist eine NVIDIA-Kabel-Komponente und für den Betrieb in NVIDIA-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
T-DQ8FNS-N00-M,FAQ,"Welche Datenrate und Bauform hat das T-DQ8FNS-N00-M?||Das T-DQ8FNS-N00-M ist ein QSFP-DD-Modul mit 400 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das T-DQ8FNS-N00-M?||Das T-DQ8FNS-N00-M hat den Formfaktor QSFP-DD mit MPO-16-Schnittstelle.##Welche Reichweite erreicht das T-DQ8FNS-N00-M?||Laut Spezifikation erreicht das T-DQ8FNS-N00-M bis 100 m (Wellenlänge 850 nm).##Welcher Fasertyp ist erforderlich?||Das T-DQ8FNS-N00-M ist für Multimode-Glasfaser (MMF) ausgelegt.##Unterstützt das T-DQ8FNS-N00-M DOM/DDM?||Ja, das T-DQ8FNS-N00-M unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das T-DQ8FNS-N00-M?||Das T-DQ8FNS-N00-M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das T-DQ8FNS-N00-M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das T-DQ8FNS-N00-M mit NVIDIA-Geräten kompatibel?||Das T-DQ8FNS-N00-M ist eine NVIDIA-Optik-Komponente und für den Betrieb in NVIDIA-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MMS1V00-WM,FAQ,"Welche Datenrate und Bauform hat das MMS1V00-WM?||Das MMS1V00-WM ist ein QSFP-DD-Modul mit 400 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das MMS1V00-WM?||Das MMS1V00-WM hat den Formfaktor QSFP-DD mit MPO-12-Schnittstelle.##Welche Reichweite erreicht das MMS1V00-WM?||Laut Spezifikation erreicht das MMS1V00-WM bis 500 m (Wellenlänge 1310 nm).##Welcher Fasertyp ist erforderlich?||Das MMS1V00-WM ist für parallele Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das MMS1V00-WM DOM/DDM?||Ja, das MMS1V00-WM unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das MMS1V00-WM?||Das MMS1V00-WM ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MMS1V00-WM typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das MMS1V00-WM mit NVIDIA-Geräten kompatibel?||Das MMS1V00-WM ist eine NVIDIA-Optik-Komponente und für den Betrieb in NVIDIA-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MMS1V50-WM,FAQ,"Welche Datenrate und Bauform hat das MMS1V50-WM?||Das MMS1V50-WM ist ein QSFP-DD-Modul mit 400 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das MMS1V50-WM?||Das MMS1V50-WM hat den Formfaktor QSFP-DD mit LC (Duplex)-Schnittstelle.##Welche Reichweite erreicht das MMS1V50-WM?||Laut Spezifikation erreicht das MMS1V50-WM bis 2 km (Wellenlänge 1271 / 1291 / 1311 / 1331 nm (CWDM4, 4 Lanes)).##Welcher Fasertyp ist erforderlich?||Das MMS1V50-WM ist für Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das MMS1V50-WM DOM/DDM?||Ja, das MMS1V50-WM unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das MMS1V50-WM?||Das MMS1V50-WM ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MMS1V50-WM typischerweise eingesetzt?||Typischer Einsatz: Campus-/Metro-Netz (Langstrecke).##Ist das MMS1V50-WM mit NVIDIA-Geräten kompatibel?||Das MMS1V50-WM ist eine NVIDIA-Optik-Komponente und für den Betrieb in NVIDIA-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MMS1V90-WR,FAQ,"Welche Datenrate und Bauform hat das MMS1V90-WR?||Das MMS1V90-WR ist ein QSFP-DD-Modul mit 400 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das MMS1V90-WR?||Das MMS1V90-WR hat den Formfaktor QSFP-DD mit LC (Duplex)-Schnittstelle.##Welche Reichweite erreicht das MMS1V90-WR?||Laut Spezifikation erreicht das MMS1V90-WR bis 10 km (Wellenlänge 1271 / 1291 / 1311 / 1331 nm (CWDM4, 4 Lanes)).##Welcher Fasertyp ist erforderlich?||Das MMS1V90-WR ist für Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das MMS1V90-WR DOM/DDM?||Ja, das MMS1V90-WR unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das MMS1V90-WR?||Das MMS1V90-WR ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MMS1V90-WR typischerweise eingesetzt?||Typischer Einsatz: Campus-/Metro-Netz (Langstrecke).##Ist das MMS1V90-WR mit NVIDIA-Geräten kompatibel?||Das MMS1V90-WR ist eine NVIDIA-Optik-Komponente und für den Betrieb in NVIDIA-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MMS1V70-CM,FAQ,"Welche Datenrate und Bauform hat das MMS1V70-CM?||Das MMS1V70-CM ist ein QSFP28-Modul mit 100 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das MMS1V70-CM?||Das MMS1V70-CM hat den Formfaktor QSFP28 mit LC (Duplex)-Schnittstelle.##Welche Reichweite erreicht das MMS1V70-CM?||Laut Spezifikation erreicht das MMS1V70-CM bis 500 m (Wellenlänge 1310 nm).##Welcher Fasertyp ist erforderlich?||Das MMS1V70-CM ist für Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das MMS1V70-CM DOM/DDM?||Ja, das MMS1V70-CM unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das MMS1V70-CM?||Das MMS1V70-CM ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MMS1V70-CM typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das MMS1V70-CM mit NVIDIA-Geräten kompatibel?||Das MMS1V70-CM ist eine NVIDIA-Optik-Komponente und für den Betrieb in NVIDIA-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MCP1650-V001E30,FAQ,"Welche Datenrate und Bauform hat das MCP1650-V001E30?||Das MCP1650-V001E30 ist ein QSFP56-Kabel mit 200 Gbit/s.##Welche Länge hat das MCP1650-V001E30?||Das MCP1650-V001E30 hat eine feste Länge von 30 m (Passives Twinax-Kupferkabel (DAC)).##Benötigt das MCP1650-V001E30 eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das MCP1650-V001E30?||Das MCP1650-V001E30 ist als QSFP56 auf QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das MCP1650-V001E30?||Das MCP1650-V001E30 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MCP1650-V001E30 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das MCP1650-V001E30 mit NVIDIA-Geräten kompatibel?||Das MCP1650-V001E30 ist eine NVIDIA-Kabel-Komponente und für den Betrieb in NVIDIA-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
