Artikelnummer,FAQ
S4A48A,"Wie viele Ports hat der S4A48A?||Der S4A48A bietet insgesamt 32 Ports: 32× 40/100G-QSFP28.##Unterstützt der S4A48A PoE?||Nein. Der S4A48A ist ein Modell ohne Power over Ethernet und für reine Datenanbindung ausgelegt.##Lässt sich der S4A48A redundant koppeln (VSX)?||Ja. Über Aruba VSX (Virtual Switching Extension) bilden zwei S4A48A ein aktiv-aktives Hochverfügbarkeitspaar mit synchronisiertem Forwarding-Zustand und Multi-Chassis-LAG.##Wodurch unterscheidet sich der S4A48A?||Der S4A48A: Kühlung: Feldaustauschbare Hot-Swap-Lüfter, separat bestellt (Airflow konfigurierbar (front-to-back oder back-to-front)); Stromversorgung: Feldaustauschbare Hot-Swap-Netzteile (AC oder DC), separat bestellt (bis 2, N+1); NEBS-konform; Anwendung: Telco-/5G-RAN-Data-Center-Spine/Leaf (Layer 3, AOS-CX) mit präziser Zeitsynchronisation (PTP 1588v2, SyncE, ITU-T G.8275.1/.2 Class C, GNSS/Boundary-Clock, SMPTE), NEBS-Konformität, 25G/100G-Ports, BGP-EVPN/VXLAN und VSX; Uplink-Ports: alle 32 Ports flexibel (40/100G-QSFP28; bis zu 128× 10G/25G per Breakout); Port-Geschwindigkeit: 40/100 Gb"
S0G09A,"Wie viele Ports hat der S0G09A?||Der S0G09A bietet insgesamt 32 Ports: 32× 40/100G-QSFP28.##Unterstützt der S0G09A PoE?||Nein. Der S0G09A ist ein Modell ohne Power over Ethernet und für reine Datenanbindung ausgelegt.##Lässt sich der S0G09A redundant koppeln (VSX)?||Ja. Über Aruba VSX (Virtual Switching Extension) bilden zwei S0G09A ein aktiv-aktives Hochverfügbarkeitspaar mit synchronisiertem Forwarding-Zustand und Multi-Chassis-LAG.##Wodurch unterscheidet sich der S0G09A?||Der S0G09A: Kühlung: 6 Hot-Swap-Lüfter (N+1, Airflow front-to-back); Stromversorgung: 2 Hot-Swap-Netzteile, redundant (N+1) – AC (100–240 VAC), NEBS-konform; Anwendung: Telco-/5G-RAN-Data-Center-Spine/Leaf (Layer 3, AOS-CX) mit präziser Zeitsynchronisation (PTP 1588v2, SyncE, ITU-T G.8275.1/.2 Class C, GNSS/Boundary-Clock, SMPTE), NEBS-Konformität, 25G/100G-Ports, BGP-EVPN/VXLAN und VSX; Uplink-Ports: alle 32 Ports flexibel (40/100G-QSFP28; bis zu 128× 10G/25G per Breakout); Port-Geschwindigkeit: 40/100 GbE (QSFP+/QSFP28); erweiterte Breakout-Flexibilität (bis 128 Ports 10G/25G)."
S0G10A,"Wie viele Ports hat der S0G10A?||Der S0G10A bietet insgesamt 32 Ports: 32× 40/100G-QSFP28.##Unterstützt der S0G10A PoE?||Nein. Der S0G10A ist ein Modell ohne Power over Ethernet und für reine Datenanbindung ausgelegt.##Lässt sich der S0G10A redundant koppeln (VSX)?||Ja. Über Aruba VSX (Virtual Switching Extension) bilden zwei S0G10A ein aktiv-aktives Hochverfügbarkeitspaar mit synchronisiertem Forwarding-Zustand und Multi-Chassis-LAG.##Wodurch unterscheidet sich der S0G10A?||Der S0G10A: Kühlung: 6 Hot-Swap-Lüfter (N+1, Airflow back-to-front); Stromversorgung: 2 Hot-Swap-Netzteile, redundant (N+1) – AC (100–240 VAC), NEBS-konform; Anwendung: Telco-/5G-RAN-Data-Center-Spine/Leaf (Layer 3, AOS-CX) mit präziser Zeitsynchronisation (PTP 1588v2, SyncE, ITU-T G.8275.1/.2 Class C, GNSS/Boundary-Clock, SMPTE), NEBS-Konformität, 25G/100G-Ports, BGP-EVPN/VXLAN und VSX; Uplink-Ports: alle 32 Ports flexibel (40/100G-QSFP28; bis zu 128× 10G/25G per Breakout); Port-Geschwindigkeit: 40/100 GbE (QSFP+/QSFP28); erweiterte Breakout-Flexibilität (bis 128 Ports 10G/25G)."
S0G07A,"Wie viele Ports hat der S0G07A?||Der S0G07A bietet insgesamt 32 Ports: 32× 40/100G-QSFP28.##Unterstützt der S0G07A PoE?||Nein. Der S0G07A ist ein Modell ohne Power over Ethernet und für reine Datenanbindung ausgelegt.##Lässt sich der S0G07A redundant koppeln (VSX)?||Ja. Über Aruba VSX (Virtual Switching Extension) bilden zwei S0G07A ein aktiv-aktives Hochverfügbarkeitspaar mit synchronisiertem Forwarding-Zustand und Multi-Chassis-LAG.##Wodurch unterscheidet sich der S0G07A?||Der S0G07A: Kühlung: 6 Hot-Swap-Lüfter (N+1, Airflow front-to-back); Stromversorgung: 2 Hot-Swap-Netzteile, redundant (N+1) – DC (-48 V), NEBS-konform; Anwendung: Telco-/5G-RAN-Data-Center-Spine/Leaf (Layer 3, AOS-CX) mit präziser Zeitsynchronisation (PTP 1588v2, SyncE, ITU-T G.8275.1/.2 Class C, GNSS/Boundary-Clock, SMPTE), NEBS-Konformität, 25G/100G-Ports, BGP-EVPN/VXLAN und VSX; Uplink-Ports: alle 32 Ports flexibel (40/100G-QSFP28; bis zu 128× 10G/25G per Breakout); Port-Geschwindigkeit: 40/100 GbE (QSFP+/QSFP28); erweiterte Breakout-Flexibilität (bis 128 Ports 10G/25G)."
S0G08A,"Wie viele Ports hat der S0G08A?||Der S0G08A bietet insgesamt 32 Ports: 32× 40/100G-QSFP28.##Unterstützt der S0G08A PoE?||Nein. Der S0G08A ist ein Modell ohne Power over Ethernet und für reine Datenanbindung ausgelegt.##Lässt sich der S0G08A redundant koppeln (VSX)?||Ja. Über Aruba VSX (Virtual Switching Extension) bilden zwei S0G08A ein aktiv-aktives Hochverfügbarkeitspaar mit synchronisiertem Forwarding-Zustand und Multi-Chassis-LAG.##Wodurch unterscheidet sich der S0G08A?||Der S0G08A: Kühlung: 6 Hot-Swap-Lüfter (N+1, Airflow back-to-front); Stromversorgung: 2 Hot-Swap-Netzteile, redundant (N+1) – DC (-48 V), NEBS-konform; Anwendung: Telco-/5G-RAN-Data-Center-Spine/Leaf (Layer 3, AOS-CX) mit präziser Zeitsynchronisation (PTP 1588v2, SyncE, ITU-T G.8275.1/.2 Class C, GNSS/Boundary-Clock, SMPTE), NEBS-Konformität, 25G/100G-Ports, BGP-EVPN/VXLAN und VSX; Uplink-Ports: alle 32 Ports flexibel (40/100G-QSFP28; bis zu 128× 10G/25G per Breakout); Port-Geschwindigkeit: 40/100 GbE (QSFP+/QSFP28); erweiterte Breakout-Flexibilität (bis 128 Ports 10G/25G)."
S0G12A,"Wie viele Ports hat der S0G12A?||Der S0G12A bietet insgesamt 32 Ports: 32× 40/100G-QSFP28.##Unterstützt der S0G12A PoE?||Nein. Der S0G12A ist ein Modell ohne Power over Ethernet und für reine Datenanbindung ausgelegt.##Lässt sich der S0G12A redundant koppeln (VSX)?||Ja. Über Aruba VSX (Virtual Switching Extension) bilden zwei S0G12A ein aktiv-aktives Hochverfügbarkeitspaar mit synchronisiertem Forwarding-Zustand und Multi-Chassis-LAG.##Wodurch unterscheidet sich der S0G12A?||Der S0G12A: Kühlung: Feldaustauschbare Hot-Swap-Lüfter, separat bestellt (Airflow konfigurierbar (front-to-back oder back-to-front)); Stromversorgung: Feldaustauschbare Hot-Swap-Netzteile (AC oder DC), separat bestellt (bis 2, N+1); NEBS-konform; Anwendung: Telco-/5G-RAN-Data-Center-Spine/Leaf (Layer 3, AOS-CX) mit präziser Zeitsynchronisation (PTP 1588v2, SyncE, ITU-T G.8275.1/.2 Class C, GNSS/Boundary-Clock, SMPTE), NEBS-Konformität, 25G/100G-Ports, BGP-EVPN/VXLAN und VSX; Uplink-Ports: alle 32 Ports flexibel (40/100G-QSFP28; bis zu 128× 10G/25G per Breakout); Port-Geschwindigkeit: 40/100 Gb"
JL857A,"Wie viele Ports hat der JL857A?||Der JL857A bietet insgesamt 56 Ports: 48× 1/10/25G-SFP28 + 8× QSFP28 (40/100G) (Uplink).##Unterstützt der JL857A PoE?||Nein. Der JL857A ist ein Modell ohne Power over Ethernet und für reine Datenanbindung ausgelegt.##Lässt sich der JL857A redundant koppeln (VSX)?||Ja. Über Aruba VSX (Virtual Switching Extension) bilden zwei JL857A ein aktiv-aktives Hochverfügbarkeitspaar mit synchronisiertem Forwarding-Zustand und Multi-Chassis-LAG.##Wodurch unterscheidet sich der JL857A?||Der JL857A: Kühlung: 6 feldaustauschbare Hot-Swap-Lüfter (Airflow front-to-back); Stromversorgung: 2 feldaustauschbare Hot-Swap-Netzteile (N+1, im Bundle); DC (-48 V)."
JL858A,"Wie viele Ports hat der JL858A?||Der JL858A bietet insgesamt 56 Ports: 48× 1/10/25G-SFP28 + 8× QSFP28 (40/100G) (Uplink).##Unterstützt der JL858A PoE?||Nein. Der JL858A ist ein Modell ohne Power over Ethernet und für reine Datenanbindung ausgelegt.##Lässt sich der JL858A redundant koppeln (VSX)?||Ja. Über Aruba VSX (Virtual Switching Extension) bilden zwei JL858A ein aktiv-aktives Hochverfügbarkeitspaar mit synchronisiertem Forwarding-Zustand und Multi-Chassis-LAG.##Wodurch unterscheidet sich der JL858A?||Der JL858A: Kühlung: 6 feldaustauschbare Hot-Swap-Lüfter (Airflow back-to-front); Stromversorgung: 2 feldaustauschbare Hot-Swap-Netzteile (N+1, im Bundle); DC (-48 V)."
JL859A,"Wie viele Ports hat der JL859A?||Der JL859A bietet insgesamt 32 Ports: 32× 40/100G-QSFP28.##Unterstützt der JL859A PoE?||Nein. Der JL859A ist ein Modell ohne Power over Ethernet und für reine Datenanbindung ausgelegt.##Lässt sich der JL859A redundant koppeln (VSX)?||Ja. Über Aruba VSX (Virtual Switching Extension) bilden zwei JL859A ein aktiv-aktives Hochverfügbarkeitspaar mit synchronisiertem Forwarding-Zustand und Multi-Chassis-LAG.##Wodurch unterscheidet sich der JL859A?||Der JL859A: Kühlung: 6 feldaustauschbare Hot-Swap-Lüfter (Airflow front-to-back); Stromversorgung: 2 feldaustauschbare Hot-Swap-Netzteile (N+1, im Bundle); DC (-48 V); Anwendung: High-Performance-Data-Center-Spine/Leaf (Layer 3, AOS-CX) mit 6,4-Tbit/s-Kapazität, 25G/100G-Ports, BGP-EVPN/VXLAN und VSX-Hochverfügbarkeit; Uplink-Ports: alle 32 Ports flexibel (40/100G-QSFP28; 4×10G/4×25G-Breakout); Port-Geschwindigkeit: 40/100 GbE (QSFP+/QSFP28); optional 4×10G/4×25G-Breakout."
JL860A,"Wie viele Ports hat der JL860A?||Der JL860A bietet insgesamt 32 Ports: 32× 40/100G-QSFP28.##Unterstützt der JL860A PoE?||Nein. Der JL860A ist ein Modell ohne Power over Ethernet und für reine Datenanbindung ausgelegt.##Lässt sich der JL860A redundant koppeln (VSX)?||Ja. Über Aruba VSX (Virtual Switching Extension) bilden zwei JL860A ein aktiv-aktives Hochverfügbarkeitspaar mit synchronisiertem Forwarding-Zustand und Multi-Chassis-LAG.##Wodurch unterscheidet sich der JL860A?||Der JL860A: Kühlung: 6 feldaustauschbare Hot-Swap-Lüfter (Airflow back-to-front); Stromversorgung: 2 feldaustauschbare Hot-Swap-Netzteile (N+1, im Bundle); DC (-48 V); Anwendung: High-Performance-Data-Center-Spine/Leaf (Layer 3, AOS-CX) mit 6,4-Tbit/s-Kapazität, 25G/100G-Ports, BGP-EVPN/VXLAN und VSX-Hochverfügbarkeit; Uplink-Ports: alle 32 Ports flexibel (40/100G-QSFP28; 4×10G/4×25G-Breakout); Port-Geschwindigkeit: 40/100 GbE (QSFP+/QSFP28); optional 4×10G/4×25G-Breakout."
S1D09A,"Wie viele Ports hat der S1D09A?||Der S1D09A bietet insgesamt 56 Ports: 48× 1/10/25G-SFP28 + 8× QSFP28 (40/100G) (Uplink).##Unterstützt der S1D09A PoE?||Nein. Der S1D09A ist ein Modell ohne Power over Ethernet und für reine Datenanbindung ausgelegt.##Lässt sich der S1D09A redundant koppeln (VSX)?||Ja. Über Aruba VSX (Virtual Switching Extension) bilden zwei S1D09A ein aktiv-aktives Hochverfügbarkeitspaar mit synchronisiertem Forwarding-Zustand und Multi-Chassis-LAG.##Wodurch unterscheidet sich der S1D09A?||Der S1D09A: Kühlung: 6 feldaustauschbare Hot-Swap-Lüfter (Airflow front-to-back); Stromversorgung: 2 feldaustauschbare Hot-Swap-Netzteile (N+1, im Bundle); DC (-48 V)."
S1D10A,"Wie viele Ports hat der S1D10A?||Der S1D10A bietet insgesamt 56 Ports: 48× 1/10/25G-SFP28 + 8× QSFP28 (40/100G) (Uplink).##Unterstützt der S1D10A PoE?||Nein. Der S1D10A ist ein Modell ohne Power over Ethernet und für reine Datenanbindung ausgelegt.##Lässt sich der S1D10A redundant koppeln (VSX)?||Ja. Über Aruba VSX (Virtual Switching Extension) bilden zwei S1D10A ein aktiv-aktives Hochverfügbarkeitspaar mit synchronisiertem Forwarding-Zustand und Multi-Chassis-LAG.##Wodurch unterscheidet sich der S1D10A?||Der S1D10A: Kühlung: 6 feldaustauschbare Hot-Swap-Lüfter (Airflow back-to-front); Stromversorgung: 2 feldaustauschbare Hot-Swap-Netzteile (N+1, im Bundle); DC (-48 V)."
S1D11A,"Wie viele Ports hat der S1D11A?||Der S1D11A bietet insgesamt 32 Ports: 32× 40/100G-QSFP28.##Unterstützt der S1D11A PoE?||Nein. Der S1D11A ist ein Modell ohne Power over Ethernet und für reine Datenanbindung ausgelegt.##Lässt sich der S1D11A redundant koppeln (VSX)?||Ja. Über Aruba VSX (Virtual Switching Extension) bilden zwei S1D11A ein aktiv-aktives Hochverfügbarkeitspaar mit synchronisiertem Forwarding-Zustand und Multi-Chassis-LAG.##Wodurch unterscheidet sich der S1D11A?||Der S1D11A: Kühlung: 6 feldaustauschbare Hot-Swap-Lüfter (Airflow front-to-back); Stromversorgung: 2 feldaustauschbare Hot-Swap-Netzteile (N+1, im Bundle); DC (-48 V); Anwendung: High-Performance-Data-Center-Spine/Leaf (Layer 3, AOS-CX) mit 6,4-Tbit/s-Kapazität, 25G/100G-Ports, BGP-EVPN/VXLAN und VSX-Hochverfügbarkeit; Uplink-Ports: alle 32 Ports flexibel (40/100G-QSFP28; 4×10G/4×25G-Breakout); Port-Geschwindigkeit: 40/100 GbE (QSFP+/QSFP28); optional 4×10G/4×25G-Breakout."
S1D12A,"Wie viele Ports hat der S1D12A?||Der S1D12A bietet insgesamt 32 Ports: 32× 40/100G-QSFP28.##Unterstützt der S1D12A PoE?||Nein. Der S1D12A ist ein Modell ohne Power over Ethernet und für reine Datenanbindung ausgelegt.##Lässt sich der S1D12A redundant koppeln (VSX)?||Ja. Über Aruba VSX (Virtual Switching Extension) bilden zwei S1D12A ein aktiv-aktives Hochverfügbarkeitspaar mit synchronisiertem Forwarding-Zustand und Multi-Chassis-LAG.##Wodurch unterscheidet sich der S1D12A?||Der S1D12A: Kühlung: 6 feldaustauschbare Hot-Swap-Lüfter (Airflow back-to-front); Stromversorgung: 2 feldaustauschbare Hot-Swap-Netzteile (N+1, im Bundle); DC (-48 V); Anwendung: High-Performance-Data-Center-Spine/Leaf (Layer 3, AOS-CX) mit 6,4-Tbit/s-Kapazität, 25G/100G-Ports, BGP-EVPN/VXLAN und VSX-Hochverfügbarkeit; Uplink-Ports: alle 32 Ports flexibel (40/100G-QSFP28; 4×10G/4×25G-Breakout); Port-Geschwindigkeit: 40/100 GbE (QSFP+/QSFP28); optional 4×10G/4×25G-Breakout."
