Artikelnummer,FAQ
FET-40G,"Wofür wird das FET-40G verwendet?||Es stellt die Fabric-Links zwischen einem Cisco Fabric Extender und dem Parent-Switch her und ist nur in dieser Fabric-Extender-Architektur einsetzbar.##Unterstützt das FET-40G einen 4×10G-Modus?||Ja. Über ein paralleles-zu-Duplex-Breakout-Kabel lässt es sich zu vier FET-10G-Schnittstellen betreiben.##Welche Datenrate und Bauform hat das FET-40G?||Das FET-40G hat den Formfaktor QSFP+ mit 40 Gbit/s nach Cisco Fabric Extender Transceiver (40G, 4 Lanes)."
QSFP-H40G-CU0-5M,"Wie lang ist das QSFP-H40G-CU0-5M?||Das Kabel hat eine feste Länge von 0,5 m mit zwei werkseitig konfektionierten QSFP+-Steckern.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Das passive 40GBASE-CR4-Twinax-Kabel kommt ohne aktive Elektronik und ohne externe Stromversorgung aus.##Welche Datenrate und Bauform hat das QSFP-H40G-CU0-5M?||Das QSFP-H40G-CU0-5M hat den Formfaktor QSFP+ mit 40 Gbit/s nach 40GBASE-CR4 (Twinax, passiv)."
QSFP-4SFP10-CU0-5,"Wofür wird das QSFP-4SFP10-CU0-5 verwendet?||Es verbindet einen 40G-QSFP+-Port mit vier 10G-SFP+-Ports und eignet sich für die Anbindung von vier 10G-Servern an einen 40G-Switch-Port.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Das passive Twinax-Breakout-Kabel kommt ohne aktive Elektronik und ohne externe Stromversorgung aus.##Welche Datenrate und Bauform hat das QSFP-4SFP10-CU0-5?||Das QSFP-4SFP10-CU0-5 hat den Formfaktor QSFP+ mit 40 Gbit/s (4× 10 Gbit/s) nach 40GBASE-CR4 zu 4× 10GBASE-CR Breakout (Twinax, passiv)."
QSFP-4X10G-AOC1M,"Wofür wird das QSFP-4X10G-AOC1M verwendet?||Es verbindet einen 40G-QSFP+-Port über eine integrierte Glasfaser mit vier 10G-SFP+-Ports und eignet sich für die Anbindung von vier 10G-Servern.##Worin unterscheidet sich ein Breakout-AOC von einem Breakout-DAC?||Das AOC nutzt eine integrierte Glasfaser statt Kupfer und ist dadurch leichter, biegsamer und für größere Längen geeignet als ein passives Kupfer-DAC.##Welche Datenrate und Bauform hat das QSFP-4X10G-AOC1M?||Das QSFP-4X10G-AOC1M hat den Formfaktor QSFP+ mit 40 Gbit/s (4× 10 Gbit/s) nach 40G QSFP+ zu 4× 10G SFP+ Active Optical Cable (AOC)."
QSFP-4X10G-AOC2M,"Wofür wird das QSFP-4X10G-AOC2M verwendet?||Es verbindet einen 40G-QSFP+-Port über eine integrierte Glasfaser mit vier 10G-SFP+-Ports und eignet sich für die Anbindung von vier 10G-Servern.##Worin unterscheidet sich ein Breakout-AOC von einem Breakout-DAC?||Das AOC nutzt eine integrierte Glasfaser statt Kupfer und ist dadurch leichter, biegsamer und für größere Längen geeignet als ein passives Kupfer-DAC.##Welche Datenrate und Bauform hat das QSFP-4X10G-AOC2M?||Das QSFP-4X10G-AOC2M hat den Formfaktor QSFP+ mit 40 Gbit/s (4× 10 Gbit/s) nach 40G QSFP+ zu 4× 10G SFP+ Active Optical Cable (AOC)."
QSFP-4X10G-AOC3M,"Wofür wird das QSFP-4X10G-AOC3M verwendet?||Es verbindet einen 40G-QSFP+-Port über eine integrierte Glasfaser mit vier 10G-SFP+-Ports und eignet sich für die Anbindung von vier 10G-Servern.##Worin unterscheidet sich ein Breakout-AOC von einem Breakout-DAC?||Das AOC nutzt eine integrierte Glasfaser statt Kupfer und ist dadurch leichter, biegsamer und für größere Längen geeignet als ein passives Kupfer-DAC.##Welche Datenrate und Bauform hat das QSFP-4X10G-AOC3M?||Das QSFP-4X10G-AOC3M hat den Formfaktor QSFP+ mit 40 Gbit/s (4× 10 Gbit/s) nach 40G QSFP+ zu 4× 10G SFP+ Active Optical Cable (AOC)."
QSFP-4X10G-AOC5M,"Wofür wird das QSFP-4X10G-AOC5M verwendet?||Es verbindet einen 40G-QSFP+-Port über eine integrierte Glasfaser mit vier 10G-SFP+-Ports und eignet sich für die Anbindung von vier 10G-Servern.##Worin unterscheidet sich ein Breakout-AOC von einem Breakout-DAC?||Das AOC nutzt eine integrierte Glasfaser statt Kupfer und ist dadurch leichter, biegsamer und für größere Längen geeignet als ein passives Kupfer-DAC.##Welche Datenrate und Bauform hat das QSFP-4X10G-AOC5M?||Das QSFP-4X10G-AOC5M hat den Formfaktor QSFP+ mit 40 Gbit/s (4× 10 Gbit/s) nach 40G QSFP+ zu 4× 10G SFP+ Active Optical Cable (AOC)."
QSFP-4X10G-AOC7M,"Wofür wird das QSFP-4X10G-AOC7M verwendet?||Es verbindet einen 40G-QSFP+-Port über eine integrierte Glasfaser mit vier 10G-SFP+-Ports und eignet sich für die Anbindung von vier 10G-Servern.##Worin unterscheidet sich ein Breakout-AOC von einem Breakout-DAC?||Das AOC nutzt eine integrierte Glasfaser statt Kupfer und ist dadurch leichter, biegsamer und für größere Längen geeignet als ein passives Kupfer-DAC.##Welche Datenrate und Bauform hat das QSFP-4X10G-AOC7M?||Das QSFP-4X10G-AOC7M hat den Formfaktor QSFP+ mit 40 Gbit/s (4× 10 Gbit/s) nach 40G QSFP+ zu 4× 10G SFP+ Active Optical Cable (AOC)."
QSFP-4X10G-AOC10M,"Wofür wird das QSFP-4X10G-AOC10M verwendet?||Es verbindet einen 40G-QSFP+-Port über eine integrierte Glasfaser mit vier 10G-SFP+-Ports und eignet sich für die Anbindung von vier 10G-Servern.##Worin unterscheidet sich ein Breakout-AOC von einem Breakout-DAC?||Das AOC nutzt eine integrierte Glasfaser statt Kupfer und ist dadurch leichter, biegsamer und für größere Längen geeignet als ein passives Kupfer-DAC.##Welche Datenrate und Bauform hat das QSFP-4X10G-AOC10M?||Das QSFP-4X10G-AOC10M hat den Formfaktor QSFP+ mit 40 Gbit/s (4× 10 Gbit/s) nach 40G QSFP+ zu 4× 10G SFP+ Active Optical Cable (AOC)."
SFP-10G-T-X,"Wie weit reicht das SFP-10G-T-X?||Bei 10 Gbit/s bis zu 30 Meter über Cat6A/Cat7-Kupferkabel; bei 100 Mbit/s oder 1 Gbit/s bis zu 100 Meter über Cat5e oder besser.##Welche Datenraten unterstützt das Modul?||Es ist ein Multirate-Modul für 100 Mbit/s, 1 Gbit/s und 10 Gbit/s über Kupfer mit RJ-45-Anschluss.##Welche Datenrate und Bauform hat das SFP-10G-T-X?||Das SFP-10G-T-X hat den Formfaktor SFP+ mit 10 Gbit/s nach IEEE 802.3an 10GBASE-T (Multirate 100M/1G/10G)."
SFP-10G-SR-I,"Unterstützt das SFP-10G-SR-I CPRI?||Ja. Es unterstützt die CPRI-Datenraten-Optionen 3, 4, 5, 6, 7, 7a und 8 und eignet sich damit für Mobilfunk-Fronthaul-Anwendungen.##Für welche Umgebungen ist das Modul geeignet?||Für den industriellen Temperaturbereich und damit für raue Einsatzumgebungen.##Welche Datenrate und Bauform hat das SFP-10G-SR-I?||Das SFP-10G-SR-I hat den Formfaktor SFP+ mit 10 Gbit/s nach 10GBASE-SR / 10GBASE-SW / OTU2/2e / CPRI (Multirate, IND)."
SFP-10G-LR10-I,"Unterstützt das SFP-10G-LR10-I CPRI?||Ja. Es unterstützt die CPRI-Datenraten-Optionen 3, 4, 5, 6, 7, 7a und 8 für Mobilfunk-Fronthaul-Anwendungen.##Für welche Umgebungen ist das Modul geeignet?||Für den industriellen Temperaturbereich und damit für raue Einsatzumgebungen.##Welche Datenrate und Bauform hat das SFP-10G-LR10-I?||Das SFP-10G-LR10-I hat den Formfaktor SFP+ mit 10 Gbit/s nach 10GBASE-LR / CPRI (IND)."
SFP-10G-BXD-I,"Welches Gegenmodul benötigt das SFP-10G-BXD-I?||Ein SFP-10G-BXU-I: Das BXD-I sendet bei 1330 nm und empfängt bei 1270 nm, das BXU-I genau umgekehrt — über eine einzelne Singlemode-Faser bis 10 km.##Werden Verbindungen über 10 km unterstützt?||Bis 15 km sind als Engineered Links möglich, solange der Kanal-Einfügeverlust unter 6,2 dB bleibt.##Welche Datenrate und Bauform hat das SFP-10G-BXD-I?||Das SFP-10G-BXD-I hat den Formfaktor SFP+ mit 10 Gbit/s nach 10G SFP+ Bidirektional (BX10)."
SFP-10G-BXU-I,"Welches Gegenmodul benötigt das SFP-10G-BXU-I?||Ein SFP-10G-BXD-I: Das BXU-I sendet bei 1270 nm und empfängt bei 1330 nm, das BXD-I genau umgekehrt — über eine einzelne Singlemode-Faser bis 10 km.##Werden Verbindungen über 10 km unterstützt?||Bis 15 km sind als Engineered Links möglich, solange der Kanal-Einfügeverlust unter 6,2 dB bleibt.##Welche Datenrate und Bauform hat das SFP-10G-BXU-I?||Das SFP-10G-BXU-I hat den Formfaktor SFP+ mit 10 Gbit/s nach 10G SFP+ Bidirektional (BX10)."
SFP-10G-BX40U-I,"Welches Gegenmodul benötigt das SFP-10G-BX40U-I?||Ein SFP-10G-BX40D-I: Das BX40U-I sendet bei 1270 nm und empfängt bei 1330 nm, das BX40D-I genau umgekehrt — über eine einzelne Singlemode-Faser bis 40 km.##Brauche ich ein Dämpfungsglied?||Ja, distanzabhängig: 15 dB unter 5 km, 10 dB zwischen 5 und 15 km, 5 dB zwischen 15 und 25 km.##Welche Datenrate und Bauform hat das SFP-10G-BX40U-I?||Das SFP-10G-BX40U-I hat den Formfaktor SFP+ mit 10 Gbit/s nach 10G SFP+ Bidirektional (BX40)."
GLC-T-RGD,"Für welche Umgebungen ist das GLC-T-RGD geeignet?||Für industrielle Umgebungen: Es ist für den Temperaturbereich von -40 bis 85 °C qualifiziert und auf Cisco Industrial-Ethernet- und Connected-Grid-Plattformen abgestimmt.##Welches Kabel benötige ich?||Cat-5-Kupferverkabelung oder besser mit RJ-45-Steckern, bis zu 100 Meter.##Welche Datenrate und Bauform hat das GLC-T-RGD?||Das GLC-T-RGD hat den Formfaktor SFP mit 1 Gbit/s (10/100/1000BASE-T) nach IEEE 802.3z / 802.3ab 1000BASE-T."
GLC-GE-DR-LX,"Was bedeutet Dual-Rate beim GLC-GE-DR-LX?||Das Modul arbeitet wahlweise mit 100 Mbit/s (100BASE-LX10) oder 1 Gbit/s (1000BASE-LX/LH) und eignet sich so für gemischte Fast-Ethernet- und Gigabit-Umgebungen.##Brauche ich im 100M-Betrieb ein Dämpfungsglied?||Ja. Bei Interoperabilität mit einer 100BASE-LX10-Gegenstelle ist ein 5-dB-Dämpfungsglied im Tx-Pfad nötig; im 1G-Betrieb ist keine Dämpfung erforderlich.##Welche Datenrate und Bauform hat das GLC-GE-DR-LX?||Das GLC-GE-DR-LX hat den Formfaktor SFP mit 100 Mbit/s / 1 Gbit/s nach IEEE 100BASE-LX / 1000BASE-LX/LH (Dual-Rate)."
GLC-BX-U-I,"Welches Gegenmodul benötigt das GLC-BX-U-I?||Ein 1000BASE-BX10-D-Modul (z. B. GLC-BX-D-I): Das BX-U-I sendet bei 1310 nm und empfängt bei 1490 nm.##Für welche Umgebungen ist das GLC-BX-U-I geeignet?||Für industrielle Umgebungen: Es ist für den Temperaturbereich von -40 bis 85 °C qualifiziert.##Welche Datenrate und Bauform hat das GLC-BX-U-I?||Das GLC-BX-U-I hat den Formfaktor SFP mit 1 Gbit/s nach 1000BASE-BX10-U."
GLC-BX-D-I,"Welches Gegenmodul benötigt das GLC-BX-D-I?||Ein 1000BASE-BX10-U-Modul (z. B. GLC-BX-U-I): Das BX-D-I sendet bei 1490 nm und empfängt bei 1310 nm.##Für welche Umgebungen ist das GLC-BX-D-I geeignet?||Für industrielle Umgebungen: Es ist für den Temperaturbereich von -40 bis 85 °C qualifiziert.##Welche Datenrate und Bauform hat das GLC-BX-D-I?||Das GLC-BX-D-I hat den Formfaktor SFP mit 1 Gbit/s nach 1000BASE-BX10-D."
GLC-2BX-D-I,"Was ist ein 2-Kanal-Compact-SFP?||Das GLC-2BX-D-I vereint zwei 1000BASE-BX10-D-Schnittstellen in einem SFP-Gehäuse und verbindet sich mit zwei 1000BASE-BX10-U-Gegenstellen über je eine Einzelfaser.##Für welche Umgebungen ist das GLC-2BX-D-I geeignet?||Für industrielle Umgebungen: Es ist für den Temperaturbereich von -40 bis 85 °C qualifiziert.##Welche Datenrate und Bauform hat das GLC-2BX-D-I?||Das GLC-2BX-D-I hat den Formfaktor SFP mit 1 Gbit/s nach 2-Kanal 1000BASE-BX10-D."
SFP-1G-LH,"Warum funktioniert das SFP-1G-LH nicht in meinem 1G-Port?||Das Modul ist speziell für 10G-, 10/25G- und 10/25/50G-fähige Ports ausgelegt und arbeitet ausschließlich dort; in reinen 1G-Ports funktioniert es nicht.##Ist es mit normalen 1000BASE-LX/LH-Modulen interoperabel?||Ja. Das SFP-1G-LH interoperiert mit 1000BASE-LX/LH-Modulen der Gegenstelle.##Welche Datenrate und Bauform hat das SFP-1G-LH?||Das SFP-1G-LH hat den Formfaktor SFP mit 1 Gbit/s nach IEEE 802.3z 1000BASE-LX/LH (für 10G-Ports)."
SFP-1G-SX-CISCO,"Warum funktioniert das SFP-1G-SX nicht in meinem 1G-Port?||Das Modul ist speziell für 10G-, 10/25G- und 10/25/50G-fähige Ports ausgelegt und arbeitet ausschließlich dort; in reinen 1G-Ports funktioniert es nicht.##Ist es mit normalen 1000BASE-SX-Modulen interoperabel?||Ja. Das SFP-1G-SX interoperiert mit 1000BASE-SX-Modulen der Gegenstelle.##Welche Datenrate und Bauform hat das SFP-1G-SX-CISCO?||Das SFP-1G-SX-CISCO hat den Formfaktor SFP mit 1 Gbit/s nach IEEE 802.3z 1000BASE-SX (für 10G-Ports)."
SFP-1G-T-X,"Warum funktioniert das SFP-1G-T-X nicht in meinem 1G-Port?||Das Modul ist speziell für 10G-, 10/25G- und 10/25/50G-fähige Ports ausgelegt und arbeitet ausschließlich dort; in reinen 1G-Ports funktioniert es nicht.##Welches Kabel benötige ich?||Für 1000/100M-Betrieb Cat 5e oder besser (bis 100 m); für 10M-Betrieb Cat 3 oder besser, mit RJ-45-Steckern.##Welche Datenrate und Bauform hat das SFP-1G-T-X?||Das SFP-1G-T-X hat den Formfaktor SFP mit 1 Gbit/s (10/100/1000BASE-T) nach IEEE 802.3 1000BASE-T (für 10G-Ports)."
SFP-H25G-CU1.5M,"Wie lang ist das SFP-H25G-CU1.5M?||Das Kabel hat eine feste Länge von 1,5 m mit zwei werkseitig konfektionierten SFP28-Steckern.##Benötigt dieses Kabel FEC?||Nein, bei dieser Länge ist keine FEC auf den Host-Ports erforderlich.##Welche Datenrate und Bauform hat das SFP-H25G-CU1.5M?||Das SFP-H25G-CU1.5M hat den Formfaktor SFP28 mit 25 Gbit/s nach 25GBASE-CR1 (Twinax, passiv)."
SFP-H25G-CU2.5M,"Wie lang ist das SFP-H25G-CU2.5M?||Das Kabel hat eine feste Länge von 2,5 m mit zwei werkseitig konfektionierten SFP28-Steckern.##Benötigt dieses Kabel FEC?||Ja, bei dieser Länge wird BASE-R FEC (FC-FEC) auf den Host-Ports benötigt.##Welche Datenrate und Bauform hat das SFP-H25G-CU2.5M?||Das SFP-H25G-CU2.5M hat den Formfaktor SFP28 mit 25 Gbit/s nach 25GBASE-CR1 (Twinax, passiv)."
SFP-25G-BX40D-I,"Mit welchem Modul wird das SFP-25G-BX40D-I gepaart?||Es wird stets mit einem SFP-25G-BX40U-I am anderen Ende verbunden; die beiden Module nutzen vertauschte Sende- und Empfangswellenlängen über eine einzige Faser.##Wie weit reicht das Modul?||Bis zu 40 Kilometer über eine einzige G.652-Singlemode-Faser bei 25G mit RS-FEC.##Welche Datenrate und Bauform hat das SFP-25G-BX40D-I?||Das SFP-25G-BX40D-I hat den Formfaktor SFP28 mit 25 Gbit/s nach IEEE 802.3cp 25GBASE-BR40 BiDi (Downstream, Industrie)."
SFP-25G-BX40U-I,"Mit welchem Modul wird das SFP-25G-BX40U-I gepaart?||Es wird stets mit einem SFP-25G-BX40D-I am anderen Ende verbunden; die beiden Module nutzen vertauschte Sende- und Empfangswellenlängen über eine einzige Faser.##Wie weit reicht das Modul?||Bis zu 40 Kilometer über eine einzige G.652-Singlemode-Faser bei 25G mit RS-FEC.##Welche Datenrate und Bauform hat das SFP-25G-BX40U-I?||Das SFP-25G-BX40U-I hat den Formfaktor SFP28 mit 25 Gbit/s nach IEEE 802.3cp 25GBASE-BR40 BiDi (Upstream, Industrie)."
SFP-50G-CU0.5M,"Wie lang ist das SFP-50G-CU0.5M?||Das Kabel hat eine feste Länge von 0,5 m mit zwei werkseitig konfektionierten SFP56-Steckern und einem LSZH-Mantel.##Welche FEC wird benötigt?||Im 50G-Modus wird RS-FEC (KP1-FEC) benötigt; im 25G-Modus ist bei dieser Länge keine FEC erforderlich.##Welche Datenrate und Bauform hat das SFP-50G-CU0.5M?||Das SFP-50G-CU0.5M hat den Formfaktor SFP56 mit 25/50 Gbit/s nach 25/50GBASE-CR1 (Twinax, passiv)."
SFP-50G-CU1M,"Wie lang ist das SFP-50G-CU1M?||Das Kabel hat eine feste Länge von 1 m mit zwei werkseitig konfektionierten SFP56-Steckern und einem LSZH-Mantel.##Welche FEC wird benötigt?||Im 50G-Modus wird RS-FEC (KP1-FEC) benötigt; im 25G-Modus ist bei dieser Länge keine FEC erforderlich.##Welche Datenrate und Bauform hat das SFP-50G-CU1M?||Das SFP-50G-CU1M hat den Formfaktor SFP56 mit 25/50 Gbit/s nach 25/50GBASE-CR1 (Twinax, passiv)."
SFP-50G-CU1.5M,"Wie lang ist das SFP-50G-CU1.5M?||Das Kabel hat eine feste Länge von 1,5 m mit zwei werkseitig konfektionierten SFP56-Steckern und einem LSZH-Mantel.##Welche FEC wird benötigt?||Im 50G-Modus wird RS-FEC (KP1-FEC) benötigt; im 25G-Modus ist bei dieser Länge keine FEC erforderlich.##Welche Datenrate und Bauform hat das SFP-50G-CU1.5M?||Das SFP-50G-CU1.5M hat den Formfaktor SFP56 mit 25/50 Gbit/s nach 25/50GBASE-CR1 (Twinax, passiv)."
SFP-50G-CU2M,"Wie lang ist das SFP-50G-CU2M?||Das Kabel hat eine feste Länge von 2 m mit zwei werkseitig konfektionierten SFP56-Steckern und einem LSZH-Mantel.##Welche FEC wird benötigt?||Im 50G-Modus wird RS-FEC (KP1-FEC) benötigt; im 25G-Modus ist bei dieser Länge keine FEC erforderlich.##Welche Datenrate und Bauform hat das SFP-50G-CU2M?||Das SFP-50G-CU2M hat den Formfaktor SFP56 mit 25/50 Gbit/s nach 25/50GBASE-CR1 (Twinax, passiv)."
SFP-50G-CU2.5M,"Wie lang ist das SFP-50G-CU2.5M?||Das Kabel hat eine feste Länge von 2,5 m mit zwei werkseitig konfektionierten SFP56-Steckern und einem LSZH-Mantel.##Welche FEC wird benötigt?||Im 50G-Modus wird RS-FEC (KP1-FEC) benötigt; im 25G-Modus wird BASE-R FEC (FC-FEC) benötigt.##Welche Datenrate und Bauform hat das SFP-50G-CU2.5M?||Das SFP-50G-CU2.5M hat den Formfaktor SFP56 mit 25/50 Gbit/s nach 25/50GBASE-CR1 (Twinax, passiv)."
SFP-50G-CU3M,"Wie lang ist das SFP-50G-CU3M?||Das Kabel hat eine feste Länge von 3 m mit zwei werkseitig konfektionierten SFP56-Steckern und einem LSZH-Mantel.##Welche FEC wird benötigt?||Im 50G-Modus wird RS-FEC (KP1-FEC) benötigt; im 25G-Modus wird BASE-R FEC (FC-FEC) benötigt.##Welche Datenrate und Bauform hat das SFP-50G-CU3M?||Das SFP-50G-CU3M hat den Formfaktor SFP56 mit 25/50 Gbit/s nach 25/50GBASE-CR1 (Twinax, passiv)."
