Artikelnummer,Attributname,Attributwert
FR-TRAN-ZX,FAQ,"Welche Datenrate und Bauform hat das FR-TRAN-ZX?||Das FR-TRAN-ZX ist ein SFP-Modul mit 1 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das FR-TRAN-ZX?||Das FR-TRAN-ZX hat den Formfaktor SFP mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das FR-TRAN-ZX?||Laut Spezifikation erreicht das FR-TRAN-ZX bis zu 90 km (Wellenlänge 1550 nm).##Welcher Fasertyp ist erforderlich?||Das FR-TRAN-ZX ist für Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das FR-TRAN-ZX DOM/DDM?||Ja, das FR-TRAN-ZX unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das FR-TRAN-ZX?||Das FR-TRAN-ZX ist für den Betrieb von -40 bis 85 °C spezifiziert.##Wofür wird das FR-TRAN-ZX typischerweise eingesetzt?||Typischer Einsatz: Weitverkehrsnetz (Langstrecke).##Ist das FR-TRAN-ZX mit Fortinet-Geräten kompatibel?||Das FR-TRAN-ZX ist eine Fortinet-Optik-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-TRAN-SFP2-LX,FAQ,"Welche Datenrate und Bauform hat das FN-TRAN-SFP2-LX?||Das FN-TRAN-SFP2-LX ist ein SFP-Modul mit 2,5 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das FN-TRAN-SFP2-LX?||Das FN-TRAN-SFP2-LX hat den Formfaktor SFP mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das FN-TRAN-SFP2-LX?||Laut Spezifikation erreicht das FN-TRAN-SFP2-LX bis zu 25 km (Wellenlänge 1310 nm).##Welcher Fasertyp ist erforderlich?||Das FN-TRAN-SFP2-LX ist für Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das FN-TRAN-SFP2-LX DOM/DDM?||Ja, das FN-TRAN-SFP2-LX unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das FN-TRAN-SFP2-LX?||Das FN-TRAN-SFP2-LX ist für den Betrieb von -40 bis 85 °C spezifiziert.##Wofür wird das FN-TRAN-SFP2-LX typischerweise eingesetzt?||Typischer Einsatz: Campus-/Metro-Netz (Langstrecke).##Ist das FN-TRAN-SFP2-LX mit Fortinet-Geräten kompatibel?||Das FN-TRAN-SFP2-LX ist eine Fortinet-Optik-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-TRAN-SFP2-SX,FAQ,"Welche Datenrate und Bauform hat das FN-TRAN-SFP2-SX?||Das FN-TRAN-SFP2-SX ist ein SFP-Modul mit 2,5 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das FN-TRAN-SFP2-SX?||Das FN-TRAN-SFP2-SX hat den Formfaktor SFP mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das FN-TRAN-SFP2-SX?||Laut Spezifikation erreicht das FN-TRAN-SFP2-SX bis zu 300 m (Wellenlänge 850 nm).##Welcher Fasertyp ist erforderlich?||Das FN-TRAN-SFP2-SX ist für Multimode-Glasfaser (MMF) ausgelegt.##Unterstützt das FN-TRAN-SFP2-SX DOM/DDM?||Ja, das FN-TRAN-SFP2-SX unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das FN-TRAN-SFP2-SX?||Das FN-TRAN-SFP2-SX ist für den Betrieb von -40 bis 85 °C spezifiziert.##Wofür wird das FN-TRAN-SFP2-SX typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das FN-TRAN-SFP2-SX mit Fortinet-Geräten kompatibel?||Das FN-TRAN-SFP2-SX ist eine Fortinet-Optik-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-TRAN-SFP+SR,FAQ,"Welche Datenrate und Bauform hat das FN-TRAN-SFP+SR?||Das FN-TRAN-SFP+SR ist ein SFP+-Modul mit 10 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das FN-TRAN-SFP+SR?||Das FN-TRAN-SFP+SR hat den Formfaktor SFP+ mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das FN-TRAN-SFP+SR?||Laut Spezifikation erreicht das FN-TRAN-SFP+SR bis zu 550 m (Wellenlänge 850 nm).##Welcher Fasertyp ist erforderlich?||Das FN-TRAN-SFP+SR ist für Multimode-Glasfaser (MMF) ausgelegt.##Unterstützt das FN-TRAN-SFP+SR DOM/DDM?||Ja, das FN-TRAN-SFP+SR unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das FN-TRAN-SFP+SR?||Das FN-TRAN-SFP+SR ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das FN-TRAN-SFP+SR typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das FN-TRAN-SFP+SR mit Fortinet-Geräten kompatibel?||Das FN-TRAN-SFP+SR ist eine Fortinet-Optik-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-TRAN-SFP+SRI,FAQ,"Welche Datenrate und Bauform hat das FN-TRAN-SFP+SRI?||Das FN-TRAN-SFP+SRI ist ein SFP+-Modul mit 10 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das FN-TRAN-SFP+SRI?||Das FN-TRAN-SFP+SRI hat den Formfaktor SFP+ mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das FN-TRAN-SFP+SRI?||Laut Spezifikation erreicht das FN-TRAN-SFP+SRI bis zu 400 m (Wellenlänge 850 nm).##Welcher Fasertyp ist erforderlich?||Das FN-TRAN-SFP+SRI ist für Multimode-Glasfaser (MMF) ausgelegt.##Unterstützt das FN-TRAN-SFP+SRI DOM/DDM?||Ja, das FN-TRAN-SFP+SRI unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das FN-TRAN-SFP+SRI?||Das FN-TRAN-SFP+SRI ist für den Betrieb von -40 bis 85 °C spezifiziert.##Wofür wird das FN-TRAN-SFP+SRI typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das FN-TRAN-SFP+SRI mit Fortinet-Geräten kompatibel?||Das FN-TRAN-SFP+SRI ist eine Fortinet-Optik-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-TRAN-SFP+LR,FAQ,"Welche Datenrate und Bauform hat das FN-TRAN-SFP+LR?||Das FN-TRAN-SFP+LR ist ein SFP+-Modul mit 10 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das FN-TRAN-SFP+LR?||Das FN-TRAN-SFP+LR hat den Formfaktor SFP+ mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das FN-TRAN-SFP+LR?||Laut Spezifikation erreicht das FN-TRAN-SFP+LR bis zu 10 km (Wellenlänge 1310 nm).##Welcher Fasertyp ist erforderlich?||Das FN-TRAN-SFP+LR ist für Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das FN-TRAN-SFP+LR DOM/DDM?||Ja, das FN-TRAN-SFP+LR unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das FN-TRAN-SFP+LR?||Das FN-TRAN-SFP+LR ist für den Betrieb von 0 bis 85 °C spezifiziert.##Wofür wird das FN-TRAN-SFP+LR typischerweise eingesetzt?||Typischer Einsatz: Campus-/Metro-Netz (Langstrecke).##Ist das FN-TRAN-SFP+LR mit Fortinet-Geräten kompatibel?||Das FN-TRAN-SFP+LR ist eine Fortinet-Optik-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-TRAN-SFP+LRI,FAQ,"Welche Datenrate und Bauform hat das FN-TRAN-SFP+LRI?||Das FN-TRAN-SFP+LRI ist ein SFP+-Modul mit 10 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das FN-TRAN-SFP+LRI?||Das FN-TRAN-SFP+LRI hat den Formfaktor SFP+ mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das FN-TRAN-SFP+LRI?||Laut Spezifikation erreicht das FN-TRAN-SFP+LRI bis zu 10 km (Wellenlänge 1310 nm).##Welcher Fasertyp ist erforderlich?||Das FN-TRAN-SFP+LRI ist für Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das FN-TRAN-SFP+LRI DOM/DDM?||Ja, das FN-TRAN-SFP+LRI unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das FN-TRAN-SFP+LRI?||Das FN-TRAN-SFP+LRI ist für den Betrieb von -40 bis 85 °C spezifiziert.##Wofür wird das FN-TRAN-SFP+LRI typischerweise eingesetzt?||Typischer Einsatz: Campus-/Metro-Netz (Langstrecke).##Ist das FN-TRAN-SFP+LRI mit Fortinet-Geräten kompatibel?||Das FN-TRAN-SFP+LRI ist eine Fortinet-Optik-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-TRAN-SFP+LRM,FAQ,"Welche Datenrate und Bauform hat das FN-TRAN-SFP+LRM?||Das FN-TRAN-SFP+LRM ist ein SFP+-Modul mit 10 Gbit/s nach 10GBASE-LRM.##Welchen Stecker und welche Schnittstelle nutzt das FN-TRAN-SFP+LRM?||Das FN-TRAN-SFP+LRM hat den Formfaktor SFP+ mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das FN-TRAN-SFP+LRM?||Laut Spezifikation erreicht das FN-TRAN-SFP+LRM bis zu 220 m (Wellenlänge 1310 nm).##Welcher Fasertyp ist erforderlich?||Das FN-TRAN-SFP+LRM ist für Multimode-Glasfaser (MMF) ausgelegt.##Unterstützt das FN-TRAN-SFP+LRM DOM/DDM?||Ja, das FN-TRAN-SFP+LRM unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das FN-TRAN-SFP+LRM?||Das FN-TRAN-SFP+LRM ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das FN-TRAN-SFP+LRM typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das FN-TRAN-SFP+LRM mit Fortinet-Geräten kompatibel?||Das FN-TRAN-SFP+LRM ist eine Fortinet-Optik-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-TRAN-SFP+BD27,FAQ,"Welche Datenrate und Bauform hat das FN-TRAN-SFP+BD27?||Das FN-TRAN-SFP+BD27 ist ein SFP+-Modul mit 10 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das FN-TRAN-SFP+BD27?||Das FN-TRAN-SFP+BD27 hat den Formfaktor SFP+ mit Single LC-Schnittstelle.##Welche Reichweite erreicht das FN-TRAN-SFP+BD27?||Laut Spezifikation erreicht das FN-TRAN-SFP+BD27 bis zu 30 km (Wellenlänge TX 1271 nm / RX 1331 nm).##Welcher Fasertyp ist erforderlich?||Das FN-TRAN-SFP+BD27 ist für Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das FN-TRAN-SFP+BD27 DOM/DDM?||Ja, das FN-TRAN-SFP+BD27 unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das FN-TRAN-SFP+BD27?||Das FN-TRAN-SFP+BD27 ist für den Betrieb von -5 bis 85 °C spezifiziert.##Wofür wird das FN-TRAN-SFP+BD27 typischerweise eingesetzt?||Typischer Einsatz: Metro-/Weitverkehrsnetz.##Ist das FN-TRAN-SFP+BD27 mit Fortinet-Geräten kompatibel?||Das FN-TRAN-SFP+BD27 ist eine Fortinet-Optik-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-TRAN-SFP+BD33,FAQ,"Welche Datenrate und Bauform hat das FN-TRAN-SFP+BD33?||Das FN-TRAN-SFP+BD33 ist ein SFP+-Modul mit 10 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das FN-TRAN-SFP+BD33?||Das FN-TRAN-SFP+BD33 hat den Formfaktor SFP+ mit Single LC-Schnittstelle.##Welche Reichweite erreicht das FN-TRAN-SFP+BD33?||Laut Spezifikation erreicht das FN-TRAN-SFP+BD33 bis zu 30 km (Wellenlänge TX 1331 nm / RX 1271 nm).##Welcher Fasertyp ist erforderlich?||Das FN-TRAN-SFP+BD33 ist für Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das FN-TRAN-SFP+BD33 DOM/DDM?||Ja, das FN-TRAN-SFP+BD33 unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das FN-TRAN-SFP+BD33?||Das FN-TRAN-SFP+BD33 ist für den Betrieb von -5 bis 85 °C spezifiziert.##Wofür wird das FN-TRAN-SFP+BD33 typischerweise eingesetzt?||Typischer Einsatz: Metro-/Weitverkehrsnetz.##Ist das FN-TRAN-SFP+BD33 mit Fortinet-Geräten kompatibel?||Das FN-TRAN-SFP+BD33 ist eine Fortinet-Optik-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-TRAN-SFP+ER,FAQ,"Welche Datenrate und Bauform hat das FN-TRAN-SFP+ER?||Das FN-TRAN-SFP+ER ist ein SFP+-Modul mit 10 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das FN-TRAN-SFP+ER?||Das FN-TRAN-SFP+ER hat den Formfaktor SFP+ mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das FN-TRAN-SFP+ER?||Laut Spezifikation erreicht das FN-TRAN-SFP+ER bis zu 40 km (Wellenlänge 1550 nm).##Welcher Fasertyp ist erforderlich?||Das FN-TRAN-SFP+ER ist für Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das FN-TRAN-SFP+ER DOM/DDM?||Ja, das FN-TRAN-SFP+ER unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das FN-TRAN-SFP+ER?||Das FN-TRAN-SFP+ER ist für den Betrieb von -5 bis 70 °C spezifiziert.##Wofür wird das FN-TRAN-SFP+ER typischerweise eingesetzt?||Typischer Einsatz: Metro-/Weitverkehrsnetz.##Ist das FN-TRAN-SFP+ER mit Fortinet-Geräten kompatibel?||Das FN-TRAN-SFP+ER ist eine Fortinet-Optik-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-TRAN-SFP+ERI,FAQ,"Welche Datenrate und Bauform hat das FN-TRAN-SFP+ERI?||Das FN-TRAN-SFP+ERI ist ein SFP+-Modul mit 10 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das FN-TRAN-SFP+ERI?||Das FN-TRAN-SFP+ERI hat den Formfaktor SFP+ mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das FN-TRAN-SFP+ERI?||Laut Spezifikation erreicht das FN-TRAN-SFP+ERI bis zu 40 km (Wellenlänge 1550 nm).##Welcher Fasertyp ist erforderlich?||Das FN-TRAN-SFP+ERI ist für Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das FN-TRAN-SFP+ERI DOM/DDM?||Ja, das FN-TRAN-SFP+ERI unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das FN-TRAN-SFP+ERI?||Das FN-TRAN-SFP+ERI ist für den Betrieb von -40 bis 85 °C spezifiziert.##Wofür wird das FN-TRAN-SFP+ERI typischerweise eingesetzt?||Typischer Einsatz: Metro-/Weitverkehrsnetz.##Ist das FN-TRAN-SFP+ERI mit Fortinet-Geräten kompatibel?||Das FN-TRAN-SFP+ERI ist eine Fortinet-Optik-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-TRAN-SFP+ZR,FAQ,"Welche Datenrate und Bauform hat das FN-TRAN-SFP+ZR?||Das FN-TRAN-SFP+ZR ist ein SFP+-Modul mit 10 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das FN-TRAN-SFP+ZR?||Das FN-TRAN-SFP+ZR hat den Formfaktor SFP+ mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das FN-TRAN-SFP+ZR?||Laut Spezifikation erreicht das FN-TRAN-SFP+ZR bis zu 80 km (Wellenlänge 1550 nm).##Welcher Fasertyp ist erforderlich?||Das FN-TRAN-SFP+ZR ist für Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das FN-TRAN-SFP+ZR DOM/DDM?||Ja, das FN-TRAN-SFP+ZR unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das FN-TRAN-SFP+ZR?||Das FN-TRAN-SFP+ZR ist für den Betrieb von -5 bis 70 °C spezifiziert.##Wofür wird das FN-TRAN-SFP+ZR typischerweise eingesetzt?||Typischer Einsatz: Weitverkehrsnetz (Langstrecke).##Ist das FN-TRAN-SFP+ZR mit Fortinet-Geräten kompatibel?||Das FN-TRAN-SFP+ZR ist eine Fortinet-Optik-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-TRAN-SFP+GC,FAQ,"Welche Datenrate und Bauform hat das FN-TRAN-SFP+GC?||Das FN-TRAN-SFP+GC ist ein SFP+-Modul mit 10 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das FN-TRAN-SFP+GC?||Das FN-TRAN-SFP+GC hat den Formfaktor SFP+ mit RJ-45-Schnittstelle.##Welche Reichweite erreicht das FN-TRAN-SFP+GC?||Laut Spezifikation erreicht das FN-TRAN-SFP+GC bis zu 30 m.##Welcher Fasertyp ist erforderlich?||Das FN-TRAN-SFP+GC ist für Kupfer (Twisted-Pair) ausgelegt.##Unterstützt das FN-TRAN-SFP+GC DOM/DDM?||Nein, das FN-TRAN-SFP+GC unterstützt kein DOM/DDM.##In welchem Temperaturbereich arbeitet das FN-TRAN-SFP+GC?||Das FN-TRAN-SFP+GC ist für den Betrieb von -5 bis 85 °C spezifiziert.##Wofür wird das FN-TRAN-SFP+GC typischerweise eingesetzt?||Typischer Einsatz: Zugriffs-/Verteilnetz (Kupfer).##Ist das FN-TRAN-SFP+GC mit Fortinet-Geräten kompatibel?||Das FN-TRAN-SFP+GC ist eine Fortinet-Optik-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-TRAN-SFP+GC-T80,FAQ,"Welche Datenrate und Bauform hat das FN-TRAN-SFP+GC-T80?||Das FN-TRAN-SFP+GC-T80 ist ein SFP+-Modul mit 10 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das FN-TRAN-SFP+GC-T80?||Das FN-TRAN-SFP+GC-T80 hat den Formfaktor SFP+ mit RJ-45-Schnittstelle.##Welche Reichweite erreicht das FN-TRAN-SFP+GC-T80?||Laut Spezifikation erreicht das FN-TRAN-SFP+GC-T80 bis zu 80 m.##Welcher Fasertyp ist erforderlich?||Das FN-TRAN-SFP+GC-T80 ist für Kupfer (Twisted-Pair) ausgelegt.##Unterstützt das FN-TRAN-SFP+GC-T80 DOM/DDM?||Nein, das FN-TRAN-SFP+GC-T80 unterstützt kein DOM/DDM.##In welchem Temperaturbereich arbeitet das FN-TRAN-SFP+GC-T80?||Das FN-TRAN-SFP+GC-T80 ist für den Betrieb von -5 bis 85 °C spezifiziert.##Wofür wird das FN-TRAN-SFP+GC-T80 typischerweise eingesetzt?||Typischer Einsatz: Zugriffs-/Verteilnetz (Kupfer).##Ist das FN-TRAN-SFP+GC-T80 mit Fortinet-Geräten kompatibel?||Das FN-TRAN-SFP+GC-T80 ist eine Fortinet-Optik-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-TRAN-SFP28-LR,FAQ,"Welche Datenrate und Bauform hat das FN-TRAN-SFP28-LR?||Das FN-TRAN-SFP28-LR ist ein SFP28-Modul mit 25 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das FN-TRAN-SFP28-LR?||Das FN-TRAN-SFP28-LR hat den Formfaktor SFP28 mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das FN-TRAN-SFP28-LR?||Laut Spezifikation erreicht das FN-TRAN-SFP28-LR bis zu 10 km (Wellenlänge 1310 nm).##Welcher Fasertyp ist erforderlich?||Das FN-TRAN-SFP28-LR ist für Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das FN-TRAN-SFP28-LR DOM/DDM?||Ja, das FN-TRAN-SFP28-LR unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das FN-TRAN-SFP28-LR?||Das FN-TRAN-SFP28-LR ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das FN-TRAN-SFP28-LR typischerweise eingesetzt?||Typischer Einsatz: Campus-/Metro-Netz (Langstrecke).##Ist das FN-TRAN-SFP28-LR mit Fortinet-Geräten kompatibel?||Das FN-TRAN-SFP28-LR ist eine Fortinet-Optik-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-TRAN-SFP28-SR,FAQ,"Welche Datenrate und Bauform hat das FN-TRAN-SFP28-SR?||Das FN-TRAN-SFP28-SR ist ein SFP28-Modul mit 25 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das FN-TRAN-SFP28-SR?||Das FN-TRAN-SFP28-SR hat den Formfaktor SFP28 mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das FN-TRAN-SFP28-SR?||Laut Spezifikation erreicht das FN-TRAN-SFP28-SR bis zu 100 m (Wellenlänge 850 nm).##Welcher Fasertyp ist erforderlich?||Das FN-TRAN-SFP28-SR ist für Multimode-Glasfaser (MMF) ausgelegt.##Unterstützt das FN-TRAN-SFP28-SR DOM/DDM?||Ja, das FN-TRAN-SFP28-SR unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das FN-TRAN-SFP28-SR?||Das FN-TRAN-SFP28-SR ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das FN-TRAN-SFP28-SR typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das FN-TRAN-SFP28-SR mit Fortinet-Geräten kompatibel?||Das FN-TRAN-SFP28-SR ist eine Fortinet-Optik-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-TRAN-QSFP+SR,FAQ,"Welche Datenrate und Bauform hat das FN-TRAN-QSFP+SR?||Das FN-TRAN-QSFP+SR ist ein QSFP+-Modul mit 40 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das FN-TRAN-QSFP+SR?||Das FN-TRAN-QSFP+SR hat den Formfaktor QSFP+ mit MPO-12-Schnittstelle.##Welche Reichweite erreicht das FN-TRAN-QSFP+SR?||Laut Spezifikation erreicht das FN-TRAN-QSFP+SR bis zu 150 m (Wellenlänge 850 nm).##Welcher Fasertyp ist erforderlich?||Das FN-TRAN-QSFP+SR ist für Multimode-Glasfaser (MMF) ausgelegt.##Unterstützt das FN-TRAN-QSFP+SR DOM/DDM?||Ja, das FN-TRAN-QSFP+SR unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das FN-TRAN-QSFP+SR?||Das FN-TRAN-QSFP+SR ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das FN-TRAN-QSFP+SR typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das FN-TRAN-QSFP+SR mit Fortinet-Geräten kompatibel?||Das FN-TRAN-QSFP+SR ist eine Fortinet-Optik-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
FN-TRAN-QSFP+ER,FAQ,"Welche Datenrate und Bauform hat das FN-TRAN-QSFP+ER?||Das FN-TRAN-QSFP+ER ist ein QSFP+-Modul mit 40 Gbit/s nach 40GBase-ER4.##Welchen Stecker und welche Schnittstelle nutzt das FN-TRAN-QSFP+ER?||Das FN-TRAN-QSFP+ER hat den Formfaktor QSFP+ mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das FN-TRAN-QSFP+ER?||Laut Spezifikation erreicht das FN-TRAN-QSFP+ER bis zu 40 km (Wellenlänge 1271–1331 nm (CWDM, 4 Wellenlängen)).##Welcher Fasertyp ist erforderlich?||Das FN-TRAN-QSFP+ER ist für Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das FN-TRAN-QSFP+ER DOM/DDM?||Ja, das FN-TRAN-QSFP+ER unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das FN-TRAN-QSFP+ER?||Das FN-TRAN-QSFP+ER ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das FN-TRAN-QSFP+ER typischerweise eingesetzt?||Typischer Einsatz: Metro-/Weitverkehrsnetz.##Ist das FN-TRAN-QSFP+ER mit Fortinet-Geräten kompatibel?||Das FN-TRAN-QSFP+ER ist eine Fortinet-Optik-Komponente und für den Betrieb in Fortinet-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
