Artikelnummer,FAQ
JH361A,"Wofür wird der JH361A verwendet?||Der HPE FlexFabric 12916E 21.6Tbps Type H Fabric Module ist das Switch-Fabric-Modul für die modularen HPE-FlexFabric-12900E-Chassis und übernimmt die verteilte Weiterleitung zwischen den Linecards.##In welche Chassis passt der JH361A?||Der JH361A ist mit der Serie HPE FlexFabric 12900E, Type H (12916E) kompatibel und wird in einem passenden Steckplatz betrieben.##Ist der JH361A ein eigenständiger Switch?||Nein. Der JH361A ist ein Fabric-Modul und benötigt ein kompatibles Chassis."
JH435A,"Wofür wird der JH435A verwendet?||Der HPE FlexFabric 12916E 43.2Tbps Type H Fabric Module ist das Switch-Fabric-Modul für die modularen HPE-FlexFabric-12900E-Chassis und übernimmt die verteilte Weiterleitung zwischen den Linecards.##In welche Chassis passt der JH435A?||Der JH435A ist mit der Serie HPE FlexFabric 12900E, Type H (12916E) kompatibel und wird in einem passenden Steckplatz betrieben.##Ist der JH435A ein eigenständiger Switch?||Nein. Der JH435A ist ein Fabric-Modul und benötigt ein kompatibles Chassis."
JG622A,"Wofür wird der JG622A verwendet?||Der HPE FlexFabric 12910 1.92Tbps Type A Fabric Module ist das Switch-Fabric-Modul für die modularen HPE-FlexFabric-12900E-Chassis und übernimmt die verteilte Weiterleitung zwischen den Linecards.##In welche Chassis passt der JG622A?||Der JG622A ist mit der Serie HPE FlexFabric 12910, Type A (Legacy, JG619A) kompatibel und wird in einem passenden Steckplatz betrieben.##Ist der JG622A ein eigenständiger Switch?||Nein. Der JG622A ist ein Fabric-Modul und benötigt ein kompatibles Chassis."
JG623A,"Wofür wird der JG623A verwendet?||Der HPE FlexFabric 12910 3.84Tbps Type B Fabric Module ist das Switch-Fabric-Modul für die modularen HPE-FlexFabric-12900E-Chassis und übernimmt die verteilte Weiterleitung zwischen den Linecards.##In welche Chassis passt der JG623A?||Der JG623A ist mit der Serie HPE FlexFabric 12910, Type B (Legacy, JG619A) kompatibel und wird in einem passenden Steckplatz betrieben.##Ist der JG623A ein eigenständiger Switch?||Nein. Der JG623A ist ein Fabric-Modul und benötigt ein kompatibles Chassis."
JH357A,"Wofür wird der JH357A verwendet?||Der HPE FlexFabric 12900E 36-port 100GbE QSFP28 HB Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexFabric-12900E-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JH357A?||Der JH357A ist mit der Serie HPE FlexFabric 12900E, Type HB kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JH357A?||Der JH357A bietet 36× QSFP28 (100GbE) (100 GbE (QSFP28)); eine PoE-Einspeisung ist nicht vorgesehen."
JH359A,"Wofür wird der JH359A verwendet?||Der HPE FlexFabric 12900E 48-port 40GbE QSFP+ HB Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexFabric-12900E-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JH359A?||Der JH359A ist mit der Serie HPE FlexFabric 12900E, Type HB kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JH359A?||Der JH359A bietet 48× QSFP+ (40GbE) (40 GbE (QSFP+)); eine PoE-Einspeisung ist nicht vorgesehen."
JH360A,"Wofür wird der JH360A verwendet?||Der HPE FlexFabric 12900E 48-port 10GbE + 2-port 100GbE HB Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexFabric-12900E-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JH360A?||Der JH360A ist mit der Serie HPE FlexFabric 12900E, Type HB kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JH360A?||Der JH360A bietet 48× SFP+ (10GbE) + 2× QSFP28 (100GbE) (10 GbE (SFP+), 100 GbE (QSFP28)); eine PoE-Einspeisung ist nicht vorgesehen."
JH422A,"Wofür wird der JH422A verwendet?||Der HPE FlexFabric 12900E 18-port 100G QSFP28 / 18-port 40G QSFP+ HB Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexFabric-12900E-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JH422A?||Der JH422A ist mit der Serie HPE FlexFabric 12900E, Type HB kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JH422A?||Der JH422A bietet 18× QSFP28 (100GbE) + 18× QSFP+ (40GbE) (100 GbE (QSFP28), 40 GbE (QSFP+)); eine PoE-Einspeisung ist nicht vorgesehen."
JH425A,"Wofür wird der JH425A verwendet?||Der HPE FlexFabric 12900E 18-port 100G QSFP28 / 18-port 40G QSFP+ HF Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexFabric-12900E-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JH425A?||Der JH425A ist mit der Serie HPE FlexFabric 12900E, Type HF kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JH425A?||Der JH425A bietet 18× QSFP28 (100GbE) + 18× QSFP+ (40GbE) (100 GbE (QSFP28), 40 GbE (QSFP+)); eine PoE-Einspeisung ist nicht vorgesehen."
JH045A,"Wofür wird der JH045A verwendet?||Der HPE FlexFabric 12900 36-port 40GbE QSFP+ FX Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexFabric-12900E-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JH045A?||Der JH045A ist mit der Serie HPE FlexFabric 12900E, Type FX (Legacy; LPU-Adapter JH107A erforderlich) kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JH045A?||Der JH045A bietet 36× QSFP+ (40GbE) (40 GbE (QSFP+)); eine PoE-Einspeisung ist nicht vorgesehen."
JQ061A,"Wofür wird der JQ061A verwendet?||Der HPE FlexFabric 12900E 48-port 10GbE SFP+ HF Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexFabric-12900E-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JQ061A?||Der JQ061A ist mit der Serie HPE FlexFabric 12900E, Type HF kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JQ061A?||Der JQ061A bietet 48× SFP+ (10GbE) (10 GbE (SFP+)); eine PoE-Einspeisung ist nicht vorgesehen."
JL846A,"Wofür wird der JL846A verwendet?||Der HPE Networking Comware Module 48-Port 10GbE SFP+ Type X 12900E ist eine Linecard (I/O-Modul) für die modularen HPE-FlexFabric-12900E-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JL846A?||Der JL846A ist mit der Serie HPE FlexFabric 12900E, Type X kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JL846A?||Der JL846A bietet 48× SFP+ (1/10GbE) (1/10 GbE (SFP+)); eine PoE-Einspeisung ist nicht vorgesehen."
JL847A,"Wofür wird der JL847A verwendet?||Der HPE Networking Comware Module 36-Port 40GbE QSFP+ Type X 12900E ist eine Linecard (I/O-Modul) für die modularen HPE-FlexFabric-12900E-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JL847A?||Der JL847A ist mit der Serie HPE FlexFabric 12900E, Type X kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JL847A?||Der JL847A bietet 36× QSFP+ (40GbE) (40 GbE (QSFP+)); eine PoE-Einspeisung ist nicht vorgesehen."
JL848A,"Wofür wird der JL848A verwendet?||Der HPE Networking Comware Module 36-Port 100GbE QSFP28 Type X 12900E ist eine Linecard (I/O-Modul) für die modularen HPE-FlexFabric-12900E-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JL848A?||Der JL848A ist mit der Serie HPE FlexFabric 12900E, Type X kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JL848A?||Der JL848A bietet 36× QSFP28 (100GbE) (100 GbE (QSFP28)); eine PoE-Einspeisung ist nicht vorgesehen."
R9F19A,"Wofür wird der R9F19A verwendet?||Der HPE Networking Comware Module 24-Port 400GbE QSFP-DD Type H2 12900E ist eine Linecard (I/O-Modul) für die modularen HPE-FlexFabric-12900E-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der R9F19A?||Der R9F19A ist mit der Serie HPE FlexFabric 12900E, Type H2 kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der R9F19A?||Der R9F19A bietet 24× QSFP-DD (400GbE) (400 GbE (QSFP-DD)); eine PoE-Einspeisung ist nicht vorgesehen."
R9F20A,"Wofür wird der R9F20A verwendet?||Der HPE Networking Comware Module 48-Port 100GbE QSFP28 Type H2 12900E ist eine Linecard (I/O-Modul) für die modularen HPE-FlexFabric-12900E-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der R9F20A?||Der R9F20A ist mit der Serie HPE FlexFabric 12900E, Type H2 kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der R9F20A?||Der R9F20A bietet 48× QSFP28 (100GbE) (100 GbE (QSFP28)); eine PoE-Einspeisung ist nicht vorgesehen."
JH953A,"Wofür wird der JH953A verwendet?||Der HPE FlexFabric 12900E 24-port 10G / 2-port 40G HB 59xx Slot Module ist ein Trägermodul (Sub-Slot-Adapter) für die modularen HPE-FlexFabric-12900E-Chassis und übernimmt die Aufnahme eines Sub-Slot-Moduls und die Port-Anbindung.##In welche Chassis passt der JH953A?||Der JH953A ist mit der Serie HPE FlexFabric 12900E, Type HB (mit 5900-Sub-Slot) kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JH953A?||Der JH953A bietet 24× SFP+ (10GbE) + 2× QSFP+ (40GbE) + ein Sub-Slot für ein 5900-Submodul (10 GbE (SFP+), 40 GbE (QSFP+)); eine PoE-Einspeisung ist nicht vorgesehen."
JH954A,"Wofür wird der JH954A verwendet?||Der HPE FlexFabric 12900E 24-port 10GbE / 4-port 100GbE HD 59xx Slot Module ist ein Trägermodul (Sub-Slot-Adapter) für die modularen HPE-FlexFabric-12900E-Chassis und übernimmt die Aufnahme eines Sub-Slot-Moduls und die Port-Anbindung.##In welche Chassis passt der JH954A?||Der JH954A ist mit der Serie HPE FlexFabric 12900E, Type HD (mit 5900-Sub-Slot) kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JH954A?||Der JH954A bietet 24× SFP+ (1/10GbE) + 4× QSFP28 (100GbE) + ein Sub-Slot für ein 5900-Submodul (1/10 GbE (SFP+), 100 GbE (QSFP28)); eine PoE-Einspeisung ist nicht vorgesehen."
JH107A,"Wofür wird der JH107A verwendet?||Der HPE FlexFabric 12900E LPU Adapter ist ein Trägermodul (Sub-Slot-Adapter) für die modularen HPE-FlexFabric-12900E-Chassis und übernimmt die Aufnahme eines Sub-Slot-Moduls und die Port-Anbindung.##In welche Chassis passt der JH107A?||Der JH107A ist mit der Serie HPE FlexFabric 12900E (12904E/12908E/12916E; für FX/FE-Module) kompatibel und wird in einem passenden Steckplatz betrieben.##Ist der JH107A ein eigenständiger Switch?||Nein. Der JH107A ist ein Trägermodul und benötigt ein kompatibles Chassis."
JG855A,"Wofür wird der JG855A verwendet?||Der HPE FlexFabric 12900 48-port GbE SFP EB Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexFabric-12900E-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JG855A?||Der JG855A ist mit der Serie HPE FlexFabric 12900E, EB (Legacy 12900) kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JG855A?||Der JG855A bietet 48× SFP (1GbE) (1 GbE (SFP)); eine PoE-Einspeisung ist nicht vorgesehen."
JG856A,"Wofür wird der JG856A verwendet?||Der HPE FlexFabric 12900 48-port 10/100/1000BASE-T EB Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexFabric-12900E-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JG856A?||Der JG856A ist mit der Serie HPE FlexFabric 12900E, EB (Legacy 12900) kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JG856A?||Der JG856A bietet 48× 10/100/1000BASE-T (RJ45) (10/100/1000 Mbit/s (RJ45)); eine PoE-Einspeisung ist nicht vorgesehen."
JG624A,"Wofür wird der JG624A verwendet?||Der HPE FlexFabric 12900 48-port 10GbE SFP+ EA Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexFabric-12900E-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JG624A?||Der JG624A ist mit der Serie HPE FlexFabric 12900E, EA (Legacy 12900) kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JG624A?||Der JG624A bietet 48× SFP+ (10GbE) (10 GbE (SFP+)); eine PoE-Einspeisung ist nicht vorgesehen."
JG625A,"Wofür wird der JG625A verwendet?||Der HPE FlexFabric 12900 16-port 40GbE QSFP+ EA Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexFabric-12900E-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JG625A?||Der JG625A ist mit der Serie HPE FlexFabric 12900E, EA (Legacy 12900) kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JG625A?||Der JG625A bietet 16× QSFP+ (40GbE) (40 GbE (QSFP+)); eine PoE-Einspeisung ist nicht vorgesehen."
JG626A,"Wofür wird der JG626A verwendet?||Der HPE FlexFabric 12900 48-port 1/10GbE SFP+ EC Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexFabric-12900E-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JG626A?||Der JG626A ist mit der Serie HPE FlexFabric 12900E, EC (Legacy 12900) kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JG626A?||Der JG626A bietet 48× SFP+ (1/10GbE) (1/10 GbE (SFP+)); eine PoE-Einspeisung ist nicht vorgesehen."
JG857A,"Wofür wird der JG857A verwendet?||Der HPE FlexFabric 12900 12-port 40GbE QSFP+ EC Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexFabric-12900E-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JG857A?||Der JG857A ist mit der Serie HPE FlexFabric 12900E, EC (Legacy 12900) kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JG857A?||Der JG857A bietet 12× QSFP+ (40GbE) (40 GbE (QSFP+)); eine PoE-Einspeisung ist nicht vorgesehen."
JG858A,"Wofür wird der JG858A verwendet?||Der HPE FlexFabric 12900 4-port 100GbE CFP EC Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexFabric-12900E-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JG858A?||Der JG858A ist mit der Serie HPE FlexFabric 12900E, EC (Legacy 12900) kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JG858A?||Der JG858A bietet 4× CFP (100GbE) (100 GbE (CFP)); eine PoE-Einspeisung ist nicht vorgesehen."
JH241A,"Wofür wird der JH241A verwendet?||Der HPE FlexFabric 12900 48-port GbE SFP FX Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexFabric-12900E-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JH241A?||Der JH241A ist mit der Serie HPE FlexFabric 12900E, FX (Legacy; LPU-Adapter JH107A erforderlich) kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JH241A?||Der JH241A bietet 48× SFP (1GbE) (1 GbE (SFP)); eine PoE-Einspeisung ist nicht vorgesehen."
JH242A,"Wofür wird der JH242A verwendet?||Der HPE FlexFabric 12900 48-port 10/100/1000BASE-T FX Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexFabric-12900E-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JH242A?||Der JH242A ist mit der Serie HPE FlexFabric 12900E, FX (Legacy; LPU-Adapter JH107A erforderlich) kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JH242A?||Der JH242A bietet 48× 10/100/1000BASE-T (RJ45) (10/100/1000 Mbit/s (RJ45)); eine PoE-Einspeisung ist nicht vorgesehen."
JH007A,"Wofür wird der JH007A verwendet?||Der HPE FlexFabric 12900 48-port 1/10GBASE-T FX Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexFabric-12900E-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JH007A?||Der JH007A ist mit der Serie HPE FlexFabric 12900E, FX (Legacy; LPU-Adapter JH107A erforderlich) kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JH007A?||Der JH007A bietet 48× 1/10GBASE-T (RJ45) (1/10 GbE (10GBASE-T, RJ45)); eine PoE-Einspeisung ist nicht vorgesehen."
JH005A,"Wofür wird der JH005A verwendet?||Der HPE FlexFabric 12900 12-port 40GbE QSFP+ FX Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexFabric-12900E-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JH005A?||Der JH005A ist mit der Serie HPE FlexFabric 12900E, FX (Legacy; LPU-Adapter JH107A erforderlich) kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JH005A?||Der JH005A bietet 12× QSFP+ (40GbE) (40 GbE (QSFP+)); eine PoE-Einspeisung ist nicht vorgesehen."
JH006A,"Wofür wird der JH006A verwendet?||Der HPE FlexFabric 12900 8-port 100GbE CXP FX Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexFabric-12900E-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JH006A?||Der JH006A ist mit der Serie HPE FlexFabric 12900E, FX (Legacy; LPU-Adapter JH107A erforderlich) kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JH006A?||Der JH006A bietet 8× CXP (100GbE) (100 GbE (CXP)); eine PoE-Einspeisung ist nicht vorgesehen."
JH249A,"Wofür wird der JH249A verwendet?||Der HPE FlexFabric 12900 48-port 1/10GbE SFP+ FE Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexFabric-12900E-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JH249A?||Der JH249A ist mit der Serie HPE FlexFabric 12900E, FE (Legacy; LPU-Adapter JH107A erforderlich) kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JH249A?||Der JH249A bietet 48× SFP+ (1/10GbE) (1/10 GbE (SFP+)); eine PoE-Einspeisung ist nicht vorgesehen."
