Artikelnummer,FAQ
FN-TRAN-SFP+LR,"Welche Reichweite erreicht das FN-TRAN-SFP+LR?||Über Singlemode-Glasfaser überbrückt es Strecken von bis zu 10 km.##In welchen Systemen lässt sich das Modul einsetzen?||Es ist für Fortinet-Systeme mit SFP+-Steckplätzen vorgesehen und auf Fortinet-Appliances getestet.##Welche Datenrate und Bauform hat das FN-TRAN-SFP+LR?||Das FN-TRAN-SFP+LR hat den Formfaktor SFP+ mit 10 Gbit/s."
FN-TRAN-SFP+LRI,"Welche Reichweite erreicht das FN-TRAN-SFP+LRI?||Über Singlemode-Glasfaser überbrückt es Strecken von bis zu 10 km.##In welchen Systemen lässt sich das Modul einsetzen?||Es ist für Fortinet-Systeme mit SFP+-Steckplätzen vorgesehen und auf Fortinet-Appliances getestet.##Welche Datenrate und Bauform hat das FN-TRAN-SFP+LRI?||Das FN-TRAN-SFP+LRI hat den Formfaktor SFP+ mit 10 Gbit/s."
FN-TRAN-SFP+LRM,"Welche Reichweite erreicht das FN-TRAN-SFP+LRM?||Über Multimode-Glasfaser überbrückt es Strecken von bis zu 220 m.##In welchen Systemen lässt sich das Modul einsetzen?||Es ist für Fortinet-Systeme mit SFP+-Steckplätzen vorgesehen und auf Fortinet-Appliances getestet.##Welche Faser und Reichweite unterstützt das LRM-Modul?||Als 10GBASE-LRM überbrückt es bis zu 220 m über OM1-Multimode-Glasfaser und bis zu 300 m über Singlemode-Glasfaser (jeweils 1310 nm)."
FN-TRAN-SFP+BD27,"Welche Reichweite erreicht das FN-TRAN-SFP+BD27?||Über Singlemode-Glasfaser überbrückt es Strecken von bis zu 30 km.##In welchen Systemen lässt sich das Modul einsetzen?||Es ist für Fortinet-Systeme mit SFP+-Steckplätzen vorgesehen und auf Fortinet-Appliances getestet.##Was bedeutet BiDi?||Senden und Empfangen laufen über eine einzige Faser auf getrennten Wellenlängen (TX 1271 nm / RX 1331 nm); BiDi-Module werden paarweise betrieben."
FN-TRAN-SFP+BD33,"Welche Reichweite erreicht das FN-TRAN-SFP+BD33?||Über Singlemode-Glasfaser überbrückt es Strecken von bis zu 30 km.##In welchen Systemen lässt sich das Modul einsetzen?||Es ist für Fortinet-Systeme mit SFP+-Steckplätzen vorgesehen und auf Fortinet-Appliances getestet.##Was bedeutet BiDi?||Senden und Empfangen laufen über eine einzige Faser auf getrennten Wellenlängen (TX 1331 nm / RX 1271 nm); BiDi-Module werden paarweise betrieben."
FN-TRAN-SFP+ER,"Welche Reichweite erreicht das FN-TRAN-SFP+ER?||Über Singlemode-Glasfaser überbrückt es Strecken von bis zu 40 km.##In welchen Systemen lässt sich das Modul einsetzen?||Es ist für Fortinet-Systeme mit SFP+-Steckplätzen vorgesehen und auf Fortinet-Appliances getestet.##Welche Datenrate und Bauform hat das FN-TRAN-SFP+ER?||Das FN-TRAN-SFP+ER hat den Formfaktor SFP+ mit 10 Gbit/s."
FN-TRAN-SFP+ERI,"Welche Reichweite erreicht das FN-TRAN-SFP+ERI?||Über Singlemode-Glasfaser überbrückt es Strecken von bis zu 40 km.##In welchen Systemen lässt sich das Modul einsetzen?||Es ist für Fortinet-Systeme mit SFP+-Steckplätzen vorgesehen und auf Fortinet-Appliances getestet.##Welche Datenrate und Bauform hat das FN-TRAN-SFP+ERI?||Das FN-TRAN-SFP+ERI hat den Formfaktor SFP+ mit 10 Gbit/s."
FN-TRAN-SFP+ZR,"Welche Reichweite erreicht das FN-TRAN-SFP+ZR?||Über Singlemode-Glasfaser überbrückt es Strecken von bis zu 80 km.##In welchen Systemen lässt sich das Modul einsetzen?||Es ist für Fortinet-Systeme mit SFP+-Steckplätzen vorgesehen und auf Fortinet-Appliances getestet.##Welche Datenrate und Bauform hat das FN-TRAN-SFP+ZR?||Das FN-TRAN-SFP+ZR hat den Formfaktor SFP+ mit 10 Gbit/s."
FN-TRAN-SFP+GC,"Welche Reichweite erreicht das FN-TRAN-SFP+GC?||Über Kupfer (Twisted-Pair) überbrückt es Strecken von bis zu 30 m.##In welchen Systemen lässt sich das Modul einsetzen?||Es ist für Fortinet-Systeme mit SFP+-Steckplätzen vorgesehen und auf Fortinet-Appliances getestet.##Welche Datenrate und Bauform hat das FN-TRAN-SFP+GC?||Das FN-TRAN-SFP+GC hat den Formfaktor SFP+ mit 10 Gbit/s."
FN-TRAN-SFP+GC-T80,"Welche Reichweite erreicht das FN-TRAN-SFP+GC-T80?||Über Kupfer (Twisted-Pair) überbrückt es Strecken von bis zu 80 m.##In welchen Systemen lässt sich das Modul einsetzen?||Es ist für Fortinet-Systeme mit SFP+-Steckplätzen vorgesehen und auf Fortinet-Appliances getestet.##Welche Datenrate und Bauform hat das FN-TRAN-SFP+GC-T80?||Das FN-TRAN-SFP+GC-T80 hat den Formfaktor SFP+ mit 10 Gbit/s."
FN-TRAN-SFP28-LR,"Welche Reichweite erreicht das FN-TRAN-SFP28-LR?||Über Singlemode-Glasfaser überbrückt es Strecken von bis zu 10 km.##In welchen Systemen lässt sich das Modul einsetzen?||Es ist für Fortinet-Systeme mit SFP28-Steckplätzen vorgesehen und auf Fortinet-Appliances getestet.##Welche Datenrate und Bauform hat das FN-TRAN-SFP28-LR?||Das FN-TRAN-SFP28-LR hat den Formfaktor SFP28 mit 25 Gbit/s."
FN-TRAN-SFP28-SR,"Welche Reichweite erreicht das FN-TRAN-SFP28-SR?||Über Multimode-Glasfaser überbrückt es Strecken von bis zu 100 m.##In welchen Systemen lässt sich das Modul einsetzen?||Es ist für Fortinet-Systeme mit SFP28-Steckplätzen vorgesehen und auf Fortinet-Appliances getestet.##Welche Datenrate und Bauform hat das FN-TRAN-SFP28-SR?||Das FN-TRAN-SFP28-SR hat den Formfaktor SFP28 mit 25 Gbit/s."
FN-TRAN-QSFP+SR,"Welche Reichweite erreicht das FN-TRAN-QSFP+SR?||Über Multimode-Glasfaser überbrückt es Strecken von bis zu 150 m.##In welchen Systemen lässt sich das Modul einsetzen?||Es ist für Fortinet-Systeme mit QSFP+/QSFP28-Steckplätzen vorgesehen und auf Fortinet-Appliances getestet.##Welche Datenrate und Bauform hat das FN-TRAN-QSFP+SR?||Das FN-TRAN-QSFP+SR hat den Formfaktor QSFP+ mit 40 Gbit/s."
FN-TRAN-QSFP+ER,"Welche Reichweite erreicht das FN-TRAN-QSFP+ER?||Über Singlemode-Glasfaser überbrückt es Strecken von bis zu 40 km.##In welchen Systemen lässt sich das Modul einsetzen?||Es ist für Fortinet-Systeme mit QSFP+/QSFP28-Steckplätzen vorgesehen und auf Fortinet-Appliances getestet.##Welche Datenrate und Bauform hat das FN-TRAN-QSFP+ER?||Das FN-TRAN-QSFP+ER hat den Formfaktor QSFP+ mit 40 Gbit/s nach 40GBase-ER4."
FG-TRAN-QSFP+SR-BIDI,"Welche Reichweite erreicht das FG-TRAN-QSFP+SR-BIDI?||Über Multimode-Glasfaser überbrückt es Strecken von bis zu 150 m.##In welchen Systemen lässt sich das Modul einsetzen?||Es ist für Fortinet-Systeme mit QSFP28-Steckplätzen vorgesehen und auf Fortinet-Appliances getestet.##Was bedeutet BiDi?||Senden und Empfangen laufen über eine einzige Faser auf getrennten Wellenlängen (850/900 nm); BiDi-Module werden paarweise betrieben."
FN-TRAN-QSFP+BIDI,"Welche Reichweite erreicht das FN-TRAN-QSFP+BIDI?||Über Multimode-Glasfaser überbrückt es Strecken von bis zu 150 m.##In welchen Systemen lässt sich das Modul einsetzen?||Es ist für Fortinet-Systeme mit QSFP+/QSFP28-Steckplätzen vorgesehen und auf Fortinet-Appliances getestet.##Was bedeutet BiDi?||Senden und Empfangen laufen über eine einzige Faser auf getrennten Wellenlängen (850/900 nm); BiDi-Module werden paarweise betrieben."
FN-TRAN-QSFP+LR,"Welche Reichweite erreicht das FN-TRAN-QSFP+LR?||Über Singlemode-Glasfaser überbrückt es Strecken von bis zu 10 km.##In welchen Systemen lässt sich das Modul einsetzen?||Es ist für Fortinet-Systeme mit QSFP+/QSFP28-Steckplätzen vorgesehen und auf Fortinet-Appliances getestet.##Welche Datenrate und Bauform hat das FN-TRAN-QSFP+LR?||Das FN-TRAN-QSFP+LR hat den Formfaktor QSFP+ mit 40 Gbit/s nach 40GBase-LR4."
FN-TRAN-QSFP+LRI,"Welche Reichweite erreicht das FN-TRAN-QSFP+LRI?||Über Singlemode-Glasfaser überbrückt es Strecken von bis zu 10 km.##In welchen Systemen lässt sich das Modul einsetzen?||Es ist für Fortinet-Systeme mit QSFP+/QSFP28-Steckplätzen vorgesehen und auf Fortinet-Appliances getestet.##Welche Datenrate und Bauform hat das FN-TRAN-QSFP+LRI?||Das FN-TRAN-QSFP+LRI hat den Formfaktor QSFP+ mit 40 Gbit/s nach 40GBase-LR4."
FN-TRAN-SFP56-SR,"Welche Reichweite erreicht das FN-TRAN-SFP56-SR?||Über Multimode-Glasfaser überbrückt es Strecken von bis zu 100 m.##In welchen Systemen lässt sich das Modul einsetzen?||Es ist für Fortinet-Systeme mit SFP28-Steckplätzen vorgesehen und auf Fortinet-Appliances getestet.##Welche Datenrate und Bauform hat das FN-TRAN-SFP56-SR?||Das FN-TRAN-SFP56-SR hat den Formfaktor SFP56 mit 50 Gbit/s."
FN-TRAN-FX,"Welche Reichweite erreicht das FN-TRAN-FX?||Über Multimode-Glasfaser überbrückt es Strecken von bis zu 2 km.##In welchen Systemen lässt sich das Modul einsetzen?||Es ist für Fortinet-Systeme mit SFP-Steckplätzen vorgesehen und auf Fortinet-Appliances getestet.##Welche Datenrate und Bauform hat das FN-TRAN-FX?||Das FN-TRAN-FX hat den Formfaktor SFP mit 100 Mbit/s."
FN-TRAN-SFX,"Welche Reichweite erreicht das FN-TRAN-SFX?||Über Multimode-Glasfaser überbrückt es Strecken von bis zu 2 km.##In welchen Systemen lässt sich das Modul einsetzen?||Es ist für Fortinet-Systeme mit SFP-Steckplätzen vorgesehen und auf Fortinet-Appliances getestet.##Welche Datenrate und Bauform hat das FN-TRAN-SFX?||Das FN-TRAN-SFX hat den Formfaktor SFP mit 100 Mbit/s."
FN-TRAN-FE-4PACK,"Welche Reichweite erreicht das FN-TRAN-FE-4PACK?||Über Kupfer (Twisted-Pair) überbrückt es Strecken von bis zu 100 m.##In welchen Systemen lässt sich das Modul einsetzen?||Es ist für Fortinet-Systeme mit SFP-Steckplätzen vorgesehen und auf Fortinet-Appliances getestet.##Welche Datenrate und Bauform hat das FN-TRAN-FE-4PACK?||Das FN-TRAN-FE-4PACK hat den Formfaktor SFP mit 100M."
FG-TRAN-CFP2-LR4,"Welche Reichweite erreicht das FG-TRAN-CFP2-LR4?||Über Singlemode-Glasfaser überbrückt es Strecken von bis zu 10 km.##In welchen Systemen lässt sich das Modul einsetzen?||Es ist für Fortinet-Systeme mit CFP2-Steckplätzen vorgesehen und auf Fortinet-Appliances getestet.##Welche Datenrate und Bauform hat das FG-TRAN-CFP2-LR4?||Das FG-TRAN-CFP2-LR4 hat den Formfaktor CFP2 mit 100 Gbit/s."
FG-TRAN-CFP2-SR10,"Welche Reichweite erreicht das FG-TRAN-CFP2-SR10?||Über Multimode-Glasfaser überbrückt es Strecken von bis zu 100 m.##In welchen Systemen lässt sich das Modul einsetzen?||Es ist für Fortinet-Systeme mit CFP2-Steckplätzen vorgesehen und auf Fortinet-Appliances getestet.##Welche Datenrate und Bauform hat das FG-TRAN-CFP2-SR10?||Das FG-TRAN-CFP2-SR10 hat den Formfaktor CFP2 mit 100 Gbit/s."
FN-TRAN-QSFP28-SR,"Welche Reichweite erreicht das FN-TRAN-QSFP28-SR?||Über Multimode-Glasfaser überbrückt es Strecken von bis zu 100 m.##In welchen Systemen lässt sich das Modul einsetzen?||Es ist für Fortinet-Systeme mit QSFP28-Steckplätzen vorgesehen und auf Fortinet-Appliances getestet.##Welche Datenrate und Bauform hat das FN-TRAN-QSFP28-SR?||Das FN-TRAN-QSFP28-SR hat den Formfaktor QSFP28 mit 100 Gbit/s."
FN-TRAN-QSFP28-LR,"Welche Reichweite erreicht das FN-TRAN-QSFP28-LR?||Über Singlemode-Glasfaser überbrückt es Strecken von bis zu 10 km.##In welchen Systemen lässt sich das Modul einsetzen?||Es ist für Fortinet-Systeme mit QSFP28-Steckplätzen vorgesehen und auf Fortinet-Appliances getestet.##Welche Datenrate und Bauform hat das FN-TRAN-QSFP28-LR?||Das FN-TRAN-QSFP28-LR hat den Formfaktor QSFP28 mit 100 Gbit/s nach 100GBase-LR4."
FN-TRAN-QSFP28-FR,"Welche Reichweite erreicht das FN-TRAN-QSFP28-FR?||Über Singlemode-Glasfaser überbrückt es Strecken von bis zu 2 km.##In welchen Systemen lässt sich das Modul einsetzen?||Es ist für Fortinet-Systeme mit QSFP28-Steckplätzen vorgesehen und auf Fortinet-Appliances getestet.##Welche Datenrate und Bauform hat das FN-TRAN-QSFP28-FR?||Das FN-TRAN-QSFP28-FR hat den Formfaktor QSFP28 mit 100 Gbit/s nach 100GBase-FR."
FN-TRAN-QSFP28-ER,"Welche Reichweite erreicht das FN-TRAN-QSFP28-ER?||Über Singlemode-Glasfaser überbrückt es Strecken von bis zu 20 km.##In welchen Systemen lässt sich das Modul einsetzen?||Es ist für Fortinet-Systeme mit QSFP28-Steckplätzen vorgesehen und auf Fortinet-Appliances getestet.##Welche Datenrate und Bauform hat das FN-TRAN-QSFP28-ER?||Das FN-TRAN-QSFP28-ER hat den Formfaktor QSFP28 mit 100 Gbit/s nach 100GBase-LR4."
FN-TRAN-QSFP28-DR,"Welche Reichweite erreicht das FN-TRAN-QSFP28-DR?||Über Singlemode-Glasfaser überbrückt es Strecken von bis zu 500 m.##In welchen Systemen lässt sich das Modul einsetzen?||Es ist für Fortinet-Systeme mit QSFP28-Steckplätzen vorgesehen und auf Fortinet-Appliances getestet.##Welche Datenrate und Bauform hat das FN-TRAN-QSFP28-DR?||Das FN-TRAN-QSFP28-DR hat den Formfaktor QSFP28 mit 100 Gbit/s."
FN-TRAN-QSFP28-CWDM4,"Welche Reichweite erreicht das FN-TRAN-QSFP28-CWDM4?||Über Singlemode-Glasfaser überbrückt es Strecken von bis zu 2 km.##In welchen Systemen lässt sich das Modul einsetzen?||Es ist für Fortinet-Systeme mit QSFP28-Steckplätzen vorgesehen und auf Fortinet-Appliances getestet.##Welche Datenrate und Bauform hat das FN-TRAN-QSFP28-CWDM4?||Das FN-TRAN-QSFP28-CWDM4 hat den Formfaktor QSFP28 mit 100 Gbit/s nach 100GBase-CWDM4."
FN-TRAN-QSFP28-BIDI,"Welche Reichweite erreicht das FN-TRAN-QSFP28-BIDI?||Über Multimode-Glasfaser überbrückt es Strecken von bis zu 100 m.##In welchen Systemen lässt sich das Modul einsetzen?||Es ist für Fortinet-Systeme mit QSFP28-Steckplätzen vorgesehen und auf Fortinet-Appliances getestet.##Was bedeutet BiDi?||Senden und Empfangen laufen über eine einzige Faser auf getrennten Wellenlängen (850/900 nm); BiDi-Module werden paarweise betrieben."
FN-TRAN-QSFP28-BIDI-I,"Welche Reichweite erreicht das FN-TRAN-QSFP28-BIDI-I?||Über Multimode-Glasfaser überbrückt es Strecken von bis zu 100 m.##In welchen Systemen lässt sich das Modul einsetzen?||Es ist für Fortinet-Systeme mit QSFP28-Steckplätzen vorgesehen und auf Fortinet-Appliances getestet.##Was bedeutet BiDi?||Senden und Empfangen laufen über eine einzige Faser auf getrennten Wellenlängen (850/900 nm); BiDi-Module werden paarweise betrieben."
FN-TRAN-QSFP56-SR4,"Welche Reichweite erreicht das FN-TRAN-QSFP56-SR4?||Über Multimode-Glasfaser überbrückt es Strecken von bis zu 100 m.##In welchen Systemen lässt sich das Modul einsetzen?||Es ist für Fortinet-Systeme mit QSFP56-Steckplätzen vorgesehen und auf Fortinet-Appliances getestet.##Welche Datenrate und Bauform hat das FN-TRAN-QSFP56-SR4?||Das FN-TRAN-QSFP56-SR4 hat den Formfaktor QSFP56 mit 200 Gbit/s."
FN-TRAN-QSFP56-FR4,"Welche Reichweite erreicht das FN-TRAN-QSFP56-FR4?||Über Singlemode-Glasfaser überbrückt es Strecken von bis zu 2 km.##In welchen Systemen lässt sich das Modul einsetzen?||Es ist für Fortinet-Systeme mit QSFP56-Steckplätzen vorgesehen und auf Fortinet-Appliances getestet.##Welche Datenrate und Bauform hat das FN-TRAN-QSFP56-FR4?||Das FN-TRAN-QSFP56-FR4 hat den Formfaktor QSFP56 mit 200 Gbit/s nach 200G-Base-FR4."
FN-TRAN-QSFPDD-SR8,"Welche Reichweite erreicht das FN-TRAN-QSFPDD-SR8?||Über Multimode-Glasfaser überbrückt es Strecken von bis zu 100 m.##In welchen Systemen lässt sich das Modul einsetzen?||Es ist für Fortinet-Systeme mit QSFP-DD-Steckplätzen vorgesehen und auf Fortinet-Appliances getestet.##Welche Datenrate und Bauform hat das FN-TRAN-QSFPDD-SR8?||Das FN-TRAN-QSFPDD-SR8 hat den Formfaktor QSFP-DD mit 400 Gbit/s."
FN-TRAN-QSFPDD-DR4,"Welche Reichweite erreicht das FN-TRAN-QSFPDD-DR4?||Über Singlemode-Glasfaser überbrückt es Strecken von bis zu 500 m.##In welchen Systemen lässt sich das Modul einsetzen?||Es ist für Fortinet-Systeme mit QSFP-DD-Steckplätzen vorgesehen und auf Fortinet-Appliances getestet.##Welche Datenrate und Bauform hat das FN-TRAN-QSFPDD-DR4?||Das FN-TRAN-QSFPDD-DR4 hat den Formfaktor QSFP-DD mit 400 Gbit/s."
FN-TRAN-QSFPDD-LR4,"Welche Reichweite erreicht das FN-TRAN-QSFPDD-LR4?||Über Singlemode-Glasfaser überbrückt es Strecken von bis zu 10 km.##In welchen Systemen lässt sich das Modul einsetzen?||Es ist für Fortinet-Systeme mit QSFP-DD-Steckplätzen vorgesehen und auf Fortinet-Appliances getestet.##Welche Datenrate und Bauform hat das FN-TRAN-QSFPDD-LR4?||Das FN-TRAN-QSFPDD-LR4 hat den Formfaktor QSFP-DD mit 400 Gbit/s nach 400G-Base-LR4."
FN-TRAN-QSFPDD-FR4,"Welche Reichweite erreicht das FN-TRAN-QSFPDD-FR4?||Über Singlemode-Glasfaser überbrückt es Strecken von bis zu 2 km.##In welchen Systemen lässt sich das Modul einsetzen?||Es ist für Fortinet-Systeme mit QSFP-DD-Steckplätzen vorgesehen und auf Fortinet-Appliances getestet.##Welche Datenrate und Bauform hat das FN-TRAN-QSFPDD-FR4?||Das FN-TRAN-QSFPDD-FR4 hat den Formfaktor QSFP-DD mit 400 Gbit/s nach 400G-Base-FR4."
FN-TRAN-QSFPDD-DR4+,"Welche Reichweite erreicht das FN-TRAN-QSFPDD-DR4+?||Über Singlemode-Glasfaser überbrückt es Strecken von bis zu 2 km.##In welchen Systemen lässt sich das Modul einsetzen?||Es ist für Fortinet-Systeme mit QSFP-DD-Steckplätzen vorgesehen und auf Fortinet-Appliances getestet.##Welche Datenrate und Bauform hat das FN-TRAN-QSFPDD-DR4+?||Das FN-TRAN-QSFPDD-DR4+ hat den Formfaktor QSFP-DD mit 400 Gbit/s."
SP-CABLE-ADASFP+,"Wie lang ist das SP-CABLE-ADASFP+?||Das Kabel hat eine feste Länge von 10 m.##Benötigt das Kabel Strom?||Die aktive Elektronik wird über die Ports versorgt; ein externes Netzteil ist nicht nötig.##Welche Datenrate und Bauform hat das SP-CABLE-ADASFP+?||Das SP-CABLE-ADASFP+ hat den Formfaktor SFP+ mit 10 Gbit/s."
FN-CABLE-SFP+1,"Wie lang ist das FN-CABLE-SFP+1?||Das Kabel hat eine feste Länge von 1 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik und ohne externes Netzteil aus.##Welche Datenrate und Bauform hat das FN-CABLE-SFP+1?||Das FN-CABLE-SFP+1 hat den Formfaktor SFP+ mit 10 Gbit/s."
FN-CABLE-SFP+3,"Wie lang ist das FN-CABLE-SFP+3?||Das Kabel hat eine feste Länge von 3 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik und ohne externes Netzteil aus.##Welche Datenrate und Bauform hat das FN-CABLE-SFP+3?||Das FN-CABLE-SFP+3 hat den Formfaktor SFP+ mit 10 Gbit/s."
FN-CABLE-SFP+5,"Wie lang ist das FN-CABLE-SFP+5?||Das Kabel hat eine feste Länge von 5 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik und ohne externes Netzteil aus.##Welche Datenrate und Bauform hat das FN-CABLE-SFP+5?||Das FN-CABLE-SFP+5 hat den Formfaktor SFP+ mit 10 Gbit/s."
