Artikelnummer;Artikelname;Kurzbeschreibung;Beschreibung;URL-Pfad;Artikelgewicht;Versandgewicht;HAN;Hersteller;Versandklasse;Verkaufseinheit;Titel-Tag (SEO);Meta-Description (SEO);Kategorie Ebene 1;Kategorie Ebene 2;Kategorie Ebene 3;Überverkauf Plattform Hexwaren;Bestandsführung aktiv;Überverkäufe möglich
FR-TRAN-ZX;Fortinet FR-TRAN-ZX 1 GE SFP-Transceiver – Singlemode-Glasfaser, Duplex LC, 90 km;<p>Das Fortinet FR-TRAN-ZX ist ein 1-Gigabit-SFP-Transceiver für Singlemode-Glasfaser. Mit Duplex-LC-Anschluss überbrückt es bis zu 90 km und ist auf die Kompatibilität mit Fortinet-Appliances getestet.</p><p>Als Original-Fortinet-Neuware wird das Modul versiegelt geliefert und ist für Systeme mit SFP-Steckplätzen vorgesehen. Die optische Übertragung erfolgt bei 1550 nm.</p>;"<p>Das Fortinet FR-TRAN-ZX ist ein 1-Gigabit-Transceiver im SFP-Formfaktor, der für den Betrieb über Singlemode-Glasfaser ausgelegt und auf die Verwendung in Fortinet-Appliances abgestimmt ist.</p><p>Die Wellenlänge beträgt 1550 nm. Über den Duplex-LC-Anschluss überbrückt das Modul Strecken von bis zu 90 km, der getestete Betriebstemperaturbereich reicht von -40 °C bis 85 °C.</p><p>Als Original-Fortinet-Neuware ist das Modul versiegelt, im laufenden Betrieb tauschbar (Hot-Plug) und für Systeme mit SFP-Steckplätzen vorgesehen. Die Auslieferung des FR-TRAN-ZX erfolgt als versiegelte Neuware für den direkten Produktiv- oder Ersatzeinsatz. Laut Datenblatt die Betriebswellenlänge 1550 nm, die Reichweite 90 km; der Betriebstemperaturbereich liegt bei -40 °C bis 85 °C. Originaler Fortinet-Transceiver für den professionellen Einsatz in Fortinet-Netzwerkumgebungen.</p>";fortinet/fr-tran-zx;0,02;0,15;FR-TRAN-ZX;Fortinet;standard;Stk;Fortinet FR-TRAN-ZX 1G SFP 90 km | Hexwaren;Original Fortinet FR-TRAN-ZX 1-Gigabit-SFP-Transceiver für Singlemode: Duplex LC, 90 km, 1550 nm. Neu, versiegelt, auf Fortinet-Appliances getestet.;Netzwerk & Infrastruktur;Transceivers & SFP Module;SFP;TRUE;Y;Y
FN-TRAN-SFP2-LX;Fortinet FN-TRAN-SFP2-LX 2.5 GE SFP-Transceiver – Singlemode-Glasfaser, Duplex LC, 25 km;<p>Das Fortinet FN-TRAN-SFP2-LX ist ein 2,5-Gigabit-SFP-Transceiver für Singlemode-Glasfaser. Mit Duplex-LC-Anschluss überbrückt es bis zu 25 km und ist auf die Kompatibilität mit Fortinet-Appliances getestet.</p><p>Als Original-Fortinet-Neuware wird das Modul versiegelt geliefert und ist für Systeme mit SFP/SFP+-Steckplätzen vorgesehen. Die optische Übertragung erfolgt bei 1310 nm.</p>;"<p>Das Fortinet FN-TRAN-SFP2-LX ist ein 2,5-Gigabit-Transceiver im SFP-Formfaktor, der für den Betrieb über Singlemode-Glasfaser ausgelegt und auf die Verwendung in Fortinet-Appliances abgestimmt ist.</p><p>Die Wellenlänge beträgt 1310 nm. Über den Duplex-LC-Anschluss überbrückt das Modul Strecken von bis zu 25 km, der getestete Betriebstemperaturbereich reicht von -40 °C bis 85 °C.</p><p>Als Original-Fortinet-Neuware ist das Modul versiegelt, im laufenden Betrieb tauschbar (Hot-Plug) und für Systeme mit SFP/SFP+-Steckplätzen vorgesehen. Die Auslieferung des FN-TRAN-SFP2-LX erfolgt als versiegelte Neuware für den direkten Produktiv- oder Ersatzeinsatz. Laut Datenblatt der Transceiver-Typ LX, die Betriebswellenlänge 1310 nm, die Reichweite 25 km; der Betriebstemperaturbereich liegt bei -40 °C bis 85 °C. Originaler Fortinet-Transceiver für den professionellen Einsatz in Fortinet-Netzwerkumgebungen.</p>";fortinet/fn-tran-sfp2-lx;0,02;0,15;FN-TRAN-SFP2-LX;Fortinet;standard;Stk;Fortinet FN-TRAN-SFP2-LX 2,5G SFP 25 km | Hexwaren;Original Fortinet FN-TRAN-SFP2-LX 2,5-Gigabit-SFP-Transceiver für Singlemode: Duplex LC, 25 km, 1310 nm. Neu, versiegelt, auf Fortinet-Appliances getestet.;Netzwerk & Infrastruktur;Transceivers & SFP Module;SFP;TRUE;Y;Y
FN-TRAN-SFP2-SX;Fortinet FN-TRAN-SFP2-SX 2.5 GE SFP-Transceiver – Multimode-Glasfaser, Duplex LC, 300 m;<p>Das Fortinet FN-TRAN-SFP2-SX ist ein 2,5-Gigabit-SFP-Transceiver für Multimode-Glasfaser. Mit Duplex-LC-Anschluss überbrückt es bis zu 300 m und ist auf die Kompatibilität mit Fortinet-Appliances getestet.</p><p>Als Original-Fortinet-Neuware wird das Modul versiegelt geliefert und ist für Systeme mit SFP/SFP+-Steckplätzen vorgesehen. Die optische Übertragung erfolgt bei 850 nm.</p>;"<p>Das Fortinet FN-TRAN-SFP2-SX ist ein 2,5-Gigabit-Transceiver im SFP-Formfaktor, der für den Betrieb über Multimode-Glasfaser ausgelegt und auf die Verwendung in Fortinet-Appliances abgestimmt ist.</p><p>Die Wellenlänge beträgt 850 nm. Über den Duplex-LC-Anschluss überbrückt das Modul Strecken von bis zu 300 m, der getestete Betriebstemperaturbereich reicht von -40 °C bis 85 °C.</p><p>Als Original-Fortinet-Neuware ist das Modul versiegelt, im laufenden Betrieb tauschbar (Hot-Plug) und für Systeme mit SFP/SFP+-Steckplätzen vorgesehen. Die Auslieferung des FN-TRAN-SFP2-SX erfolgt als versiegelte Neuware für den direkten Produktiv- oder Ersatzeinsatz. Laut Datenblatt der Transceiver-Typ SX, die Betriebswellenlänge 850 nm, die Reichweite 300 m; der Betriebstemperaturbereich liegt bei -40 °C bis 85 °C. Originaler Fortinet-Transceiver für den professionellen Einsatz in Fortinet-Netzwerkumgebungen.</p>";fortinet/fn-tran-sfp2-sx;0,02;0,15;FN-TRAN-SFP2-SX;Fortinet;standard;Stk;Fortinet FN-TRAN-SFP2-SX 2,5G SFP 300 m | Hexwaren;Original Fortinet FN-TRAN-SFP2-SX 2,5-Gigabit-SFP-Transceiver für Multimode: Duplex LC, 300 m, 850 nm. Neu, versiegelt, auf Fortinet-Appliances getestet.;Netzwerk & Infrastruktur;Transceivers & SFP Module;SFP;TRUE;Y;Y
FN-TRAN-SFP+SR;Fortinet FN-TRAN-SFP+SR 10 GE SFP+-Transceiver – Multimode-Glasfaser, Duplex LC, 550 m;<p>Das Fortinet FN-TRAN-SFP+SR ist ein 10-Gigabit-SFP+-Transceiver für Multimode-Glasfaser. Mit Duplex-LC-Anschluss überbrückt es bis zu 550 m und ist auf die Kompatibilität mit Fortinet-Appliances getestet.</p><p>Als Original-Fortinet-Neuware wird das Modul versiegelt geliefert und ist für Systeme mit SFP+-Steckplätzen vorgesehen. Die optische Übertragung erfolgt bei 850 nm.</p>;"<p>Das Fortinet FN-TRAN-SFP+SR ist ein 10-Gigabit-Transceiver im SFP+-Formfaktor, der für den Betrieb über Multimode-Glasfaser ausgelegt und auf die Verwendung in Fortinet-Appliances abgestimmt ist.</p><p>Die Wellenlänge beträgt 850 nm. Über den Duplex-LC-Anschluss überbrückt das Modul Strecken von bis zu 550 m, der getestete Betriebstemperaturbereich reicht von 0 °C bis 70 °C.</p><p>Als Original-Fortinet-Neuware ist das Modul versiegelt, im laufenden Betrieb tauschbar (Hot-Plug) und für Systeme mit SFP+-Steckplätzen vorgesehen. Die Auslieferung des FN-TRAN-SFP+SR erfolgt als versiegelte Neuware für den direkten Produktiv- oder Ersatzeinsatz. Laut Datenblatt der Transceiver-Typ SR, die Betriebswellenlänge 850 nm, die Reichweite 550 m; der Betriebstemperaturbereich liegt bei 0 °C bis 70 °C. Originaler Fortinet-Transceiver für den professionellen Einsatz in Fortinet-Netzwerkumgebungen.</p>";fortinet/fn-tran-sfp+sr;0,02;0,15;FN-TRAN-SFP+SR;Fortinet;standard;Stk;Fortinet FN-TRAN-SFP+SR 10G SFP+ 550 m | Hexwaren;Original Fortinet FN-TRAN-SFP+SR 10-Gigabit-SFP+-Transceiver für Multimode: Duplex LC, 550 m, 850 nm. Neu, versiegelt, auf Fortinet-Appliances getestet.;Netzwerk & Infrastruktur;Transceivers & SFP Module;SFP+;TRUE;Y;Y
FN-TRAN-SFP+SRI;Fortinet FN-TRAN-SFP+SRI 10 GE SFP+-Transceiver – Multimode-Glasfaser, Duplex LC, 400 m;<p>Das Fortinet FN-TRAN-SFP+SRI ist ein 10-Gigabit-SFP+-Transceiver für Multimode-Glasfaser. Mit Duplex-LC-Anschluss überbrückt es bis zu 400 m und ist auf die Kompatibilität mit Fortinet-Appliances getestet.</p><p>Als Original-Fortinet-Neuware wird das Modul versiegelt geliefert und ist für Systeme mit SFP+-Steckplätzen vorgesehen. Die optische Übertragung erfolgt bei 850 nm.</p>;"<p>Das Fortinet FN-TRAN-SFP+SRI ist ein 10-Gigabit-Transceiver im SFP+-Formfaktor, der für den Betrieb über Multimode-Glasfaser ausgelegt und auf die Verwendung in Fortinet-Appliances abgestimmt ist.</p><p>Die Wellenlänge beträgt 850 nm. Über den Duplex-LC-Anschluss überbrückt das Modul Strecken von bis zu 400 m, der getestete Betriebstemperaturbereich reicht von -40 °C bis 85 °C.</p><p>Als Original-Fortinet-Neuware ist das Modul versiegelt, im laufenden Betrieb tauschbar (Hot-Plug) und für Systeme mit SFP+-Steckplätzen vorgesehen. Die Auslieferung des FN-TRAN-SFP+SRI erfolgt als versiegelte Neuware für den direkten Produktiv- oder Ersatzeinsatz. Laut Datenblatt der Transceiver-Typ SRI, die Betriebswellenlänge 850 nm, die Reichweite 400 m; der Betriebstemperaturbereich liegt bei -40 °C bis 85 °C. Originaler Fortinet-Transceiver für den professionellen Einsatz in Fortinet-Netzwerkumgebungen.</p>";fortinet/fn-tran-sfp+sri;0,02;0,15;FN-TRAN-SFP+SRI;Fortinet;standard;Stk;Fortinet FN-TRAN-SFP+SRI 10G SFP+ 400 m | Hexwaren;Original Fortinet FN-TRAN-SFP+SRI 10-Gigabit-SFP+-Transceiver für Multimode: Duplex LC, 400 m, 850 nm. Neu, versiegelt, auf Fortinet-Appliances getestet.;Netzwerk & Infrastruktur;Transceivers & SFP Module;SFP+;TRUE;Y;Y
FN-TRAN-SFP+LR;Fortinet FN-TRAN-SFP+LR 10 GE SFP+-Transceiver – Singlemode-Glasfaser, Duplex LC, 10 km;<p>Das Fortinet FN-TRAN-SFP+LR ist ein 10-Gigabit-SFP+-Transceiver für Singlemode-Glasfaser. Mit Duplex-LC-Anschluss überbrückt es bis zu 10 km und ist auf die Kompatibilität mit Fortinet-Appliances getestet.</p><p>Als Original-Fortinet-Neuware wird das Modul versiegelt geliefert und ist für Systeme mit SFP+-Steckplätzen vorgesehen. Die optische Übertragung erfolgt bei 1310 nm.</p>;"<p>Das Fortinet FN-TRAN-SFP+LR ist ein 10-Gigabit-Transceiver im SFP+-Formfaktor, der für den Betrieb über Singlemode-Glasfaser ausgelegt und auf die Verwendung in Fortinet-Appliances abgestimmt ist.</p><p>Die Wellenlänge beträgt 1310 nm. Über den Duplex-LC-Anschluss überbrückt das Modul Strecken von bis zu 10 km, der getestete Betriebstemperaturbereich reicht von 0 °C bis 85 °C.</p><p>Als Original-Fortinet-Neuware ist das Modul versiegelt, im laufenden Betrieb tauschbar (Hot-Plug) und für Systeme mit SFP+-Steckplätzen vorgesehen. Die Auslieferung des FN-TRAN-SFP+LR erfolgt als versiegelte Neuware für den direkten Produktiv- oder Ersatzeinsatz. Laut Datenblatt der Transceiver-Typ LR, die Betriebswellenlänge 1310 nm, die Reichweite 10 km; der Betriebstemperaturbereich liegt bei 0 °C bis 85 °C. Originaler Fortinet-Transceiver für den professionellen Einsatz in Fortinet-Netzwerkumgebungen.</p>";fortinet/fn-tran-sfp+lr;0,02;0,15;FN-TRAN-SFP+LR;Fortinet;standard;Stk;Fortinet FN-TRAN-SFP+LR 10G SFP+ 10 km | Hexwaren;Original Fortinet FN-TRAN-SFP+LR 10-Gigabit-SFP+-Transceiver für Singlemode: Duplex LC, 10 km, 1310 nm. Neu, versiegelt, auf Fortinet-Appliances getestet.;Netzwerk & Infrastruktur;Transceivers & SFP Module;SFP+;TRUE;Y;Y
FN-TRAN-SFP+LRI;Fortinet FN-TRAN-SFP+LRI 10 GE SFP+-Transceiver – Singlemode-Glasfaser, Duplex LC, 10 km;<p>Das Fortinet FN-TRAN-SFP+LRI ist ein 10-Gigabit-SFP+-Transceiver für Singlemode-Glasfaser. Mit Duplex-LC-Anschluss überbrückt es bis zu 10 km und ist auf die Kompatibilität mit Fortinet-Appliances getestet.</p><p>Als Original-Fortinet-Neuware wird das Modul versiegelt geliefert und ist für Systeme mit SFP+-Steckplätzen vorgesehen. Die optische Übertragung erfolgt bei 1310 nm.</p>;"<p>Das Fortinet FN-TRAN-SFP+LRI ist ein 10-Gigabit-Transceiver im SFP+-Formfaktor, der für den Betrieb über Singlemode-Glasfaser ausgelegt und auf die Verwendung in Fortinet-Appliances abgestimmt ist.</p><p>Die Wellenlänge beträgt 1310 nm. Über den Duplex-LC-Anschluss überbrückt das Modul Strecken von bis zu 10 km, der getestete Betriebstemperaturbereich reicht von -40 °C bis 85 °C.</p><p>Als Original-Fortinet-Neuware ist das Modul versiegelt, im laufenden Betrieb tauschbar (Hot-Plug) und für Systeme mit SFP+-Steckplätzen vorgesehen. Die Auslieferung des FN-TRAN-SFP+LRI erfolgt als versiegelte Neuware für den direkten Produktiv- oder Ersatzeinsatz. Laut Datenblatt der Transceiver-Typ LRI, die Betriebswellenlänge 1310 nm, die Reichweite 10 km; der Betriebstemperaturbereich liegt bei -40 °C bis 85 °C. Originaler Fortinet-Transceiver für den professionellen Einsatz in Fortinet-Netzwerkumgebungen.</p>";fortinet/fn-tran-sfp+lri;0,02;0,15;FN-TRAN-SFP+LRI;Fortinet;standard;Stk;Fortinet FN-TRAN-SFP+LRI 10G SFP+ 10 km | Hexwaren;Original Fortinet FN-TRAN-SFP+LRI 10-Gigabit-SFP+-Transceiver für Singlemode: Duplex LC, 10 km, 1310 nm. Neu, versiegelt, auf Fortinet-Appliances getestet.;Netzwerk & Infrastruktur;Transceivers & SFP Module;SFP+;TRUE;Y;Y
FN-TRAN-SFP+LRM;Fortinet FN-TRAN-SFP+LRM 10 GE SFP+-Transceiver – Multimode-Glasfaser, Duplex LC, 220 m;<p>Das Fortinet FN-TRAN-SFP+LRM ist ein 10-Gigabit-SFP+-Transceiver für Multimode-Glasfaser. Mit Duplex-LC-Anschluss überbrückt es bis zu 220 m und ist auf die Kompatibilität mit Fortinet-Appliances getestet.</p><p>Es entspricht dem Standard 10GBASE-LRM. Als Original-Fortinet-Neuware wird das Modul versiegelt geliefert und ist für Systeme mit SFP+-Steckplätzen vorgesehen.</p>;"<p>Das Fortinet FN-TRAN-SFP+LRM ist ein 10-Gigabit-Transceiver im SFP+-Formfaktor, der für den Betrieb über Multimode-Glasfaser ausgelegt und auf die Verwendung in Fortinet-Appliances abgestimmt ist.</p><p>Die Wellenlänge beträgt 1310 nm. Über den Duplex-LC-Anschluss überbrückt das Modul Strecken von bis zu 220 m, der getestete Betriebstemperaturbereich reicht von 0 °C bis 70 °C. Es entspricht dem Standard 10GBASE-LRM.</p><p>Als Original-Fortinet-Neuware ist das Modul versiegelt, im laufenden Betrieb tauschbar (Hot-Plug) und für Systeme mit SFP+-Steckplätzen vorgesehen. Laut Datenblatt der Transceiver-Typ LRM, die Betriebswellenlänge 1310 nm, die Reichweite 220 m, der Standard 10GBASE-LRM; der Betriebstemperaturbereich liegt bei 0 °C bis 70 °C. Originaler Fortinet-Transceiver für den professionellen Einsatz in Fortinet-Netzwerkumgebungen.</p>";fortinet/fn-tran-sfp+lrm;0,02;0,15;FN-TRAN-SFP+LRM;Fortinet;standard;Stk;Fortinet FN-TRAN-SFP+LRM 10G SFP+ 220 m | Hexwaren;Original Fortinet FN-TRAN-SFP+LRM 10-Gigabit-SFP+-Transceiver für Multimode: Duplex LC, 220 m, 1310 nm. Neu, versiegelt, auf Fortinet-Appliances getestet.;Netzwerk & Infrastruktur;Transceivers & SFP Module;SFP+;TRUE;Y;Y
FN-TRAN-SFP+BD27;Fortinet FN-TRAN-SFP+BD27 10 GE SFP+-BiDi-Transceiver – Singlemode-Glasfaser, Single LC, 30 km;<p>Das Fortinet FN-TRAN-SFP+BD27 ist ein 10-Gigabit-SFP+-BiDi-Transceiver für Singlemode-Glasfaser. Mit Single-LC-Anschluss überbrückt es bis zu 30 km und ist auf die Kompatibilität mit Fortinet-Appliances getestet.</p><p>Als Original-Fortinet-Neuware wird das Modul versiegelt geliefert und ist für Systeme mit SFP+-Steckplätzen vorgesehen. Die optische Übertragung erfolgt bei TX 1271 nm / RX 1331 nm.</p>;"<p>Das Fortinet FN-TRAN-SFP+BD27 ist ein 10-Gigabit-BiDi-Transceiver im SFP+-Formfaktor, der für den Betrieb über Singlemode-Glasfaser ausgelegt und auf die Verwendung in Fortinet-Appliances abgestimmt ist.</p><p>Senden und Empfangen erfolgen über getrennte Wellenlängen (TX 1271 nm / RX 1331 nm). Über den Single-LC-Anschluss überbrückt das Modul Strecken von bis zu 30 km, der getestete Betriebstemperaturbereich reicht von -5 °C bis 85 °C.</p><p>Als Original-Fortinet-Neuware ist das Modul versiegelt, im laufenden Betrieb tauschbar (Hot-Plug) und für Systeme mit SFP+-Steckplätzen vorgesehen. Laut Datenblatt die Betriebswellenlänge TX 1271 nm / RX 1331 nm, die Reichweite 30 km; der Betriebstemperaturbereich liegt bei -5 °C bis 85 °C. Originaler Fortinet-Transceiver für den professionellen Einsatz in Fortinet-Netzwerkumgebungen.</p>";fortinet/fn-tran-sfp+bd27;0,02;0,15;FN-TRAN-SFP+BD27;Fortinet;standard;Stk;Fortinet FN-TRAN-SFP+BD27 10G SFP+ 30 km | Hexwaren;Original Fortinet FN-TRAN-SFP+BD27 10-Gigabit-SFP+-BiDi-Transceiver für Singlemode: Single LC, 30 km, TX 1271 nm / RX 1331 nm. Neu, versiegelt, auf Fortinet-Appliances getestet.;Netzwerk & Infrastruktur;Transceivers & SFP Module;SFP+;TRUE;Y;Y
FN-TRAN-SFP+BD33;Fortinet FN-TRAN-SFP+BD33 10 GE SFP+-BiDi-Transceiver – Singlemode-Glasfaser, Single LC, 30 km;<p>Das Fortinet FN-TRAN-SFP+BD33 ist ein 10-Gigabit-SFP+-BiDi-Transceiver für Singlemode-Glasfaser. Mit Single-LC-Anschluss überbrückt es bis zu 30 km und ist auf die Kompatibilität mit Fortinet-Appliances getestet.</p><p>Als Original-Fortinet-Neuware wird das Modul versiegelt geliefert und ist für Systeme mit SFP+-Steckplätzen vorgesehen. Die optische Übertragung erfolgt bei TX 1331 nm / RX 1271 nm.</p>;"<p>Das Fortinet FN-TRAN-SFP+BD33 ist ein 10-Gigabit-BiDi-Transceiver im SFP+-Formfaktor, der für den Betrieb über Singlemode-Glasfaser ausgelegt und auf die Verwendung in Fortinet-Appliances abgestimmt ist.</p><p>Senden und Empfangen erfolgen über getrennte Wellenlängen (TX 1331 nm / RX 1271 nm). Über den Single-LC-Anschluss überbrückt das Modul Strecken von bis zu 30 km, der getestete Betriebstemperaturbereich reicht von -5 °C bis 85 °C.</p><p>Als Original-Fortinet-Neuware ist das Modul versiegelt, im laufenden Betrieb tauschbar (Hot-Plug) und für Systeme mit SFP+-Steckplätzen vorgesehen. Laut Datenblatt die Betriebswellenlänge TX 1331 nm / RX 1271 nm, die Reichweite 30 km; der Betriebstemperaturbereich liegt bei -5 °C bis 85 °C. Originaler Fortinet-Transceiver für den professionellen Einsatz in Fortinet-Netzwerkumgebungen.</p>";fortinet/fn-tran-sfp+bd33;0,02;0,15;FN-TRAN-SFP+BD33;Fortinet;standard;Stk;Fortinet FN-TRAN-SFP+BD33 10G SFP+ 30 km | Hexwaren;Original Fortinet FN-TRAN-SFP+BD33 10-Gigabit-SFP+-BiDi-Transceiver für Singlemode: Single LC, 30 km, TX 1331 nm / RX 1271 nm. Neu, versiegelt, auf Fortinet-Appliances getestet.;Netzwerk & Infrastruktur;Transceivers & SFP Module;SFP+;TRUE;Y;Y
FN-TRAN-SFP+ER;Fortinet FN-TRAN-SFP+ER 10 GE SFP+-Transceiver – Singlemode-Glasfaser, Duplex LC, 40 km;<p>Das Fortinet FN-TRAN-SFP+ER ist ein 10-Gigabit-SFP+-Transceiver für Singlemode-Glasfaser. Mit Duplex-LC-Anschluss überbrückt es bis zu 40 km und ist auf die Kompatibilität mit Fortinet-Appliances getestet.</p><p>Als Original-Fortinet-Neuware wird das Modul versiegelt geliefert und ist für Systeme mit SFP+-Steckplätzen vorgesehen. Die optische Übertragung erfolgt bei 1550 nm.</p>;"<p>Das Fortinet FN-TRAN-SFP+ER ist ein 10-Gigabit-Transceiver im SFP+-Formfaktor, der für den Betrieb über Singlemode-Glasfaser ausgelegt und auf die Verwendung in Fortinet-Appliances abgestimmt ist.</p><p>Die Wellenlänge beträgt 1550 nm. Über den Duplex-LC-Anschluss überbrückt das Modul Strecken von bis zu 40 km, der getestete Betriebstemperaturbereich reicht von -5 °C bis 70 °C.</p><p>Als Original-Fortinet-Neuware ist das Modul versiegelt, im laufenden Betrieb tauschbar (Hot-Plug) und für Systeme mit SFP+-Steckplätzen vorgesehen. Die Auslieferung des FN-TRAN-SFP+ER erfolgt als versiegelte Neuware für den direkten Produktiv- oder Ersatzeinsatz. Laut Datenblatt der Transceiver-Typ ER, die Betriebswellenlänge 1550 nm, die Reichweite 40 km; der Betriebstemperaturbereich liegt bei -5 °C bis 70 °C. Originaler Fortinet-Transceiver für den professionellen Einsatz in Fortinet-Netzwerkumgebungen.</p>";fortinet/fn-tran-sfp+er;0,02;0,15;FN-TRAN-SFP+ER;Fortinet;standard;Stk;Fortinet FN-TRAN-SFP+ER 10G SFP+ 40 km | Hexwaren;Original Fortinet FN-TRAN-SFP+ER 10-Gigabit-SFP+-Transceiver für Singlemode: Duplex LC, 40 km, 1550 nm. Neu, versiegelt, auf Fortinet-Appliances getestet.;Netzwerk & Infrastruktur;Transceivers & SFP Module;SFP+;TRUE;Y;Y
FN-TRAN-SFP+ERI;Fortinet FN-TRAN-SFP+ERI 10 GE SFP+-Transceiver – Singlemode-Glasfaser, Duplex LC, 40 km;<p>Das Fortinet FN-TRAN-SFP+ERI ist ein 10-Gigabit-SFP+-Transceiver für Singlemode-Glasfaser. Mit Duplex-LC-Anschluss überbrückt es bis zu 40 km und ist auf die Kompatibilität mit Fortinet-Appliances getestet.</p><p>Als Original-Fortinet-Neuware wird das Modul versiegelt geliefert und ist für Systeme mit SFP+-Steckplätzen vorgesehen. Die optische Übertragung erfolgt bei 1550 nm.</p>;"<p>Das Fortinet FN-TRAN-SFP+ERI ist ein 10-Gigabit-Transceiver im SFP+-Formfaktor, der für den Betrieb über Singlemode-Glasfaser ausgelegt und auf die Verwendung in Fortinet-Appliances abgestimmt ist.</p><p>Die Wellenlänge beträgt 1550 nm. Über den Duplex-LC-Anschluss überbrückt das Modul Strecken von bis zu 40 km, der getestete Betriebstemperaturbereich reicht von -40 °C bis 85 °C.</p><p>Als Original-Fortinet-Neuware ist das Modul versiegelt, im laufenden Betrieb tauschbar (Hot-Plug) und für Systeme mit SFP+-Steckplätzen vorgesehen. Die Auslieferung des FN-TRAN-SFP+ERI erfolgt als versiegelte Neuware für den direkten Produktiv- oder Ersatzeinsatz. Laut Datenblatt der Transceiver-Typ ERI, die Betriebswellenlänge 1550 nm, die Reichweite 40 km; der Betriebstemperaturbereich liegt bei -40 °C bis 85 °C. Originaler Fortinet-Transceiver für den professionellen Einsatz in Fortinet-Netzwerkumgebungen.</p>";fortinet/fn-tran-sfp+eri;0,02;0,15;FN-TRAN-SFP+ERI;Fortinet;standard;Stk;Fortinet FN-TRAN-SFP+ERI 10G SFP+ 40 km | Hexwaren;Original Fortinet FN-TRAN-SFP+ERI 10-Gigabit-SFP+-Transceiver für Singlemode: Duplex LC, 40 km, 1550 nm. Neu, versiegelt, auf Fortinet-Appliances getestet.;Netzwerk & Infrastruktur;Transceivers & SFP Module;SFP+;TRUE;Y;Y
FN-TRAN-SFP+ZR;Fortinet FN-TRAN-SFP+ZR 10 GE SFP+-Transceiver – Singlemode-Glasfaser, Duplex LC, 80 km;<p>Das Fortinet FN-TRAN-SFP+ZR ist ein 10-Gigabit-SFP+-Transceiver für Singlemode-Glasfaser. Mit Duplex-LC-Anschluss überbrückt es bis zu 80 km und ist auf die Kompatibilität mit Fortinet-Appliances getestet.</p><p>Als Original-Fortinet-Neuware wird das Modul versiegelt geliefert und ist für Systeme mit SFP+-Steckplätzen vorgesehen. Die optische Übertragung erfolgt bei 1550 nm.</p>;"<p>Das Fortinet FN-TRAN-SFP+ZR ist ein 10-Gigabit-Transceiver im SFP+-Formfaktor, der für den Betrieb über Singlemode-Glasfaser ausgelegt und auf die Verwendung in Fortinet-Appliances abgestimmt ist.</p><p>Die Wellenlänge beträgt 1550 nm. Über den Duplex-LC-Anschluss überbrückt das Modul Strecken von bis zu 80 km, der getestete Betriebstemperaturbereich reicht von -5 °C bis 70 °C.</p><p>Als Original-Fortinet-Neuware ist das Modul versiegelt, im laufenden Betrieb tauschbar (Hot-Plug) und für Systeme mit SFP+-Steckplätzen vorgesehen. Die Auslieferung des FN-TRAN-SFP+ZR erfolgt als versiegelte Neuware für den direkten Produktiv- oder Ersatzeinsatz. Laut Datenblatt der Transceiver-Typ ZR, die Betriebswellenlänge 1550 nm, die Reichweite 80 km; der Betriebstemperaturbereich liegt bei -5 °C bis 70 °C. Originaler Fortinet-Transceiver für den professionellen Einsatz in Fortinet-Netzwerkumgebungen.</p>";fortinet/fn-tran-sfp+zr;0,02;0,15;FN-TRAN-SFP+ZR;Fortinet;standard;Stk;Fortinet FN-TRAN-SFP+ZR 10G SFP+ 80 km | Hexwaren;Original Fortinet FN-TRAN-SFP+ZR 10-Gigabit-SFP+-Transceiver für Singlemode: Duplex LC, 80 km, 1550 nm. Neu, versiegelt, auf Fortinet-Appliances getestet.;Netzwerk & Infrastruktur;Transceivers & SFP Module;SFP+;TRUE;Y;Y
