Artikelnummer,Attributname,Attributwert
A-O800-O800-30M,FAQ,"Welche Datenrate und Bauform hat das A-O800-O800-30M?||Das A-O800-O800-30M ist ein OSFP-Kabel mit 800 Gbit/s.##Welche Länge hat das A-O800-O800-30M?||Das A-O800-O800-30M hat eine feste Länge von 30 m (Aktives optisches Kabel (AOC)).##Benötigt das A-O800-O800-30M eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das A-O800-O800-30M?||Das A-O800-O800-30M ist als OSFP auf OSFP konfektioniert.##In welchem Temperaturbereich arbeitet das A-O800-O800-30M?||Das A-O800-O800-30M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das A-O800-O800-30M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das A-O800-O800-30M mit Arista-Geräten kompatibel?||Das A-O800-O800-30M ist eine Arista-Kabel-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
OSFP-800G-2XDR4,FAQ,"Welche Datenrate und Bauform hat das OSFP-800G-2XDR4?||Das OSFP-800G-2XDR4 ist ein OSFP-Modul mit 800 Gbit/s nach 100GBASE-FR.##Welchen Stecker und welche Schnittstelle nutzt das OSFP-800G-2XDR4?||Das OSFP-800G-2XDR4 hat den Formfaktor OSFP mit MPO-12-Schnittstelle.##Welche Reichweite erreicht das OSFP-800G-2XDR4?||Laut Spezifikation erreicht das OSFP-800G-2XDR4 bis zu 2 km (Wellenlänge 1310 nm (parallele SMF)).##Welcher Fasertyp ist erforderlich?||Das OSFP-800G-2XDR4 ist für parallele Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das OSFP-800G-2XDR4 DOM/DDM?||Ja, das OSFP-800G-2XDR4 unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das OSFP-800G-2XDR4?||Das OSFP-800G-2XDR4 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das OSFP-800G-2XDR4 typischerweise eingesetzt?||Typischer Einsatz: Campus-/Metro-Netz (Langstrecke).##Ist das OSFP-800G-2XDR4 mit Arista-Geräten kompatibel?||Das OSFP-800G-2XDR4 ist eine Arista-Optik-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
OSFP-800G-2PLR4,FAQ,"Welche Datenrate und Bauform hat das OSFP-800G-2PLR4?||Das OSFP-800G-2PLR4 ist ein OSFP-Modul mit 800 Gbit/s nach 100GBASE-LR.##Welchen Stecker und welche Schnittstelle nutzt das OSFP-800G-2PLR4?||Das OSFP-800G-2PLR4 hat den Formfaktor OSFP mit MPO-12-Schnittstelle.##Welche Reichweite erreicht das OSFP-800G-2PLR4?||Laut Spezifikation erreicht das OSFP-800G-2PLR4 bis zu 10 km (Wellenlänge 1295–1310 nm (LAN-WDM, 4 Wellenlängen)).##Welcher Fasertyp ist erforderlich?||Das OSFP-800G-2PLR4 ist für parallele Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das OSFP-800G-2PLR4 DOM/DDM?||Ja, das OSFP-800G-2PLR4 unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das OSFP-800G-2PLR4?||Das OSFP-800G-2PLR4 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das OSFP-800G-2PLR4 typischerweise eingesetzt?||Typischer Einsatz: Campus-/Metro-Netz (Langstrecke).##Ist das OSFP-800G-2PLR4 mit Arista-Geräten kompatibel?||Das OSFP-800G-2PLR4 ist eine Arista-Optik-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
OSFP-800G-2FR4,FAQ,"Welche Datenrate und Bauform hat das OSFP-800G-2FR4?||Das OSFP-800G-2FR4 ist ein OSFP-Modul mit 800 Gbit/s nach 400GBASE-FR4.##Welchen Stecker und welche Schnittstelle nutzt das OSFP-800G-2FR4?||Das OSFP-800G-2FR4 hat den Formfaktor OSFP mit LC (Duplex)-Schnittstelle.##Welche Reichweite erreicht das OSFP-800G-2FR4?||Laut Spezifikation erreicht das OSFP-800G-2FR4 bis zu 2 km (Wellenlänge 1271–1331 nm (CWDM, 4 Wellenlängen)).##Welcher Fasertyp ist erforderlich?||Das OSFP-800G-2FR4 ist für Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das OSFP-800G-2FR4 DOM/DDM?||Ja, das OSFP-800G-2FR4 unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das OSFP-800G-2FR4?||Das OSFP-800G-2FR4 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das OSFP-800G-2FR4 typischerweise eingesetzt?||Typischer Einsatz: Campus-/Metro-Netz (Langstrecke).##Ist das OSFP-800G-2FR4 mit Arista-Geräten kompatibel?||Das OSFP-800G-2FR4 ist eine Arista-Optik-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
OSFP-800G-2LR4,FAQ,"Welche Datenrate und Bauform hat das OSFP-800G-2LR4?||Das OSFP-800G-2LR4 ist ein OSFP-Modul mit 800 Gbit/s nach 400GBASE-LR4.##Welchen Stecker und welche Schnittstelle nutzt das OSFP-800G-2LR4?||Das OSFP-800G-2LR4 hat den Formfaktor OSFP mit LC (Duplex)-Schnittstelle.##Welche Reichweite erreicht das OSFP-800G-2LR4?||Laut Spezifikation erreicht das OSFP-800G-2LR4 bis zu 10 km (Wellenlänge 1295–1310 nm (LAN-WDM, 4 Wellenlängen)).##Welcher Fasertyp ist erforderlich?||Das OSFP-800G-2LR4 ist für Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das OSFP-800G-2LR4 DOM/DDM?||Ja, das OSFP-800G-2LR4 unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das OSFP-800G-2LR4?||Das OSFP-800G-2LR4 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das OSFP-800G-2LR4 typischerweise eingesetzt?||Typischer Einsatz: Campus-/Metro-Netz (Langstrecke).##Ist das OSFP-800G-2LR4 mit Arista-Geräten kompatibel?||Das OSFP-800G-2LR4 ist eine Arista-Optik-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
OSFP-800G-2VSR4,FAQ,"Welche Datenrate und Bauform hat das OSFP-800G-2VSR4?||Das OSFP-800G-2VSR4 ist ein OSFP-Modul mit 800 Gbit/s nach 400GBASE-VSR4.##Welchen Stecker und welche Schnittstelle nutzt das OSFP-800G-2VSR4?||Das OSFP-800G-2VSR4 hat den Formfaktor OSFP mit MPO-12-Schnittstelle.##Welche Reichweite erreicht das OSFP-800G-2VSR4?||Laut Spezifikation erreicht das OSFP-800G-2VSR4 bis zu 50 m (Wellenlänge 850 nm (MMF)).##Welcher Fasertyp ist erforderlich?||Das OSFP-800G-2VSR4 ist für parallele Multimode-Glasfaser (MMF) ausgelegt.##Unterstützt das OSFP-800G-2VSR4 DOM/DDM?||Ja, das OSFP-800G-2VSR4 unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das OSFP-800G-2VSR4?||Das OSFP-800G-2VSR4 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das OSFP-800G-2VSR4 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das OSFP-800G-2VSR4 mit Arista-Geräten kompatibel?||Das OSFP-800G-2VSR4 ist eine Arista-Optik-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
OSFP-800G-VSR8,FAQ,"Welche Datenrate und Bauform hat das OSFP-800G-VSR8?||Das OSFP-800G-VSR8 ist ein OSFP-Modul mit 800 Gbit/s nach 800GBASE-VSR8.##Welchen Stecker und welche Schnittstelle nutzt das OSFP-800G-VSR8?||Das OSFP-800G-VSR8 hat den Formfaktor OSFP mit MPO-16-Schnittstelle.##Welche Reichweite erreicht das OSFP-800G-VSR8?||Laut Spezifikation erreicht das OSFP-800G-VSR8 bis zu 50 m (Wellenlänge 850 nm (MMF)).##Welcher Fasertyp ist erforderlich?||Das OSFP-800G-VSR8 ist für parallele Multimode-Glasfaser (MMF) ausgelegt.##Unterstützt das OSFP-800G-VSR8 DOM/DDM?||Ja, das OSFP-800G-VSR8 unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das OSFP-800G-VSR8?||Das OSFP-800G-VSR8 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das OSFP-800G-VSR8 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das OSFP-800G-VSR8 mit Arista-Geräten kompatibel?||Das OSFP-800G-VSR8 ist eine Arista-Optik-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
OSFP-800G-XDR8,FAQ,"Welche Datenrate und Bauform hat das OSFP-800G-XDR8?||Das OSFP-800G-XDR8 ist ein OSFP-Modul mit 800 Gbit/s nach 800GBASE-XDR8.##Welchen Stecker und welche Schnittstelle nutzt das OSFP-800G-XDR8?||Das OSFP-800G-XDR8 hat den Formfaktor OSFP mit MPO-16-Schnittstelle.##Welche Reichweite erreicht das OSFP-800G-XDR8?||Laut Spezifikation erreicht das OSFP-800G-XDR8 bis zu 2 km (Wellenlänge 1310 nm (parallele SMF)).##Welcher Fasertyp ist erforderlich?||Das OSFP-800G-XDR8 ist für parallele Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das OSFP-800G-XDR8 DOM/DDM?||Ja, das OSFP-800G-XDR8 unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das OSFP-800G-XDR8?||Das OSFP-800G-XDR8 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das OSFP-800G-XDR8 typischerweise eingesetzt?||Typischer Einsatz: Campus-/Metro-Netz (Langstrecke).##Ist das OSFP-800G-XDR8 mit Arista-Geräten kompatibel?||Das OSFP-800G-XDR8 ist eine Arista-Optik-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
LPO-800G-2DR4,FAQ,"Welche Datenrate und Bauform hat das LPO-800G-2DR4?||Das LPO-800G-2DR4 ist ein OSFP-Modul mit 800 Gbit/s nach 400GBASE-DR4.##Welchen Stecker und welche Schnittstelle nutzt das LPO-800G-2DR4?||Das LPO-800G-2DR4 hat den Formfaktor OSFP mit MPO-12-Schnittstelle.##Welche Reichweite erreicht das LPO-800G-2DR4?||Laut Spezifikation erreicht das LPO-800G-2DR4 bis zu 500 m (Wellenlänge 1310 nm (parallele SMF)).##Welcher Fasertyp ist erforderlich?||Das LPO-800G-2DR4 ist für parallele Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das LPO-800G-2DR4 DOM/DDM?||Ja, das LPO-800G-2DR4 unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das LPO-800G-2DR4?||Das LPO-800G-2DR4 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das LPO-800G-2DR4 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das LPO-800G-2DR4 mit Arista-Geräten kompatibel?||Das LPO-800G-2DR4 ist eine Arista-Optik-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
LPO-800G-DR8,FAQ,"Welche Datenrate und Bauform hat das LPO-800G-DR8?||Das LPO-800G-DR8 ist ein OSFP-Modul mit 800 Gbit/s nach 800GBASE-DR8.##Welchen Stecker und welche Schnittstelle nutzt das LPO-800G-DR8?||Das LPO-800G-DR8 hat den Formfaktor OSFP mit MPO-16-Schnittstelle.##Welche Reichweite erreicht das LPO-800G-DR8?||Laut Spezifikation erreicht das LPO-800G-DR8 bis zu 500 m (Wellenlänge 1310 nm (parallele SMF)).##Welcher Fasertyp ist erforderlich?||Das LPO-800G-DR8 ist für parallele Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das LPO-800G-DR8 DOM/DDM?||Ja, das LPO-800G-DR8 unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das LPO-800G-DR8?||Das LPO-800G-DR8 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das LPO-800G-DR8 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das LPO-800G-DR8 mit Arista-Geräten kompatibel?||Das LPO-800G-DR8 ist eine Arista-Optik-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
LPO-800G-2FR4,FAQ,"Welche Datenrate und Bauform hat das LPO-800G-2FR4?||Das LPO-800G-2FR4 ist ein OSFP-Modul mit 800 Gbit/s nach 400GBASE-FR4.##Welchen Stecker und welche Schnittstelle nutzt das LPO-800G-2FR4?||Das LPO-800G-2FR4 hat den Formfaktor OSFP mit LC (Duplex)-Schnittstelle.##Welche Reichweite erreicht das LPO-800G-2FR4?||Laut Spezifikation erreicht das LPO-800G-2FR4 bis zu 2 km (Wellenlänge 1271–1331 nm (CWDM, 4 Wellenlängen)).##Welcher Fasertyp ist erforderlich?||Das LPO-800G-2FR4 ist für Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das LPO-800G-2FR4 DOM/DDM?||Ja, das LPO-800G-2FR4 unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das LPO-800G-2FR4?||Das LPO-800G-2FR4 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das LPO-800G-2FR4 typischerweise eingesetzt?||Typischer Einsatz: Campus-/Metro-Netz (Langstrecke).##Ist das LPO-800G-2FR4 mit Arista-Geräten kompatibel?||Das LPO-800G-2FR4 ist eine Arista-Optik-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
C-D800-D800-1M,FAQ,"Welche Datenrate und Bauform hat das C-D800-D800-1M?||Das C-D800-D800-1M ist ein QSFP-DD800-Kabel mit 800 Gbit/s nach 800GBASE-CR8.##Welche Länge hat das C-D800-D800-1M?||Das C-D800-D800-1M hat eine feste Länge von 1 m (Passives Twinax-Kupferkabel (DAC)).##Benötigt das C-D800-D800-1M eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das C-D800-D800-1M?||Das C-D800-D800-1M ist als QSFP-DD auf QSFP-DD konfektioniert.##In welchem Temperaturbereich arbeitet das C-D800-D800-1M?||Das C-D800-D800-1M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das C-D800-D800-1M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das C-D800-D800-1M mit Arista-Geräten kompatibel?||Das C-D800-D800-1M ist eine Arista-Kabel-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
