Artikelnummer,FAQ
JC749A,"Wofür wird der JC749A verwendet?||Der HPE FlexNetwork 10512 1.52Tbps Type B Fabric Module ist das Switch-Fabric-Modul für die modularen HPE-FlexNetwork-10500-Chassis und übernimmt die verteilte Weiterleitung zwischen den Linecards.##In welche Chassis passt der JC749A?||Der JC749A ist mit der Serie HPE FlexNetwork 10512, Type B kompatibel und wird in einem passenden Steckplatz betrieben.##Ist der JC749A ein eigenständiger Switch?||Nein. Der JC749A ist ein Modul und benötigt ein kompatibles Chassis der Serie HPE FlexNetwork 10512, Type B."
JC750A,"Wofür wird der JC750A verwendet?||Der HPE FlexNetwork 10512 3.44Tbps Type D Fabric Module ist das Switch-Fabric-Modul für die modularen HPE-FlexNetwork-10500-Chassis und übernimmt die verteilte Weiterleitung zwischen den Linecards.##In welche Chassis passt der JC750A?||Der JC750A ist mit der Serie HPE FlexNetwork 10512, Type D kompatibel und wird in einem passenden Steckplatz betrieben.##Ist der JC750A ein eigenständiger Switch?||Nein. Der JC750A ist ein Modul und benötigt ein kompatibles Chassis der Serie HPE FlexNetwork 10512, Type D."
JC617A,"Wofür wird der JC617A verwendet?||Der HPE 10500 16-port GbE SFP / 8-port GbE Combo / 2-port 10GbE XFP SE Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexNetwork-10500-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JC617A?||Der JC617A ist mit der Serie HPE FlexNetwork 10500, SE kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JC617A?||Der JC617A bietet 16× GbE SFP + 8× GbE Combo + 2× 10GbE XFP; eine PoE-Einspeisung ist nicht vorgesehen."
JC618A,"Wofür wird der JC618A verwendet?||Der HPE 10500 48-port Gig-T SE Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexNetwork-10500-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JC618A?||Der JC618A ist mit der Serie HPE FlexNetwork 10500, SE kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JC618A?||Der JC618A bietet 48× 10/100/1000BASE-T (RJ45); eine PoE-Einspeisung ist nicht vorgesehen."
JC619A,"Wofür wird der JC619A verwendet?||Der HPE 10500 48-port GbE SFP SE Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexNetwork-10500-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JC619A?||Der JC619A ist mit der Serie HPE FlexNetwork 10500, SE kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JC619A?||Der JC619A bietet 48× GbE SFP; eine PoE-Einspeisung ist nicht vorgesehen."
JC620A,"Wofür wird der JC620A verwendet?||Der HPE A10500 4-port 10-GbE XFP SE Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexNetwork-10500-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JC620A?||Der JC620A ist mit der Serie HPE FlexNetwork 10500, SE kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JC620A?||Der JC620A bietet 4× 10GbE XFP; eine PoE-Einspeisung ist nicht vorgesehen."
JC621A,"Wofür wird der JC621A verwendet?||Der HPE 10500 16-port GbE SFP / 8-port GbE Combo / 2-port 10GbE XFP EA Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexNetwork-10500-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JC621A?||Der JC621A ist mit der Serie HPE FlexNetwork 10500, EA kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JC621A?||Der JC621A bietet 16× GbE SFP + 8× GbE Combo + 2× 10GbE XFP; eine PoE-Einspeisung ist nicht vorgesehen."
JC622A,"Wofür wird der JC622A verwendet?||Der HPE 10500 48-port GbE SFP EA Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexNetwork-10500-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JC622A?||Der JC622A ist mit der Serie HPE FlexNetwork 10500, EA kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JC622A?||Der JC622A bietet 48× GbE SFP; eine PoE-Einspeisung ist nicht vorgesehen."
JC623A,"Wofür wird der JC623A verwendet?||Der HPE 10500 48-port Gig-T EA Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexNetwork-10500-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JC623A?||Der JC623A ist mit der Serie HPE FlexNetwork 10500, EA kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JC623A?||Der JC623A bietet 48× 10/100/1000BASE-T (RJ45); eine PoE-Einspeisung ist nicht vorgesehen."
JC625A,"Wofür wird der JC625A verwendet?||Der HPE 10500 48-port GbE SFP EB Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexNetwork-10500-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JC625A?||Der JC625A ist mit der Serie HPE FlexNetwork 10500, EB kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JC625A?||Der JC625A bietet 48× GbE SFP; eine PoE-Einspeisung ist nicht vorgesehen."
JC626A,"Wofür wird der JC626A verwendet?||Der HPE 10500 16-port GbE SFP / 8-port GbE Combo / 2-port 10GbE XFP EB Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexNetwork-10500-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JC626A?||Der JC626A ist mit der Serie HPE FlexNetwork 10500, EB kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JC626A?||Der JC626A bietet 16× GbE SFP + 8× GbE Combo + 2× 10GbE XFP; eine PoE-Einspeisung ist nicht vorgesehen."
JC627A,"Wofür wird der JC627A verwendet?||Der HPE 10500 4-port 10-GbE XFP EB Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexNetwork-10500-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JC627A?||Der JC627A ist mit der Serie HPE FlexNetwork 10500, EB kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JC627A?||Der JC627A bietet 4× 10GbE XFP; eine PoE-Einspeisung ist nicht vorgesehen."
JC628A,"Wofür wird der JC628A verwendet?||Der HPE 10500 16-port 10GbE SFP+ SC Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexNetwork-10500-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JC628A?||Der JC628A ist mit der Serie HPE FlexNetwork 10500, SC kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JC628A?||Der JC628A bietet 16× 10GbE SFP+; eine PoE-Einspeisung ist nicht vorgesehen."
JC631A,"Wofür wird der JC631A verwendet?||Der HPE FlexNetwork 10500 8-port 10GbE SFP+ SE Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexNetwork-10500-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JC631A?||Der JC631A ist mit der Serie HPE FlexNetwork 10500, SE kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JC631A?||Der JC631A bietet 8× 10GbE SFP+; eine PoE-Einspeisung ist nicht vorgesehen."
JC755A,"Wofür wird der JC755A verwendet?||Der HPE 10500 32-port 10GbE SFP+ SF Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexNetwork-10500-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JC755A?||Der JC755A ist mit der Serie HPE FlexNetwork 10500, SF kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JC755A?||Der JC755A bietet 32× 1/10GbE SFP+; eine PoE-Einspeisung ist nicht vorgesehen."
JC756A,"Wofür wird der JC756A verwendet?||Der HPE 10500 48-port 10GbE SFP+ SF Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexNetwork-10500-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JC756A?||Der JC756A ist mit der Serie HPE FlexNetwork 10500, SF kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JC756A?||Der JC756A bietet 48× 1/10GbE SFP+; eine PoE-Einspeisung ist nicht vorgesehen."
JC757A,"Wofür wird der JC757A verwendet?||Der HPE 10500 4-port 40GbE QSFP+ SF Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexNetwork-10500-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JC757A?||Der JC757A ist mit der Serie HPE FlexNetwork 10500, SF kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JC757A?||Der JC757A bietet 4× 40GbE QSFP+; eine PoE-Einspeisung ist nicht vorgesehen."
JC763A,"Wofür wird der JC763A verwendet?||Der HPE 10500 16-port GbE SFP / 8-port GbE Combo SE Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexNetwork-10500-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JC763A?||Der JC763A ist mit der Serie HPE FlexNetwork 10500, SE kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JC763A?||Der JC763A bietet 16× GbE SFP + 8× GbE Combo; eine PoE-Einspeisung ist nicht vorgesehen."
JH191A,"Wofür wird der JH191A verwendet?||Der HPE FlexNetwork 10500 44-port GbE SFP / 4-port 10GbE SFP+ SE Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexNetwork-10500-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JH191A?||Der JH191A ist mit der Serie HPE FlexNetwork 10500, SE kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JH191A?||Der JH191A bietet 44× GbE SFP + 4× 10GbE SFP+; eine PoE-Einspeisung ist nicht vorgesehen."
JH196A,"Wofür wird der JH196A verwendet?||Der HPE FlexNetwork 10500 2-port 100GbE CFP EC Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexNetwork-10500-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JH196A?||Der JH196A ist mit der Serie HPE FlexNetwork 10500, EC kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JH196A?||Der JH196A bietet 2× 100GbE CFP; eine PoE-Einspeisung ist nicht vorgesehen."
JH192A,"Wofür wird der JH192A verwendet?||Der HPE FlexNetwork 10500 48-port 1000BASE-T SE Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexNetwork-10500-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JH192A?||Der JH192A ist mit der Serie HPE FlexNetwork 10500, SE kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JH192A?||Der JH192A bietet 48× 1000BASE-T (RJ45); eine PoE-Einspeisung ist nicht vorgesehen."
JH193A,"Wofür wird der JH193A verwendet?||Der HPE FlexNetwork 10500 16-port 1/10GbE SFP+ SF Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexNetwork-10500-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JH193A?||Der JH193A ist mit der Serie HPE FlexNetwork 10500, SF kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JH193A?||Der JH193A bietet 16× 1/10GbE SFP+; eine PoE-Einspeisung ist nicht vorgesehen."
JH194A,"Wofür wird der JH194A verwendet?||Der HPE FlexNetwork 10500 24-port 1/10GbE SFP+ EC Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexNetwork-10500-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JH194A?||Der JH194A ist mit der Serie HPE FlexNetwork 10500, EC kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JH194A?||Der JH194A bietet 24× 1/10GbE SFP+; eine PoE-Einspeisung ist nicht vorgesehen."
JH195A,"Wofür wird der JH195A verwendet?||Der HPE FlexNetwork 10500 6-port 40GbE QSFP+ EC Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexNetwork-10500-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JH195A?||Der JH195A ist mit der Serie HPE FlexNetwork 10500, EC kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JH195A?||Der JH195A bietet 6× 40GbE QSFP+; eine PoE-Einspeisung ist nicht vorgesehen."
JH197A,"Wofür wird der JH197A verwendet?||Der HPE FlexNetwork 10500 48-port 1/10GbE SFP+ SG Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexNetwork-10500-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JH197A?||Der JH197A ist mit der Serie HPE FlexNetwork 10500, SG kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JH197A?||Der JH197A bietet 48× 1/10GbE SFP+; eine PoE-Einspeisung ist nicht vorgesehen."
JH432A,"Wofür wird der JH432A verwendet?||Der HPE FlexNetwork 10500 32-port 10GbE SFP/SFP+ / 4-port 40GbE QSFP+ M2SG Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexNetwork-10500-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JH432A?||Der JH432A ist mit der Serie HPE FlexNetwork 10500, M2SG kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JH432A?||Der JH432A bietet 32× 10GbE SFP/SFP+ + 4× 40GbE QSFP+; eine PoE-Einspeisung ist nicht vorgesehen."
JH433A,"Wofür wird der JH433A verwendet?||Der HPE FlexNetwork 10500 48-port 10GbE SFP/SFP+ with MACsec M2SG Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexNetwork-10500-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JH433A?||Der JH433A ist mit der Serie HPE FlexNetwork 10500, M2SG (MACsec) kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JH433A?||Der JH433A bietet 48× 1/10GbE SFP/SFP+ (MACsec); eine PoE-Einspeisung ist nicht vorgesehen."
JH434A,"Wofür wird der JH434A verwendet?||Der HPE FlexNetwork 10500 12-port 40GbE QSFP28 M2SG Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexNetwork-10500-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JH434A?||Der JH434A ist mit der Serie HPE FlexNetwork 10500, M2SG kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JH434A?||Der JH434A bietet 12× 40GbE QSFP28; eine PoE-Einspeisung ist nicht vorgesehen."
JG392A,"Wofür wird der JG392A verwendet?||Der HPE 10500 8-port 40GbE QSFP+ SF Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexNetwork-10500-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JG392A?||Der JG392A ist mit der Serie HPE FlexNetwork 10500, SF kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JG392A?||Der JG392A bietet 8× 40GbE QSFP+; eine PoE-Einspeisung ist nicht vorgesehen."
JG394A,"Wofür wird der JG394A verwendet?||Der HPE 10500 24-port 1/10GBASE-T SF Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexNetwork-10500-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JG394A?||Der JG394A ist mit der Serie HPE FlexNetwork 10500, SF kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JG394A?||Der JG394A bietet 24× 1/10GBASE-T (RJ45); eine PoE-Einspeisung ist nicht vorgesehen."
JG396A,"Wofür wird der JG396A verwendet?||Der HPE 10500 4-port 40GbE CFP SF Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexNetwork-10500-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JG396A?||Der JG396A ist mit der Serie HPE FlexNetwork 10500, SF kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JG396A?||Der JG396A bietet 4× 40GbE CFP; eine PoE-Einspeisung ist nicht vorgesehen."
JG916A,"Wofür wird der JG916A verwendet?||Der HPE 10500 2-port 100GbE CFP SE Module ist eine Linecard (I/O-Modul) für die modularen HPE-FlexNetwork-10500-Chassis und übernimmt die Port-Anbindung im Chassis.##In welche Chassis passt der JG916A?||Der JG916A ist mit der Serie HPE FlexNetwork 10500, SE kompatibel und wird in einem passenden Steckplatz betrieben.##Wie viele Ports hat der JG916A?||Der JG916A bietet 2× 100GbE CFP; eine PoE-Einspeisung ist nicht vorgesehen."
