Artikelnummer,FAQ
WS-C3750X-48P-S,"Wie viele Ports hat der WS-C3750X-48P-S?||Der WS-C3750X-48P-S bietet 48× 10/100/1000-Ports plus einen modularen Uplink-Slot (optionales C3KX-NM-Modul, z. B. 2× 10G-SFP+); im Auslieferungszustand ohne Uplink-Modul.##Lässt sich der WS-C3750X-48P-S stapeln?||Ja, der WS-C3750X-48P-S unterstützt Cisco StackWise Plus (bis zu 9 Einheiten, 64 Gbit/s Stack-Ring, eine Verwaltungs-IP) sowie Cisco StackPower für geteilte Stromredundanz; er läuft unter Cisco IOS (IP Base).##Welches PoE-Budget hat der WS-C3750X-48P-S?||Der WS-C3750X-48P-S liefert PoE+ nach IEEE 802.3at (bis 30 W/Port) mit insgesamt 435 W für IP-Telefone, WLAN-APs und Kameras.##Was leistet die IP Base-Lizenz des WS-C3750X-48P-S?||Der WS-C3750X-48P-S ist ein Layer-3-Switch: die IP Base-Lizenz schaltet Routed Access (statisches Routing, RIP, EIGRP Stub, OSPF for Routed Access) frei. Innerhalb einer Konfiguration ist die Hardware identisch; nur die Lizenz unterscheidet sich."
WS-C3750X-48P-E,"Wie viele Ports hat der WS-C3750X-48P-E?||Der WS-C3750X-48P-E bietet 48× 10/100/1000-Ports plus einen modularen Uplink-Slot (optionales C3KX-NM-Modul, z. B. 2× 10G-SFP+); im Auslieferungszustand ohne Uplink-Modul.##Lässt sich der WS-C3750X-48P-E stapeln?||Ja, der WS-C3750X-48P-E unterstützt Cisco StackWise Plus (bis zu 9 Einheiten, 64 Gbit/s Stack-Ring, eine Verwaltungs-IP) sowie Cisco StackPower für geteilte Stromredundanz; er läuft unter Cisco IOS (IP Services).##Welches PoE-Budget hat der WS-C3750X-48P-E?||Der WS-C3750X-48P-E liefert PoE+ nach IEEE 802.3at (bis 30 W/Port) mit insgesamt 435 W für IP-Telefone, WLAN-APs und Kameras.##Was leistet die IP Services-Lizenz des WS-C3750X-48P-E?||Der WS-C3750X-48P-E ist ein Layer-3-Switch: die IP Services-Lizenz schaltet volles dynamisches Routing (OSPF, EIGRP, BGP, IS-IS, PBR, VRF-Lite, IPv6/OSPFv3) frei. Innerhalb einer Konfiguration ist die Hardware identisch; nur die Lizenz unterscheidet sich."
WS-C3750X-48PF-L,"Wie viele Ports hat der WS-C3750X-48PF-L?||Der WS-C3750X-48PF-L bietet 48× 10/100/1000-Ports plus einen modularen Uplink-Slot (optionales C3KX-NM-Modul, z. B. 2× 10G-SFP+); im Auslieferungszustand ohne Uplink-Modul.##Lässt sich der WS-C3750X-48PF-L stapeln?||Ja, der WS-C3750X-48PF-L unterstützt Cisco StackWise Plus (bis zu 9 Einheiten, 64 Gbit/s Stack-Ring, eine Verwaltungs-IP) sowie Cisco StackPower für geteilte Stromredundanz; er läuft unter Cisco IOS (LAN Base).##Welches PoE-Budget hat der WS-C3750X-48PF-L?||Der WS-C3750X-48PF-L liefert PoE+ nach IEEE 802.3at (bis 30 W/Port) mit insgesamt 800 W für IP-Telefone, WLAN-APs und Kameras.##Routet der WS-C3750X-48PF-L (LAN Base)?||Der WS-C3750X-48PF-L ist mit LAN Base ein reiner Layer-2-Switch (ausgereiftes Layer-2-Switching (VLANs, QoS, EtherChannel), kein dynamisches Routing). Für Routed Access gibt es dieselbe Hardware als IP-Base- (-S) oder IP-Services- (-E) Variante."
WS-C3750X-48PF-S,"Wie viele Ports hat der WS-C3750X-48PF-S?||Der WS-C3750X-48PF-S bietet 48× 10/100/1000-Ports plus einen modularen Uplink-Slot (optionales C3KX-NM-Modul, z. B. 2× 10G-SFP+); im Auslieferungszustand ohne Uplink-Modul.##Lässt sich der WS-C3750X-48PF-S stapeln?||Ja, der WS-C3750X-48PF-S unterstützt Cisco StackWise Plus (bis zu 9 Einheiten, 64 Gbit/s Stack-Ring, eine Verwaltungs-IP) sowie Cisco StackPower für geteilte Stromredundanz; er läuft unter Cisco IOS (IP Base).##Welches PoE-Budget hat der WS-C3750X-48PF-S?||Der WS-C3750X-48PF-S liefert PoE+ nach IEEE 802.3at (bis 30 W/Port) mit insgesamt 800 W für IP-Telefone, WLAN-APs und Kameras.##Was leistet die IP Base-Lizenz des WS-C3750X-48PF-S?||Der WS-C3750X-48PF-S ist ein Layer-3-Switch: die IP Base-Lizenz schaltet Routed Access (statisches Routing, RIP, EIGRP Stub, OSPF for Routed Access) frei. Innerhalb einer Konfiguration ist die Hardware identisch; nur die Lizenz unterscheidet sich."
WS-C3750X-48PF-E,"Wie viele Ports hat der WS-C3750X-48PF-E?||Der WS-C3750X-48PF-E bietet 48× 10/100/1000-Ports plus einen modularen Uplink-Slot (optionales C3KX-NM-Modul, z. B. 2× 10G-SFP+); im Auslieferungszustand ohne Uplink-Modul.##Lässt sich der WS-C3750X-48PF-E stapeln?||Ja, der WS-C3750X-48PF-E unterstützt Cisco StackWise Plus (bis zu 9 Einheiten, 64 Gbit/s Stack-Ring, eine Verwaltungs-IP) sowie Cisco StackPower für geteilte Stromredundanz; er läuft unter Cisco IOS (IP Services).##Welches PoE-Budget hat der WS-C3750X-48PF-E?||Der WS-C3750X-48PF-E liefert PoE+ nach IEEE 802.3at (bis 30 W/Port) mit insgesamt 800 W für IP-Telefone, WLAN-APs und Kameras.##Was leistet die IP Services-Lizenz des WS-C3750X-48PF-E?||Der WS-C3750X-48PF-E ist ein Layer-3-Switch: die IP Services-Lizenz schaltet volles dynamisches Routing (OSPF, EIGRP, BGP, IS-IS, PBR, VRF-Lite, IPv6/OSPFv3) frei. Innerhalb einer Konfiguration ist die Hardware identisch; nur die Lizenz unterscheidet sich."
WS-C3750X-24U-L,"Wie viele Ports hat der WS-C3750X-24U-L?||Der WS-C3750X-24U-L bietet 24× 10/100/1000-Ports plus einen modularen Uplink-Slot (optionales C3KX-NM-Modul, z. B. 2× 10G-SFP+); im Auslieferungszustand ohne Uplink-Modul.##Lässt sich der WS-C3750X-24U-L stapeln?||Ja, der WS-C3750X-24U-L unterstützt Cisco StackWise Plus (bis zu 9 Einheiten, 64 Gbit/s Stack-Ring, eine Verwaltungs-IP) sowie Cisco StackPower für geteilte Stromredundanz; er läuft unter Cisco IOS (LAN Base).##Welches PoE hat der WS-C3750X-24U-L?||Der WS-C3750X-24U-L bietet Cisco UPOE mit bis zu 60 W pro Port (800 W Budget, bis 1800 W mit zwei Netzteilen) – für TelePresence, Multiband-APs und leistungsstarke Endgeräte.##Routet der WS-C3750X-24U-L (LAN Base)?||Der WS-C3750X-24U-L ist mit LAN Base ein reiner Layer-2-Switch (ausgereiftes Layer-2-Switching (VLANs, QoS, EtherChannel), kein dynamisches Routing). Für Routed Access gibt es dieselbe Hardware als IP-Base- (-S) oder IP-Services- (-E) Variante."
WS-C3750X-24U-S,"Wie viele Ports hat der WS-C3750X-24U-S?||Der WS-C3750X-24U-S bietet 24× 10/100/1000-Ports plus einen modularen Uplink-Slot (optionales C3KX-NM-Modul, z. B. 2× 10G-SFP+); im Auslieferungszustand ohne Uplink-Modul.##Lässt sich der WS-C3750X-24U-S stapeln?||Ja, der WS-C3750X-24U-S unterstützt Cisco StackWise Plus (bis zu 9 Einheiten, 64 Gbit/s Stack-Ring, eine Verwaltungs-IP) sowie Cisco StackPower für geteilte Stromredundanz; er läuft unter Cisco IOS (IP Base).##Welches PoE hat der WS-C3750X-24U-S?||Der WS-C3750X-24U-S bietet Cisco UPOE mit bis zu 60 W pro Port (800 W Budget, bis 1800 W mit zwei Netzteilen) – für TelePresence, Multiband-APs und leistungsstarke Endgeräte.##Was leistet die IP Base-Lizenz des WS-C3750X-24U-S?||Der WS-C3750X-24U-S ist ein Layer-3-Switch: die IP Base-Lizenz schaltet Routed Access (statisches Routing, RIP, EIGRP Stub, OSPF for Routed Access) frei. Innerhalb einer Konfiguration ist die Hardware identisch; nur die Lizenz unterscheidet sich."
WS-C3750X-24U-E,"Wie viele Ports hat der WS-C3750X-24U-E?||Der WS-C3750X-24U-E bietet 24× 10/100/1000-Ports plus einen modularen Uplink-Slot (optionales C3KX-NM-Modul, z. B. 2× 10G-SFP+); im Auslieferungszustand ohne Uplink-Modul.##Lässt sich der WS-C3750X-24U-E stapeln?||Ja, der WS-C3750X-24U-E unterstützt Cisco StackWise Plus (bis zu 9 Einheiten, 64 Gbit/s Stack-Ring, eine Verwaltungs-IP) sowie Cisco StackPower für geteilte Stromredundanz; er läuft unter Cisco IOS (IP Services).##Welches PoE hat der WS-C3750X-24U-E?||Der WS-C3750X-24U-E bietet Cisco UPOE mit bis zu 60 W pro Port (800 W Budget, bis 1800 W mit zwei Netzteilen) – für TelePresence, Multiband-APs und leistungsstarke Endgeräte.##Was leistet die IP Services-Lizenz des WS-C3750X-24U-E?||Der WS-C3750X-24U-E ist ein Layer-3-Switch: die IP Services-Lizenz schaltet volles dynamisches Routing (OSPF, EIGRP, BGP, IS-IS, PBR, VRF-Lite, IPv6/OSPFv3) frei. Innerhalb einer Konfiguration ist die Hardware identisch; nur die Lizenz unterscheidet sich."
WS-C3750X-48U-L,"Wie viele Ports hat der WS-C3750X-48U-L?||Der WS-C3750X-48U-L bietet 48× 10/100/1000-Ports plus einen modularen Uplink-Slot (optionales C3KX-NM-Modul, z. B. 2× 10G-SFP+); im Auslieferungszustand ohne Uplink-Modul.##Lässt sich der WS-C3750X-48U-L stapeln?||Ja, der WS-C3750X-48U-L unterstützt Cisco StackWise Plus (bis zu 9 Einheiten, 64 Gbit/s Stack-Ring, eine Verwaltungs-IP) sowie Cisco StackPower für geteilte Stromredundanz; er läuft unter Cisco IOS (LAN Base).##Welches PoE hat der WS-C3750X-48U-L?||Der WS-C3750X-48U-L bietet Cisco UPOE mit bis zu 60 W pro Port (800 W Budget, bis 1800 W mit zwei Netzteilen) – für TelePresence, Multiband-APs und leistungsstarke Endgeräte.##Routet der WS-C3750X-48U-L (LAN Base)?||Der WS-C3750X-48U-L ist mit LAN Base ein reiner Layer-2-Switch (ausgereiftes Layer-2-Switching (VLANs, QoS, EtherChannel), kein dynamisches Routing). Für Routed Access gibt es dieselbe Hardware als IP-Base- (-S) oder IP-Services- (-E) Variante."
WS-C3750X-48U-S,"Wie viele Ports hat der WS-C3750X-48U-S?||Der WS-C3750X-48U-S bietet 48× 10/100/1000-Ports plus einen modularen Uplink-Slot (optionales C3KX-NM-Modul, z. B. 2× 10G-SFP+); im Auslieferungszustand ohne Uplink-Modul.##Lässt sich der WS-C3750X-48U-S stapeln?||Ja, der WS-C3750X-48U-S unterstützt Cisco StackWise Plus (bis zu 9 Einheiten, 64 Gbit/s Stack-Ring, eine Verwaltungs-IP) sowie Cisco StackPower für geteilte Stromredundanz; er läuft unter Cisco IOS (IP Base).##Welches PoE hat der WS-C3750X-48U-S?||Der WS-C3750X-48U-S bietet Cisco UPOE mit bis zu 60 W pro Port (800 W Budget, bis 1800 W mit zwei Netzteilen) – für TelePresence, Multiband-APs und leistungsstarke Endgeräte.##Was leistet die IP Base-Lizenz des WS-C3750X-48U-S?||Der WS-C3750X-48U-S ist ein Layer-3-Switch: die IP Base-Lizenz schaltet Routed Access (statisches Routing, RIP, EIGRP Stub, OSPF for Routed Access) frei. Innerhalb einer Konfiguration ist die Hardware identisch; nur die Lizenz unterscheidet sich."
WS-C3750X-48U-E,"Wie viele Ports hat der WS-C3750X-48U-E?||Der WS-C3750X-48U-E bietet 48× 10/100/1000-Ports plus einen modularen Uplink-Slot (optionales C3KX-NM-Modul, z. B. 2× 10G-SFP+); im Auslieferungszustand ohne Uplink-Modul.##Lässt sich der WS-C3750X-48U-E stapeln?||Ja, der WS-C3750X-48U-E unterstützt Cisco StackWise Plus (bis zu 9 Einheiten, 64 Gbit/s Stack-Ring, eine Verwaltungs-IP) sowie Cisco StackPower für geteilte Stromredundanz; er läuft unter Cisco IOS (IP Services).##Welches PoE hat der WS-C3750X-48U-E?||Der WS-C3750X-48U-E bietet Cisco UPOE mit bis zu 60 W pro Port (800 W Budget, bis 1800 W mit zwei Netzteilen) – für TelePresence, Multiband-APs und leistungsstarke Endgeräte.##Was leistet die IP Services-Lizenz des WS-C3750X-48U-E?||Der WS-C3750X-48U-E ist ein Layer-3-Switch: die IP Services-Lizenz schaltet volles dynamisches Routing (OSPF, EIGRP, BGP, IS-IS, PBR, VRF-Lite, IPv6/OSPFv3) frei. Innerhalb einer Konfiguration ist die Hardware identisch; nur die Lizenz unterscheidet sich."
WS-C3750X-12S-S,"Wie viele Ports hat der WS-C3750X-12S-S?||Der WS-C3750X-12S-S bietet 12× GE-SFP-Ports plus einen modularen Uplink-Slot (optionales C3KX-NM-Modul, z. B. 2× 10G-SFP+); im Auslieferungszustand ohne Uplink-Modul.##Lässt sich der WS-C3750X-12S-S stapeln?||Ja, der WS-C3750X-12S-S unterstützt Cisco StackWise Plus (bis zu 9 Einheiten, 64 Gbit/s Stack-Ring, eine Verwaltungs-IP) sowie Cisco StackPower für geteilte Stromredundanz; er läuft unter Cisco IOS (IP Base).##Hat der WS-C3750X-12S-S PoE?||Nein, der WS-C3750X-12S-S ist ein GE-SFP-Glasfaser-Aggregations-Switch ohne PoE-Ausgabe; PoE+-/UPOE-Varianten sind die Kupfer-P-/PF-/U-Modelle der 3750-X-Serie.##Was leistet die IP Base-Lizenz des WS-C3750X-12S-S?||Der WS-C3750X-12S-S ist ein Layer-3-Switch: die IP Base-Lizenz schaltet Routed Access (statisches Routing, RIP, EIGRP Stub, OSPF for Routed Access) frei. Innerhalb einer Konfiguration ist die Hardware identisch; nur die Lizenz unterscheidet sich."
WS-C3750X-12S-E,"Wie viele Ports hat der WS-C3750X-12S-E?||Der WS-C3750X-12S-E bietet 12× GE-SFP-Ports plus einen modularen Uplink-Slot (optionales C3KX-NM-Modul, z. B. 2× 10G-SFP+); im Auslieferungszustand ohne Uplink-Modul.##Lässt sich der WS-C3750X-12S-E stapeln?||Ja, der WS-C3750X-12S-E unterstützt Cisco StackWise Plus (bis zu 9 Einheiten, 64 Gbit/s Stack-Ring, eine Verwaltungs-IP) sowie Cisco StackPower für geteilte Stromredundanz; er läuft unter Cisco IOS (IP Services).##Hat der WS-C3750X-12S-E PoE?||Nein, der WS-C3750X-12S-E ist ein GE-SFP-Glasfaser-Aggregations-Switch ohne PoE-Ausgabe; PoE+-/UPOE-Varianten sind die Kupfer-P-/PF-/U-Modelle der 3750-X-Serie.##Was leistet die IP Services-Lizenz des WS-C3750X-12S-E?||Der WS-C3750X-12S-E ist ein Layer-3-Switch: die IP Services-Lizenz schaltet volles dynamisches Routing (OSPF, EIGRP, BGP, IS-IS, PBR, VRF-Lite, IPv6/OSPFv3) frei. Innerhalb einer Konfiguration ist die Hardware identisch; nur die Lizenz unterscheidet sich."
WS-C3750X-24S-S,"Wie viele Ports hat der WS-C3750X-24S-S?||Der WS-C3750X-24S-S bietet 24× GE-SFP-Ports plus einen modularen Uplink-Slot (optionales C3KX-NM-Modul, z. B. 2× 10G-SFP+); im Auslieferungszustand ohne Uplink-Modul.##Lässt sich der WS-C3750X-24S-S stapeln?||Ja, der WS-C3750X-24S-S unterstützt Cisco StackWise Plus (bis zu 9 Einheiten, 64 Gbit/s Stack-Ring, eine Verwaltungs-IP) sowie Cisco StackPower für geteilte Stromredundanz; er läuft unter Cisco IOS (IP Base).##Hat der WS-C3750X-24S-S PoE?||Nein, der WS-C3750X-24S-S ist ein GE-SFP-Glasfaser-Aggregations-Switch ohne PoE-Ausgabe; PoE+-/UPOE-Varianten sind die Kupfer-P-/PF-/U-Modelle der 3750-X-Serie.##Was leistet die IP Base-Lizenz des WS-C3750X-24S-S?||Der WS-C3750X-24S-S ist ein Layer-3-Switch: die IP Base-Lizenz schaltet Routed Access (statisches Routing, RIP, EIGRP Stub, OSPF for Routed Access) frei. Innerhalb einer Konfiguration ist die Hardware identisch; nur die Lizenz unterscheidet sich."
