Artikelnummer,Attributname,Attributwert,Source_URL,Confidence,Verified_At
SG350X-12PMV,Anwendung,"Wachsende kleine und mittlere Unternehmen, 10G-Server-/Storage-Anbindung, Glasfaser-Backbone und Wi-Fi-6-Aggregation; PoE+-Versorgung für leistungsstarke Access-Points und Kameras; echtes Stacking (bis 4 Einheiten, eine Verwaltungs-IP); managed über Web-UI, Smart Network Application (SNA) und FindIT, ohne Abo-Lizenz",https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-12PMV,SG350X-12PMV,EoL,"Cisco 350X Series End-of-Sale ~2021 (abgelöst durch CBS350/Catalyst 1300; 10G-/Stacking-Nische bleibt im Restkanal) — informativ geführt, nicht entfernt.",https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,2026-06-24T13:12:10Z
SG350X-24,Switch-Typ,Managed,https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24,Layer,L2,https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24,Portanzahl,28,https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24,Port-Konfiguration,24× 1G-RJ45 + 2× 10G-Combo + 2× 10G-SFP+,https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24,Port-Geschwindigkeit,1G (Uplink 10G),https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24,Uplink-Ports,2× 10G-Combo + 2× 10G-SFP+,https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24,PoE,Nein,https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24,Switching-Kapazität,128 Gbit/s,https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24,Durchsatz,"95,23 Mpps",https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24,Bauform,19-Zoll-Rackmontage (1 HE),https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24,Stromversorgung,100–240 V AC (50/60 Hz),https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24,Kühlung,"1 Lüfter (49,3 dB)",https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24,Stacking,"Ja – Echtes Stacking (bis zu 4 Einheiten, 208 Ports; Hybrid-Stack)",https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24,Betriebstemperatur,0 bis 50 °C,https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24,Anwendung,"Wachsende kleine und mittlere Unternehmen, 10G-Server-/Storage-Anbindung, Glasfaser-Backbone und Wi-Fi-6-Aggregation; reine 10G-Aggregation ohne PoE; echtes Stacking (bis 4 Einheiten, eine Verwaltungs-IP); managed über Web-UI, Smart Network Application (SNA) und FindIT, ohne Abo-Lizenz",https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24,SG350X-24,EoL,"Cisco 350X Series End-of-Sale ~2021 (abgelöst durch CBS350/Catalyst 1300; 10G-/Stacking-Nische bleibt im Restkanal) — informativ geführt, nicht entfernt.",https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,2026-06-24T13:12:10Z
SG350X-24P,Switch-Typ,Managed,https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24P,Layer,L2,https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24P,Portanzahl,28,https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24P,Port-Konfiguration,24× 1G-RJ45 (PoE+) + 2× 10G-Combo + 2× 10G-SFP+,https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24P,Port-Geschwindigkeit,1G (Uplink 10G),https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24P,Uplink-Ports,2× 10G-Combo + 2× 10G-SFP+,https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24P,PoE,"Ja – PoE+ (802.3af/at) inkl. 4× 60-W-PoE-Ports, 195 W",https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24P,Switching-Kapazität,128 Gbit/s,https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24P,Durchsatz,"95,23 Mpps",https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24P,Bauform,19-Zoll-Rackmontage (1 HE),https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24P,Stromversorgung,100–240 V AC (50/60 Hz),https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24P,Kühlung,"2 Lüfter (52,9 dB)",https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24P,Stacking,"Ja – Echtes Stacking (bis zu 4 Einheiten, 208 Ports; Hybrid-Stack)",https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24P,Betriebstemperatur,0 bis 50 °C,https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24P,Anwendung,"Wachsende kleine und mittlere Unternehmen, 10G-Server-/Storage-Anbindung, Glasfaser-Backbone und Wi-Fi-6-Aggregation; PoE+-Versorgung für leistungsstarke Access-Points und Kameras; echtes Stacking (bis 4 Einheiten, eine Verwaltungs-IP); managed über Web-UI, Smart Network Application (SNA) und FindIT, ohne Abo-Lizenz",https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24P,SG350X-24P,EoL,"Cisco 350X Series End-of-Sale ~2021 (abgelöst durch CBS350/Catalyst 1300; 10G-/Stacking-Nische bleibt im Restkanal) — informativ geführt, nicht entfernt.",https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,2026-06-24T13:12:10Z
SG350X-24MP,Switch-Typ,Managed,https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24MP,Layer,L2,https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24MP,Portanzahl,28,https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24MP,Port-Konfiguration,24× 1G-RJ45 (PoE+) + 2× 10G-Combo + 2× 10G-SFP+,https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24MP,Port-Geschwindigkeit,1G (Uplink 10G),https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24MP,Uplink-Ports,2× 10G-Combo + 2× 10G-SFP+,https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24MP,PoE,"Ja – PoE+ (802.3af/at) inkl. 4× 60-W-PoE-Ports, 382 W",https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24MP,Switching-Kapazität,128 Gbit/s,https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24MP,Durchsatz,"95,23 Mpps",https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24MP,Bauform,19-Zoll-Rackmontage (1 HE),https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24MP,Stromversorgung,100–240 V AC (50/60 Hz),https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24MP,Kühlung,"2 Lüfter (52,3 dB)",https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24MP,Stacking,"Ja – Echtes Stacking (bis zu 4 Einheiten, 208 Ports; Hybrid-Stack)",https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24MP,Betriebstemperatur,0 bis 50 °C,https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24MP,Anwendung,"Wachsende kleine und mittlere Unternehmen, 10G-Server-/Storage-Anbindung, Glasfaser-Backbone und Wi-Fi-6-Aggregation; PoE+-Versorgung für leistungsstarke Access-Points und Kameras; echtes Stacking (bis 4 Einheiten, eine Verwaltungs-IP); managed über Web-UI, Smart Network Application (SNA) und FindIT, ohne Abo-Lizenz",https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24MP,SG350X-24MP,EoL,"Cisco 350X Series End-of-Sale ~2021 (abgelöst durch CBS350/Catalyst 1300; 10G-/Stacking-Nische bleibt im Restkanal) — informativ geführt, nicht entfernt.",https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,2026-06-24T13:12:10Z
SG350X-24PD,Switch-Typ,Managed,https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24PD,Layer,L2,https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24PD,Portanzahl,28,https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24PD,Port-Konfiguration,"20× 1G-RJ45 (PoE+) + 4× 2,5G-RJ45 (PoE+) + 2× 10G-Combo + 2× 10G-SFP+",https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24PD,Port-Geschwindigkeit,"1G/2,5G (Uplink 10G)",https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24PD,Uplink-Ports,2× 10G-Combo + 2× 10G-SFP+,https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24PD,PoE,"Ja – PoE+ (802.3af/at) inkl. 4× 60-W-PoE-Ports, 375 W",https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24PD,Switching-Kapazität,140 Gbit/s,https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24PD,Durchsatz,"104,16 Mpps",https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24PD,Bauform,19-Zoll-Rackmontage (1 HE),https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24PD,Stromversorgung,100–240 V AC (50/60 Hz),https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24PD,Kühlung,"3 Lüfter (45,1 dB)",https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24PD,Stacking,"Ja – Echtes Stacking (bis zu 4 Einheiten, 208 Ports; Hybrid-Stack)",https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24PD,Betriebstemperatur,0 bis 50 °C,https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24PD,Anwendung,"Wachsende kleine und mittlere Unternehmen, 10G-Server-/Storage-Anbindung, Glasfaser-Backbone und Wi-Fi-6-Aggregation; PoE+-Versorgung für leistungsstarke Access-Points und Kameras; echtes Stacking (bis 4 Einheiten, eine Verwaltungs-IP); managed über Web-UI, Smart Network Application (SNA) und FindIT, ohne Abo-Lizenz",https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24PD,SG350X-24PD,EoL,"Cisco 350X Series End-of-Sale ~2021 (abgelöst durch CBS350/Catalyst 1300; 10G-/Stacking-Nische bleibt im Restkanal) — informativ geführt, nicht entfernt.",https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,2026-06-24T13:12:10Z
SG350X-24PV,Switch-Typ,Managed,https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24PV,Layer,L2,https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24PV,Portanzahl,28,https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24PV,Port-Konfiguration,16× 1G-RJ45 (PoE+) + 8× 5G-RJ45 (PoE+) + 2× 10G-Combo + 2× 10G-SFP+,https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24PV,Port-Geschwindigkeit,1G/5G (Uplink 10G),https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24PV,Uplink-Ports,2× 10G-Combo + 2× 10G-SFP+,https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24PV,PoE,"Ja – PoE+ (802.3af/at) inkl. 8× 60-W-PoE-Ports, 375 W",https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24PV,Switching-Kapazität,192 Gbit/s,https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24PV,Durchsatz,"142,85 Mpps",https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24PV,Bauform,19-Zoll-Rackmontage (1 HE),https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24PV,Stromversorgung,100–240 V AC (50/60 Hz),https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24PV,Kühlung,"3 Lüfter (55,3 dB)",https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24PV,Stacking,"Ja – Echtes Stacking (bis zu 4 Einheiten, 208 Ports; Hybrid-Stack)",https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24PV,Betriebstemperatur,0 bis 50 °C,https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24PV,Anwendung,"Wachsende kleine und mittlere Unternehmen, 10G-Server-/Storage-Anbindung, Glasfaser-Backbone und Wi-Fi-6-Aggregation; PoE+-Versorgung für leistungsstarke Access-Points und Kameras; echtes Stacking (bis 4 Einheiten, eine Verwaltungs-IP); managed über Web-UI, Smart Network Application (SNA) und FindIT, ohne Abo-Lizenz",https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-24PV,SG350X-24PV,EoL,"Cisco 350X Series End-of-Sale ~2021 (abgelöst durch CBS350/Catalyst 1300; 10G-/Stacking-Nische bleibt im Restkanal) — informativ geführt, nicht entfernt.",https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,2026-06-24T13:12:10Z
SG350X-48,Switch-Typ,Managed,https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-48,Layer,L2,https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
SG350X-48,Portanzahl,52,https://www.cisco.com/c/en/us/products/collateral/switches/350x-series-stackable-managed-switches/datasheet-c78-735986.html,datasheet,2026-06-24T13:12:10Z
