Artikelnummer,FAQ
C9200L-24P-4G,"Wie viele Ports hat der C9200L-24P-4G?||Der C9200L-24P-4G bietet insgesamt 28 Ports: 24× Gigabit-RJ45 (PoE+, 30 W) + 4× 1G-SFP (Uplink).##Wie hoch ist das PoE-Budget des C9200L-24P-4G?||Der C9200L-24P-4G stellt Ja (PoE+ 802.3at, 30 W/Port, Budget 370 W mit Primärnetzteil, mit 2. Netzteil erweiterbar) bereit und versorgt angeschlossene Geräte direkt über das Netzwerkkabel.##Lässt sich der C9200L-24P-4G stapeln (Stacking)?||Ja. Der C9200L-24P-4G unterstützt Ja (StackWise-80, 80 Gbit/s, bis 8 Einheiten) und lässt sich so zu einem logischen Switch zusammenfassen."
C9200L-48T-4G,"Wie viele Ports hat der C9200L-48T-4G?||Der C9200L-48T-4G bietet insgesamt 52 Ports: 48× Gigabit-RJ45 (Data) + 4× 1G-SFP (Uplink).##Unterstützt der C9200L-48T-4G Layer-3-Routing?||Ja. Der C9200L-48T-4G ist ein Managed Switch (L3) und beherrscht unter Cisco IOS XE statisches und dynamisches Routing (Network Essentials/Advantage).##Lässt sich der C9200L-48T-4G stapeln (Stacking)?||Ja. Der C9200L-48T-4G unterstützt Ja (StackWise-80, 80 Gbit/s, bis 8 Einheiten) und lässt sich so zu einem logischen Switch zusammenfassen."
C9200L-48P-4G,"Wie viele Ports hat der C9200L-48P-4G?||Der C9200L-48P-4G bietet insgesamt 52 Ports: 48× Gigabit-RJ45 (PoE+, 30 W) + 4× 1G-SFP (Uplink).##Wie hoch ist das PoE-Budget des C9200L-48P-4G?||Der C9200L-48P-4G stellt Ja (PoE+ 802.3at, 30 W/Port, Budget 740 W mit Primärnetzteil, mit 2. Netzteil erweiterbar) bereit und versorgt angeschlossene Geräte direkt über das Netzwerkkabel.##Lässt sich der C9200L-48P-4G stapeln (Stacking)?||Ja. Der C9200L-48P-4G unterstützt Ja (StackWise-80, 80 Gbit/s, bis 8 Einheiten) und lässt sich so zu einem logischen Switch zusammenfassen."
C9200L-48PL-4G,"Wie viele Ports hat der C9200L-48PL-4G?||Der C9200L-48PL-4G bietet insgesamt 52 Ports: 48× Gigabit-RJ45 (PoE+, 30 W, teilbestückt) + 4× 1G-SFP (Uplink).##Wie hoch ist das PoE-Budget des C9200L-48PL-4G?||Der C9200L-48PL-4G stellt Ja (PoE+ 802.3at, 30 W/Port, Budget 370 W mit Primärnetzteil, mit 2. Netzteil erweiterbar) bereit und versorgt angeschlossene Geräte direkt über das Netzwerkkabel.##Lässt sich der C9200L-48PL-4G stapeln (Stacking)?||Ja. Der C9200L-48PL-4G unterstützt Ja (StackWise-80, 80 Gbit/s, bis 8 Einheiten) und lässt sich so zu einem logischen Switch zusammenfassen."
C9200L-24T-4X,"Wie viele Ports hat der C9200L-24T-4X?||Der C9200L-24T-4X bietet insgesamt 28 Ports: 24× Gigabit-RJ45 (Data) + 4× 10G/1G-SFP+ (Uplink).##Unterstützt der C9200L-24T-4X Layer-3-Routing?||Ja. Der C9200L-24T-4X ist ein Managed Switch (L3) und beherrscht unter Cisco IOS XE statisches und dynamisches Routing (Network Essentials/Advantage).##Lässt sich der C9200L-24T-4X stapeln (Stacking)?||Ja. Der C9200L-24T-4X unterstützt Ja (StackWise-80, 80 Gbit/s, bis 8 Einheiten) und lässt sich so zu einem logischen Switch zusammenfassen."
C9200L-24P-4X,"Wie viele Ports hat der C9200L-24P-4X?||Der C9200L-24P-4X bietet insgesamt 28 Ports: 24× Gigabit-RJ45 (PoE+, 30 W) + 4× 10G/1G-SFP+ (Uplink).##Wie hoch ist das PoE-Budget des C9200L-24P-4X?||Der C9200L-24P-4X stellt Ja (PoE+ 802.3at, 30 W/Port, Budget 370 W mit Primärnetzteil, mit 2. Netzteil erweiterbar) bereit und versorgt angeschlossene Geräte direkt über das Netzwerkkabel.##Lässt sich der C9200L-24P-4X stapeln (Stacking)?||Ja. Der C9200L-24P-4X unterstützt Ja (StackWise-80, 80 Gbit/s, bis 8 Einheiten) und lässt sich so zu einem logischen Switch zusammenfassen."
C9200L-48T-4X,"Wie viele Ports hat der C9200L-48T-4X?||Der C9200L-48T-4X bietet insgesamt 52 Ports: 48× Gigabit-RJ45 (Data) + 4× 10G/1G-SFP+ (Uplink).##Unterstützt der C9200L-48T-4X Layer-3-Routing?||Ja. Der C9200L-48T-4X ist ein Managed Switch (L3) und beherrscht unter Cisco IOS XE statisches und dynamisches Routing (Network Essentials/Advantage).##Lässt sich der C9200L-48T-4X stapeln (Stacking)?||Ja. Der C9200L-48T-4X unterstützt Ja (StackWise-80, 80 Gbit/s, bis 8 Einheiten) und lässt sich so zu einem logischen Switch zusammenfassen."
C9200L-48P-4X,"Wie viele Ports hat der C9200L-48P-4X?||Der C9200L-48P-4X bietet insgesamt 52 Ports: 48× Gigabit-RJ45 (PoE+, 30 W) + 4× 10G/1G-SFP+ (Uplink).##Wie hoch ist das PoE-Budget des C9200L-48P-4X?||Der C9200L-48P-4X stellt Ja (PoE+ 802.3at, 30 W/Port, Budget 740 W mit Primärnetzteil, mit 2. Netzteil erweiterbar) bereit und versorgt angeschlossene Geräte direkt über das Netzwerkkabel.##Lässt sich der C9200L-48P-4X stapeln (Stacking)?||Ja. Der C9200L-48P-4X unterstützt Ja (StackWise-80, 80 Gbit/s, bis 8 Einheiten) und lässt sich so zu einem logischen Switch zusammenfassen."
C9200L-48PL-4X,"Wie viele Ports hat der C9200L-48PL-4X?||Der C9200L-48PL-4X bietet insgesamt 52 Ports: 48× Gigabit-RJ45 (PoE+, 30 W, teilbestückt) + 4× 10G/1G-SFP+ (Uplink).##Wie hoch ist das PoE-Budget des C9200L-48PL-4X?||Der C9200L-48PL-4X stellt Ja (PoE+ 802.3at, 30 W/Port, Budget 370 W mit Primärnetzteil, mit 2. Netzteil erweiterbar) bereit und versorgt angeschlossene Geräte direkt über das Netzwerkkabel.##Lässt sich der C9200L-48PL-4X stapeln (Stacking)?||Ja. Der C9200L-48PL-4X unterstützt Ja (StackWise-80, 80 Gbit/s, bis 8 Einheiten) und lässt sich so zu einem logischen Switch zusammenfassen."
C9200L-24PXG-4X,"Wie viele Ports hat der C9200L-24PXG-4X?||Der C9200L-24PXG-4X bietet insgesamt 28 Ports: 8× 10G-Multigigabit-RJ45 (PoE+) + 16× Gigabit-RJ45 (PoE+) + 4× 10G/1G-SFP+ (Uplink).##Wie hoch ist das PoE-Budget des C9200L-24PXG-4X?||Der C9200L-24PXG-4X stellt Ja (PoE+ 802.3at, 30 W/Port, Budget 370 W mit Primärnetzteil, mit 2. Netzteil erweiterbar) bereit und versorgt angeschlossene Geräte direkt über das Netzwerkkabel.##Lässt sich der C9200L-24PXG-4X stapeln (Stacking)?||Ja. Der C9200L-24PXG-4X unterstützt Ja (StackWise-80, 80 Gbit/s, bis 8 Einheiten) und lässt sich so zu einem logischen Switch zusammenfassen."
C9200L-48PXG-4X,"Wie viele Ports hat der C9200L-48PXG-4X?||Der C9200L-48PXG-4X bietet insgesamt 52 Ports: 12× 10G-Multigigabit-RJ45 (PoE+) + 36× Gigabit-RJ45 (PoE+) + 4× 10G/1G-SFP+ (Uplink).##Wie hoch ist das PoE-Budget des C9200L-48PXG-4X?||Der C9200L-48PXG-4X stellt Ja (PoE+ 802.3at, 30 W/Port, Budget 740 W mit Primärnetzteil, mit 2. Netzteil erweiterbar) bereit und versorgt angeschlossene Geräte direkt über das Netzwerkkabel.##Lässt sich der C9200L-48PXG-4X stapeln (Stacking)?||Ja. Der C9200L-48PXG-4X unterstützt Ja (StackWise-80, 80 Gbit/s, bis 8 Einheiten) und lässt sich so zu einem logischen Switch zusammenfassen."
C9200L-24PXG-2Y,"Wie viele Ports hat der C9200L-24PXG-2Y?||Der C9200L-24PXG-2Y bietet insgesamt 26 Ports: 8× 10G-Multigigabit-RJ45 (PoE+) + 16× Gigabit-RJ45 (PoE+) + 2× 25G/10G/1G-SFP28 (Uplink).##Wie hoch ist das PoE-Budget des C9200L-24PXG-2Y?||Der C9200L-24PXG-2Y stellt Ja (PoE+ 802.3at, 30 W/Port, Budget 370 W mit Primärnetzteil, mit 2. Netzteil erweiterbar) bereit und versorgt angeschlossene Geräte direkt über das Netzwerkkabel.##Lässt sich der C9200L-24PXG-2Y stapeln (Stacking)?||Ja. Der C9200L-24PXG-2Y unterstützt Ja (StackWise-80, 80 Gbit/s, bis 8 Einheiten) und lässt sich so zu einem logischen Switch zusammenfassen."
C9200L-48PXG-2Y,"Wie viele Ports hat der C9200L-48PXG-2Y?||Der C9200L-48PXG-2Y bietet insgesamt 50 Ports: 8× 10G-Multigigabit-RJ45 (PoE+) + 40× Gigabit-RJ45 (PoE+) + 2× 25G/10G/1G-SFP28 (Uplink).##Wie hoch ist das PoE-Budget des C9200L-48PXG-2Y?||Der C9200L-48PXG-2Y stellt Ja (PoE+ 802.3at, 30 W/Port, Budget 740 W mit Primärnetzteil, mit 2. Netzteil erweiterbar) bereit und versorgt angeschlossene Geräte direkt über das Netzwerkkabel.##Lässt sich der C9200L-48PXG-2Y stapeln (Stacking)?||Ja. Der C9200L-48PXG-2Y unterstützt Ja (StackWise-80, 80 Gbit/s, bis 8 Einheiten) und lässt sich so zu einem logischen Switch zusammenfassen."
C9200CX-12T-2X2G,"Wie viele Ports hat der C9200CX-12T-2X2G?||Der C9200CX-12T-2X2G bietet insgesamt 17 Ports: 12× Gigabit-RJ45 (Data) + 2× 10G-SFP+ (Uplink) + 2× 1G-Kupfer (Uplink) + 1× 1G-Kupfer (PD/Uplink).##Unterstützt der C9200CX-12T-2X2G Layer-3-Routing?||Ja. Der C9200CX-12T-2X2G ist ein Managed Switch (L3) und beherrscht unter Cisco IOS XE statisches und dynamisches Routing (Network Essentials/Advantage).##Ist der C9200CX-12T-2X2G lüfterlos?||Ja. Der C9200CX-12T-2X2G ist ein kompakter, lüfterloser Switch (passive Kühlung) für den geräuschempfindlichen Einsatz außerhalb des Serverraums."
C9200CX-12P-2X2G,"Wie viele Ports hat der C9200CX-12P-2X2G?||Der C9200CX-12P-2X2G bietet insgesamt 16 Ports: 12× Gigabit-RJ45 (PoE+, 30 W) + 2× 10G-SFP+ (Uplink) + 2× 1G-Kupfer (Uplink).##Wie hoch ist das PoE-Budget des C9200CX-12P-2X2G?||Der C9200CX-12P-2X2G stellt Ja (PoE+ 802.3at, 30 W/Port, Budget 240 W mit Primärnetzteil, mit 2. Netzteil erweiterbar) bereit und versorgt angeschlossene Geräte direkt über das Netzwerkkabel.##Ist der C9200CX-12P-2X2G lüfterlos?||Ja. Der C9200CX-12P-2X2G ist ein kompakter, lüfterloser Switch (passive Kühlung) für den geräuschempfindlichen Einsatz außerhalb des Serverraums."
C9200CX-8P-2X2G,"Wie viele Ports hat der C9200CX-8P-2X2G?||Der C9200CX-8P-2X2G bietet insgesamt 12 Ports: 8× Gigabit-RJ45 (PoE+, 30 W) + 2× 10G-SFP+ (Uplink) + 2× 1G-Kupfer (Uplink).##Wie hoch ist das PoE-Budget des C9200CX-8P-2X2G?||Der C9200CX-8P-2X2G stellt Ja (PoE+ 802.3at, 30 W/Port, Budget 240 W mit Primärnetzteil, mit 2. Netzteil erweiterbar) bereit und versorgt angeschlossene Geräte direkt über das Netzwerkkabel.##Ist der C9200CX-8P-2X2G lüfterlos?||Ja. Der C9200CX-8P-2X2G ist ein kompakter, lüfterloser Switch (passive Kühlung) für den geräuschempfindlichen Einsatz außerhalb des Serverraums."
C9200CX-8UXG-2X,"Wie viele Ports hat der C9200CX-8UXG-2X?||Der C9200CX-8UXG-2X bietet insgesamt 10 Ports: 4× 10G-Multigigabit-RJ45 (UPOE) + 4× Gigabit-RJ45 (UPOE) + 2× 10G-SFP+ (Uplink).##Wie hoch ist das PoE-Budget des C9200CX-8UXG-2X?||Der C9200CX-8UXG-2X stellt Ja (Cisco UPOE, 60 W/Port, Budget 240 W mit Primärnetzteil) bereit und versorgt angeschlossene Geräte direkt über das Netzwerkkabel.##Ist der C9200CX-8UXG-2X lüfterlos?||Ja. Der C9200CX-8UXG-2X ist ein kompakter, lüfterloser Switch (passive Kühlung) für den geräuschempfindlichen Einsatz außerhalb des Serverraums."
C9200CX-12P-2XGH,"Wie viele Ports hat der C9200CX-12P-2XGH?||Der C9200CX-12P-2XGH bietet insgesamt 16 Ports: 12× Gigabit-RJ45 (PoE+, 30 W) + 2× 10G-SFP+ (Uplink) + 2× 1G-Kupfer (Uplink).##Wie hoch ist das PoE-Budget des C9200CX-12P-2XGH?||Der C9200CX-12P-2XGH stellt Ja (PoE+ 802.3at, 30 W/Port, Budget 240 W mit Primärnetzteil, mit 2. Netzteil erweiterbar) bereit und versorgt angeschlossene Geräte direkt über das Netzwerkkabel.##Ist der C9200CX-12P-2XGH lüfterlos?||Ja. Der C9200CX-12P-2XGH ist ein kompakter, lüfterloser Switch (passive Kühlung) für den geräuschempfindlichen Einsatz außerhalb des Serverraums."
C9200CX-8P-2XGH,"Wie viele Ports hat der C9200CX-8P-2XGH?||Der C9200CX-8P-2XGH bietet insgesamt 12 Ports: 8× Gigabit-RJ45 (PoE+, 30 W) + 2× 10G-SFP+ (Uplink) + 2× 1G-Kupfer (Uplink).##Wie hoch ist das PoE-Budget des C9200CX-8P-2XGH?||Der C9200CX-8P-2XGH stellt Ja (PoE+ 802.3at, 30 W/Port, Budget 240 W mit Primärnetzteil, mit 2. Netzteil erweiterbar) bereit und versorgt angeschlossene Geräte direkt über das Netzwerkkabel.##Ist der C9200CX-8P-2XGH lüfterlos?||Ja. Der C9200CX-8P-2XGH ist ein kompakter, lüfterloser Switch (passive Kühlung) für den geräuschempfindlichen Einsatz außerhalb des Serverraums."
C9200CX-8UXG-2XH,"Wie viele Ports hat der C9200CX-8UXG-2XH?||Der C9200CX-8UXG-2XH bietet insgesamt 10 Ports: 4× 10G-Multigigabit-RJ45 (UPOE) + 4× Gigabit-RJ45 (UPOE) + 2× 10G-SFP+ (Uplink).##Wie hoch ist das PoE-Budget des C9200CX-8UXG-2XH?||Der C9200CX-8UXG-2XH stellt Ja (Cisco UPOE, 60 W/Port, Budget 240 W mit Primärnetzteil) bereit und versorgt angeschlossene Geräte direkt über das Netzwerkkabel.##Ist der C9200CX-8UXG-2XH lüfterlos?||Ja. Der C9200CX-8UXG-2XH ist ein kompakter, lüfterloser Switch (passive Kühlung) für den geräuschempfindlichen Einsatz außerhalb des Serverraums."
C9200CX-8PT-2G,"Wie viele Ports hat der C9200CX-8PT-2G?||Der C9200CX-8PT-2G bietet insgesamt 10 Ports: 8× Gigabit-RJ45 (PoE+, 30 W) + 2× 1G-Kupfer (UPOE+-Durchleitung, Uplink).##Wie hoch ist das PoE-Budget des C9200CX-8PT-2G?||Der C9200CX-8PT-2G stellt Ja (PoE+ 802.3at, 30 W/Port, Budget 180–240 W über UPOE+-Uplink-Speisung) bereit und versorgt angeschlossene Geräte direkt über das Netzwerkkabel.##Ist der C9200CX-8PT-2G lüfterlos?||Ja. Der C9200CX-8PT-2G ist ein kompakter, lüfterloser Switch (passive Kühlung) für den geräuschempfindlichen Einsatz außerhalb des Serverraums."
