Artikelnummer,Attributname,Attributwert
R9B43A,FAQ,"Welche Datenrate und Bauform hat das R9B43A?||Das R9B43A ist ein QSFP-DD-Kabel mit 400 Gbit/s.##Welche Länge hat das R9B43A?||Das R9B43A hat eine feste Länge von 7 m (Aktives optisches Kabel (AOC)).##Benötigt das R9B43A eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##In welchem Temperaturbereich arbeitet das R9B43A?||Das R9B43A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das R9B43A typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das R9B43A mit HPE-Geräten kompatibel?||Das R9B43A ist eine HPE-Kabel-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
R9B47A,FAQ,"Welche Datenrate und Bauform hat das R9B47A?||Das R9B47A ist ein QSFP-DD-Kabel mit 400 Gbit/s.##Welche Länge hat das R9B47A?||Das R9B47A hat eine feste Länge von 15 m (Aktives optisches Kabel (AOC)).##Benötigt das R9B47A eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##In welchem Temperaturbereich arbeitet das R9B47A?||Das R9B47A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das R9B47A typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das R9B47A mit HPE-Geräten kompatibel?||Das R9B47A ist eine HPE-Kabel-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
R9B46A,FAQ,"Welche Datenrate und Bauform hat das R9B46A?||Das R9B46A ist ein QSFP-DD-Kabel mit 400 Gbit/s.##Welche Länge hat das R9B46A?||Das R9B46A hat eine feste Länge von 30 m (Aktives optisches Kabel (AOC)).##Benötigt das R9B46A eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##In welchem Temperaturbereich arbeitet das R9B46A?||Das R9B46A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das R9B46A typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das R9B46A mit HPE-Geräten kompatibel?||Das R9B46A ist eine HPE-Kabel-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
R9B44A,FAQ,"Welche Datenrate und Bauform hat das R9B44A?||Das R9B44A ist ein QSFP-DD-Kabel mit 400 Gbit/s.##Welche Länge hat das R9B44A?||Das R9B44A hat eine feste Länge von 50 m (Aktives optisches Kabel (AOC)).##Benötigt das R9B44A eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##In welchem Temperaturbereich arbeitet das R9B44A?||Das R9B44A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das R9B44A typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das R9B44A mit HPE-Geräten kompatibel?||Das R9B44A ist eine HPE-Kabel-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
R9B50A,FAQ,"Welche Datenrate und Bauform hat das R9B50A?||Das R9B50A ist ein QSFP-DD-Kabel mit 400 Gbit/s.##Welche Länge hat das R9B50A?||Das R9B50A hat eine feste Länge von 3 m (Aktives optisches Kabel (AOC)).##Benötigt das R9B50A eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das R9B50A?||Das R9B50A ist als QSFP-DD auf 4x QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das R9B50A?||Das R9B50A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das R9B50A typischerweise eingesetzt?||Typischer Einsatz: 4x QSFP56.##Ist das R9B50A mit HPE-Geräten kompatibel?||Das R9B50A ist eine HPE-Kabel-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
R9B48A,FAQ,"Welche Datenrate und Bauform hat das R9B48A?||Das R9B48A ist ein QSFP-DD-Kabel mit 400 Gbit/s.##Welche Länge hat das R9B48A?||Das R9B48A hat eine feste Länge von 7 m (Aktives optisches Kabel (AOC)).##Benötigt das R9B48A eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das R9B48A?||Das R9B48A ist als QSFP-DD auf 4x QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das R9B48A?||Das R9B48A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das R9B48A typischerweise eingesetzt?||Typischer Einsatz: 4x QSFP56.##Ist das R9B48A mit HPE-Geräten kompatibel?||Das R9B48A ist eine HPE-Kabel-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
R9B52A,FAQ,"Welche Datenrate und Bauform hat das R9B52A?||Das R9B52A ist ein QSFP-DD-Kabel mit 400 Gbit/s.##Welche Länge hat das R9B52A?||Das R9B52A hat eine feste Länge von 15 m (Aktives optisches Kabel (AOC)).##Benötigt das R9B52A eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das R9B52A?||Das R9B52A ist als QSFP-DD auf 4x QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das R9B52A?||Das R9B52A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das R9B52A typischerweise eingesetzt?||Typischer Einsatz: 4x QSFP56.##Ist das R9B52A mit HPE-Geräten kompatibel?||Das R9B52A ist eine HPE-Kabel-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
R9B51A,FAQ,"Welche Datenrate und Bauform hat das R9B51A?||Das R9B51A ist ein QSFP-DD-Kabel mit 400 Gbit/s.##Welche Länge hat das R9B51A?||Das R9B51A hat eine feste Länge von 30 m (Aktives optisches Kabel (AOC)).##Benötigt das R9B51A eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das R9B51A?||Das R9B51A ist als QSFP-DD auf 4x QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das R9B51A?||Das R9B51A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das R9B51A typischerweise eingesetzt?||Typischer Einsatz: 4x QSFP56.##Ist das R9B51A mit HPE-Geräten kompatibel?||Das R9B51A ist eine HPE-Kabel-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
R9B49A,FAQ,"Welche Datenrate und Bauform hat das R9B49A?||Das R9B49A ist ein QSFP-DD-Kabel mit 400 Gbit/s.##Welche Länge hat das R9B49A?||Das R9B49A hat eine feste Länge von 50 m (Aktives optisches Kabel (AOC)).##Benötigt das R9B49A eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das R9B49A?||Das R9B49A ist als QSFP-DD auf 4x QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das R9B49A?||Das R9B49A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das R9B49A typischerweise eingesetzt?||Typischer Einsatz: 4x QSFP56.##Ist das R9B49A mit HPE-Geräten kompatibel?||Das R9B49A ist eine HPE-Kabel-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
R9B55A,FAQ,"Welche Datenrate und Bauform hat das R9B55A?||Das R9B55A ist ein QSFP-DD-Kabel mit 400 Gbit/s.##Welche Länge hat das R9B55A?||Das R9B55A hat eine feste Länge von 3 m (Aktives optisches Kabel (AOC)).##Benötigt das R9B55A eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das R9B55A?||Das R9B55A ist als QSFP-DD auf 2x QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das R9B55A?||Das R9B55A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das R9B55A typischerweise eingesetzt?||Typischer Einsatz: 2x QSFP56.##Ist das R9B55A mit HPE-Geräten kompatibel?||Das R9B55A ist eine HPE-Kabel-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
R9B53A,FAQ,"Welche Datenrate und Bauform hat das R9B53A?||Das R9B53A ist ein QSFP-DD-Kabel mit 400 Gbit/s.##Welche Länge hat das R9B53A?||Das R9B53A hat eine feste Länge von 7 m (Aktives optisches Kabel (AOC)).##Benötigt das R9B53A eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das R9B53A?||Das R9B53A ist als QSFP-DD auf 2x QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das R9B53A?||Das R9B53A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das R9B53A typischerweise eingesetzt?||Typischer Einsatz: 2x QSFP56.##Ist das R9B53A mit HPE-Geräten kompatibel?||Das R9B53A ist eine HPE-Kabel-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
R9B57A,FAQ,"Welche Datenrate und Bauform hat das R9B57A?||Das R9B57A ist ein QSFP-DD-Kabel mit 400 Gbit/s.##Welche Länge hat das R9B57A?||Das R9B57A hat eine feste Länge von 15 m (Aktives optisches Kabel (AOC)).##Benötigt das R9B57A eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das R9B57A?||Das R9B57A ist als QSFP-DD auf 2x QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das R9B57A?||Das R9B57A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das R9B57A typischerweise eingesetzt?||Typischer Einsatz: 2x QSFP56.##Ist das R9B57A mit HPE-Geräten kompatibel?||Das R9B57A ist eine HPE-Kabel-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
R9B56A,FAQ,"Welche Datenrate und Bauform hat das R9B56A?||Das R9B56A ist ein QSFP-DD-Kabel mit 400 Gbit/s.##Welche Länge hat das R9B56A?||Das R9B56A hat eine feste Länge von 30 m (Aktives optisches Kabel (AOC)).##Benötigt das R9B56A eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das R9B56A?||Das R9B56A ist als QSFP-DD auf 2x QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das R9B56A?||Das R9B56A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das R9B56A typischerweise eingesetzt?||Typischer Einsatz: 2x QSFP56.##Ist das R9B56A mit HPE-Geräten kompatibel?||Das R9B56A ist eine HPE-Kabel-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
R9B54A,FAQ,"Welche Datenrate und Bauform hat das R9B54A?||Das R9B54A ist ein QSFP-DD-Kabel mit 400 Gbit/s.##Welche Länge hat das R9B54A?||Das R9B54A hat eine feste Länge von 50 m (Aktives optisches Kabel (AOC)).##Benötigt das R9B54A eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das R9B54A?||Das R9B54A ist als QSFP-DD auf 2x QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das R9B54A?||Das R9B54A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das R9B54A typischerweise eingesetzt?||Typischer Einsatz: 2x QSFP56.##Ist das R9B54A mit HPE-Geräten kompatibel?||Das R9B54A ist eine HPE-Kabel-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
S4B41A,FAQ,"Welche Datenrate und Bauform hat das S4B41A?||Das S4B41A ist ein QSFP-DD-Kabel mit 400 Gbit/s.##Welche Länge hat das S4B41A?||Das S4B41A hat eine feste Länge von 1 m (Twinax-Kupfer, passiv (DAC)).##Benötigt das S4B41A eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das S4B41A?||Das S4B41A ist als QSFP-DD auf 8x SFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das S4B41A?||Das S4B41A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das S4B41A typischerweise eingesetzt?||Typischer Einsatz: 8x SFP56.##Ist das S4B41A mit HPE-Geräten kompatibel?||Das S4B41A ist eine HPE-Kabel-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
S4B42A,FAQ,"Welche Datenrate und Bauform hat das S4B42A?||Das S4B42A ist ein QSFP-DD-Kabel mit 400 Gbit/s.##Welche Länge hat das S4B42A?||Das S4B42A hat eine feste Länge von 2 m (Twinax-Kupfer, passiv (DAC)).##Benötigt das S4B42A eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das S4B42A?||Das S4B42A ist als QSFP-DD auf 8x SFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das S4B42A?||Das S4B42A ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das S4B42A typischerweise eingesetzt?||Typischer Einsatz: 8x SFP56.##Ist das S4B42A mit HPE-Geräten kompatibel?||Das S4B42A ist eine HPE-Kabel-Komponente und für den Betrieb in HPE-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
