Artikelnummer,FAQ
WS-C3850-48P-S,"Wie viele Ports hat der WS-C3850-48P-S?||Der WS-C3850-48P-S bietet 48× 10/100/1000-Zugangs-Ports plus einen modularen Netzwerkmodul-Steckplatz für Uplinks (1G/10G/40G-Module optional, nicht im Lieferumfang).##Lässt sich der WS-C3850-48P-S stapeln?||Ja, der WS-C3850-48P-S unterstützt Cisco StackWise-480 (bis zu 9 Einheiten, 480 Gbit/s, eine Verwaltungs-IP) sowie StackPower; ein Stack ist feature-set-homogen (LAN Base stapelt nur mit LAN Base, IP Base/IP Services untereinander).##Welches PoE-Budget hat der WS-C3850-48P-S?||Der WS-C3850-48P-S liefert PoE+ nach IEEE 802.3at (bis 30 W/Port) mit 435 W Gesamt-Budget für Telefone, WLAN-APs und Kameras.##Was leistet die IP Base-Lizenz des WS-C3850-48P-S?||Der WS-C3850-48P-S ist ein Layer-3-Switch: die IP Base-Lizenz schaltet Routed Access (statisches Routing, RIPv2, EIGRP-Stub, OSPF for Routed Access, PBR) frei. Die Hardware ist je Konfiguration identisch; nur die Lizenz unterscheidet sich (LAN Base/IP Base/IP Services)."
WS-C3850-48P-E,"Wie viele Ports hat der WS-C3850-48P-E?||Der WS-C3850-48P-E bietet 48× 10/100/1000-Zugangs-Ports plus einen modularen Netzwerkmodul-Steckplatz für Uplinks (1G/10G/40G-Module optional, nicht im Lieferumfang).##Lässt sich der WS-C3850-48P-E stapeln?||Ja, der WS-C3850-48P-E unterstützt Cisco StackWise-480 (bis zu 9 Einheiten, 480 Gbit/s, eine Verwaltungs-IP) sowie StackPower; ein Stack ist feature-set-homogen (LAN Base stapelt nur mit LAN Base, IP Base/IP Services untereinander).##Welches PoE-Budget hat der WS-C3850-48P-E?||Der WS-C3850-48P-E liefert PoE+ nach IEEE 802.3at (bis 30 W/Port) mit 435 W Gesamt-Budget für Telefone, WLAN-APs und Kameras.##Was leistet die IP Services-Lizenz des WS-C3850-48P-E?||Der WS-C3850-48P-E ist ein Layer-3-Switch: die IP Services-Lizenz schaltet volles dynamisches Routing (OSPF, EIGRP, BGPv4, IS-IS, PIM, VRF-Lite, IPv6/OSPFv3) frei. Die Hardware ist je Konfiguration identisch; nur die Lizenz unterscheidet sich (LAN Base/IP Base/IP Services)."
WS-C3850-48F-L,"Wie viele Ports hat der WS-C3850-48F-L?||Der WS-C3850-48F-L bietet 48× 10/100/1000-Zugangs-Ports plus einen modularen Netzwerkmodul-Steckplatz für Uplinks (1G/10G/40G-Module optional, nicht im Lieferumfang).##Lässt sich der WS-C3850-48F-L stapeln?||Ja, der WS-C3850-48F-L unterstützt Cisco StackWise-480 (bis zu 9 Einheiten, 480 Gbit/s, eine Verwaltungs-IP) sowie StackPower; ein Stack ist feature-set-homogen (LAN Base stapelt nur mit LAN Base, IP Base/IP Services untereinander).##Welches PoE-Budget hat der WS-C3850-48F-L?||Der WS-C3850-48F-L (Full-PoE+) liefert PoE+ nach IEEE 802.3at (30 W/Port) mit vollem 800-W-Budget – genug für alle 48 Ports gleichzeitig (1100-W-AC-Netzteil); das 48P-Modell hat 435 W.##Routet der WS-C3850-48F-L (LAN Base)?||Der WS-C3850-48F-L ist mit LAN Base ein Layer-2-Switch (umfassendes Layer-2-Switching (bis 255 VLANs, statisches Routing), kein dynamisches Routing). Für Routed Access gibt es dieselbe Hardware als IP-Base- (-S) oder IP-Services- (-E) Variante."
WS-C3850-48F-S,"Wie viele Ports hat der WS-C3850-48F-S?||Der WS-C3850-48F-S bietet 48× 10/100/1000-Zugangs-Ports plus einen modularen Netzwerkmodul-Steckplatz für Uplinks (1G/10G/40G-Module optional, nicht im Lieferumfang).##Lässt sich der WS-C3850-48F-S stapeln?||Ja, der WS-C3850-48F-S unterstützt Cisco StackWise-480 (bis zu 9 Einheiten, 480 Gbit/s, eine Verwaltungs-IP) sowie StackPower; ein Stack ist feature-set-homogen (LAN Base stapelt nur mit LAN Base, IP Base/IP Services untereinander).##Welches PoE-Budget hat der WS-C3850-48F-S?||Der WS-C3850-48F-S (Full-PoE+) liefert PoE+ nach IEEE 802.3at (30 W/Port) mit vollem 800-W-Budget – genug für alle 48 Ports gleichzeitig (1100-W-AC-Netzteil); das 48P-Modell hat 435 W.##Was leistet die IP Base-Lizenz des WS-C3850-48F-S?||Der WS-C3850-48F-S ist ein Layer-3-Switch: die IP Base-Lizenz schaltet Routed Access (statisches Routing, RIPv2, EIGRP-Stub, OSPF for Routed Access, PBR) frei. Die Hardware ist je Konfiguration identisch; nur die Lizenz unterscheidet sich (LAN Base/IP Base/IP Services)."
WS-C3850-48F-E,"Wie viele Ports hat der WS-C3850-48F-E?||Der WS-C3850-48F-E bietet 48× 10/100/1000-Zugangs-Ports plus einen modularen Netzwerkmodul-Steckplatz für Uplinks (1G/10G/40G-Module optional, nicht im Lieferumfang).##Lässt sich der WS-C3850-48F-E stapeln?||Ja, der WS-C3850-48F-E unterstützt Cisco StackWise-480 (bis zu 9 Einheiten, 480 Gbit/s, eine Verwaltungs-IP) sowie StackPower; ein Stack ist feature-set-homogen (LAN Base stapelt nur mit LAN Base, IP Base/IP Services untereinander).##Welches PoE-Budget hat der WS-C3850-48F-E?||Der WS-C3850-48F-E (Full-PoE+) liefert PoE+ nach IEEE 802.3at (30 W/Port) mit vollem 800-W-Budget – genug für alle 48 Ports gleichzeitig (1100-W-AC-Netzteil); das 48P-Modell hat 435 W.##Was leistet die IP Services-Lizenz des WS-C3850-48F-E?||Der WS-C3850-48F-E ist ein Layer-3-Switch: die IP Services-Lizenz schaltet volles dynamisches Routing (OSPF, EIGRP, BGPv4, IS-IS, PIM, VRF-Lite, IPv6/OSPFv3) frei. Die Hardware ist je Konfiguration identisch; nur die Lizenz unterscheidet sich (LAN Base/IP Base/IP Services)."
WS-C3850-24U-L,"Wie viele Ports hat der WS-C3850-24U-L?||Der WS-C3850-24U-L bietet 24× 10/100/1000-Zugangs-Ports plus einen modularen Netzwerkmodul-Steckplatz für Uplinks (1G/10G/40G-Module optional, nicht im Lieferumfang).##Lässt sich der WS-C3850-24U-L stapeln?||Ja, der WS-C3850-24U-L unterstützt Cisco StackWise-480 (bis zu 9 Einheiten, 480 Gbit/s, eine Verwaltungs-IP) sowie StackPower; ein Stack ist feature-set-homogen (LAN Base stapelt nur mit LAN Base, IP Base/IP Services untereinander).##Welches PoE hat der WS-C3850-24U-L?||Der WS-C3850-24U-L bietet Cisco UPOE mit bis zu 60 W pro Port (800 W Budget) für leistungsstarke Endgeräte; PoE+-Modelle (30 W/Port) sind die P-/F-Varianten der Serie.##Routet der WS-C3850-24U-L (LAN Base)?||Der WS-C3850-24U-L ist mit LAN Base ein Layer-2-Switch (umfassendes Layer-2-Switching (bis 255 VLANs, statisches Routing), kein dynamisches Routing). Für Routed Access gibt es dieselbe Hardware als IP-Base- (-S) oder IP-Services- (-E) Variante."
WS-C3850-24U-S,"Wie viele Ports hat der WS-C3850-24U-S?||Der WS-C3850-24U-S bietet 24× 10/100/1000-Zugangs-Ports plus einen modularen Netzwerkmodul-Steckplatz für Uplinks (1G/10G/40G-Module optional, nicht im Lieferumfang).##Lässt sich der WS-C3850-24U-S stapeln?||Ja, der WS-C3850-24U-S unterstützt Cisco StackWise-480 (bis zu 9 Einheiten, 480 Gbit/s, eine Verwaltungs-IP) sowie StackPower; ein Stack ist feature-set-homogen (LAN Base stapelt nur mit LAN Base, IP Base/IP Services untereinander).##Welches PoE hat der WS-C3850-24U-S?||Der WS-C3850-24U-S bietet Cisco UPOE mit bis zu 60 W pro Port (800 W Budget) für leistungsstarke Endgeräte; PoE+-Modelle (30 W/Port) sind die P-/F-Varianten der Serie.##Was leistet die IP Base-Lizenz des WS-C3850-24U-S?||Der WS-C3850-24U-S ist ein Layer-3-Switch: die IP Base-Lizenz schaltet Routed Access (statisches Routing, RIPv2, EIGRP-Stub, OSPF for Routed Access, PBR) frei. Die Hardware ist je Konfiguration identisch; nur die Lizenz unterscheidet sich (LAN Base/IP Base/IP Services)."
WS-C3850-24U-E,"Wie viele Ports hat der WS-C3850-24U-E?||Der WS-C3850-24U-E bietet 24× 10/100/1000-Zugangs-Ports plus einen modularen Netzwerkmodul-Steckplatz für Uplinks (1G/10G/40G-Module optional, nicht im Lieferumfang).##Lässt sich der WS-C3850-24U-E stapeln?||Ja, der WS-C3850-24U-E unterstützt Cisco StackWise-480 (bis zu 9 Einheiten, 480 Gbit/s, eine Verwaltungs-IP) sowie StackPower; ein Stack ist feature-set-homogen (LAN Base stapelt nur mit LAN Base, IP Base/IP Services untereinander).##Welches PoE hat der WS-C3850-24U-E?||Der WS-C3850-24U-E bietet Cisco UPOE mit bis zu 60 W pro Port (800 W Budget) für leistungsstarke Endgeräte; PoE+-Modelle (30 W/Port) sind die P-/F-Varianten der Serie.##Was leistet die IP Services-Lizenz des WS-C3850-24U-E?||Der WS-C3850-24U-E ist ein Layer-3-Switch: die IP Services-Lizenz schaltet volles dynamisches Routing (OSPF, EIGRP, BGPv4, IS-IS, PIM, VRF-Lite, IPv6/OSPFv3) frei. Die Hardware ist je Konfiguration identisch; nur die Lizenz unterscheidet sich (LAN Base/IP Base/IP Services)."
WS-C3850-48U-L,"Wie viele Ports hat der WS-C3850-48U-L?||Der WS-C3850-48U-L bietet 48× 10/100/1000-Zugangs-Ports plus einen modularen Netzwerkmodul-Steckplatz für Uplinks (1G/10G/40G-Module optional, nicht im Lieferumfang).##Lässt sich der WS-C3850-48U-L stapeln?||Ja, der WS-C3850-48U-L unterstützt Cisco StackWise-480 (bis zu 9 Einheiten, 480 Gbit/s, eine Verwaltungs-IP) sowie StackPower; ein Stack ist feature-set-homogen (LAN Base stapelt nur mit LAN Base, IP Base/IP Services untereinander).##Welches PoE hat der WS-C3850-48U-L?||Der WS-C3850-48U-L bietet Cisco UPOE mit bis zu 60 W pro Port (800 W Budget) für leistungsstarke Endgeräte; PoE+-Modelle (30 W/Port) sind die P-/F-Varianten der Serie.##Routet der WS-C3850-48U-L (LAN Base)?||Der WS-C3850-48U-L ist mit LAN Base ein Layer-2-Switch (umfassendes Layer-2-Switching (bis 255 VLANs, statisches Routing), kein dynamisches Routing). Für Routed Access gibt es dieselbe Hardware als IP-Base- (-S) oder IP-Services- (-E) Variante."
WS-C3850-48U-S,"Wie viele Ports hat der WS-C3850-48U-S?||Der WS-C3850-48U-S bietet 48× 10/100/1000-Zugangs-Ports plus einen modularen Netzwerkmodul-Steckplatz für Uplinks (1G/10G/40G-Module optional, nicht im Lieferumfang).##Lässt sich der WS-C3850-48U-S stapeln?||Ja, der WS-C3850-48U-S unterstützt Cisco StackWise-480 (bis zu 9 Einheiten, 480 Gbit/s, eine Verwaltungs-IP) sowie StackPower; ein Stack ist feature-set-homogen (LAN Base stapelt nur mit LAN Base, IP Base/IP Services untereinander).##Welches PoE hat der WS-C3850-48U-S?||Der WS-C3850-48U-S bietet Cisco UPOE mit bis zu 60 W pro Port (800 W Budget) für leistungsstarke Endgeräte; PoE+-Modelle (30 W/Port) sind die P-/F-Varianten der Serie.##Was leistet die IP Base-Lizenz des WS-C3850-48U-S?||Der WS-C3850-48U-S ist ein Layer-3-Switch: die IP Base-Lizenz schaltet Routed Access (statisches Routing, RIPv2, EIGRP-Stub, OSPF for Routed Access, PBR) frei. Die Hardware ist je Konfiguration identisch; nur die Lizenz unterscheidet sich (LAN Base/IP Base/IP Services)."
WS-C3850-48U-E,"Wie viele Ports hat der WS-C3850-48U-E?||Der WS-C3850-48U-E bietet 48× 10/100/1000-Zugangs-Ports plus einen modularen Netzwerkmodul-Steckplatz für Uplinks (1G/10G/40G-Module optional, nicht im Lieferumfang).##Lässt sich der WS-C3850-48U-E stapeln?||Ja, der WS-C3850-48U-E unterstützt Cisco StackWise-480 (bis zu 9 Einheiten, 480 Gbit/s, eine Verwaltungs-IP) sowie StackPower; ein Stack ist feature-set-homogen (LAN Base stapelt nur mit LAN Base, IP Base/IP Services untereinander).##Welches PoE hat der WS-C3850-48U-E?||Der WS-C3850-48U-E bietet Cisco UPOE mit bis zu 60 W pro Port (800 W Budget) für leistungsstarke Endgeräte; PoE+-Modelle (30 W/Port) sind die P-/F-Varianten der Serie.##Was leistet die IP Services-Lizenz des WS-C3850-48U-E?||Der WS-C3850-48U-E ist ein Layer-3-Switch: die IP Services-Lizenz schaltet volles dynamisches Routing (OSPF, EIGRP, BGPv4, IS-IS, PIM, VRF-Lite, IPv6/OSPFv3) frei. Die Hardware ist je Konfiguration identisch; nur die Lizenz unterscheidet sich (LAN Base/IP Base/IP Services)."
