Artikelnummer;Artikelname;Kurzbeschreibung;Beschreibung;URL-Pfad;Artikelgewicht;Versandgewicht;HAN;Hersteller;Versandklasse;Verkaufseinheit;Titel-Tag (SEO);Meta-Description (SEO);Kategorie Ebene 1;Kategorie Ebene 2;Kategorie Ebene 3;Überverkauf Plattform Hexwaren;Bestandsführung aktiv;Überverkäufe möglich
XQ+DA0003;MikroTik XQ+DA0003 100G QSFP28 Direct-Attach-Kupferkabel (DAC) – 3 m;<p>Das MikroTik XQ+DA0003 ist ein passives Direct-Attach-Kupferkabel (DAC) mit zwei fest konfektionierten QSFP-Steckern. Es verbindet zwei QSFP+- oder QSFP28-Ports direkt über eine Länge von 3 m und unterstützt 40G und 100G.</p><p>Ohne eigene Stromversorgung bietet es eine kostengünstige 100G-Verbindung im Rack. Als Original-MikroTik-Neuware wird es versiegelt geliefert.</p>;"<p>Das MikroTik XQ+DA0003 ist ein passives Direct-Attach-Kupferkabel (DAC) im QSFP-Formfaktor mit zwei fest konfektionierten Steckern.</p><p>Über eine Länge von 3 m verbindet das Kabel zwei QSFP+- oder QSFP28-Ports direkt; unterstützt werden die Datenraten 40G und 100G. Als passive Twinax-Baugruppe kommt es ohne eigene Stromversorgung aus.</p><p>Als Original-MikroTik-Neuware ist das Kabel versiegelt und für die kostengünstige 100G-Direktverbindung von Geräten innerhalb eines Racks vorgesehen, etwa zur Anbindung benachbarter Switches oder Server. Laut Datenblatt überträgt das Kabel über eine fest konfektionierte Länge von 3 m; der passive Twinax-Kupferaufbau benötigt keine externe Stromversorgung und unterstützt kein DOM. Originales MikroTik-Direktanschlusskabel für den professionellen Einsatz in MikroTik-Netzwerkumgebungen.</p>";mikrotik/xq+da0003;0,05;0,20;XQ+DA0003;MikroTik;standard;Stk;MikroTik XQ+DA0003 100G QSFP28 DAC 3 m | Hexwaren;Original MikroTik XQ+DA0003 passives QSFP28-Direct-Attach-Kupferkabel: 40G/100G, 3 m, beidseitig fest konfektionierte QSFP-Stecker. Kostengünstige 100G-Direktverbindung.;Netzwerk & Infrastruktur;Transceivers & SFP Module;DAC Kabel;TRUE;Y;Y
XS+85LC01D;MikroTik XS+85LC01D 25G SFP28 Transceiver – Multimode 850 nm, Dual-LC, 100 m;<p>Das MikroTik XS+85LC01D ist ein 25-Gigabit-SFP28-Modul für Multimode-Glasfaser. Mit 850 nm Wellenlänge und Dual-LC-Anschluss überbrückt es bis zu 100 m und unterstützt die Datenraten 1G, 10G und 25G.</p><p>Damit eignet es sich für 25G-Verbindungen innerhalb eines Rechenzentrums. Als Original-MikroTik-Neuware wird das Modul versiegelt geliefert.</p>;"<p>Das MikroTik XS+85LC01D ist ein Multi-Rate-Transceiver im SFP28-Formfaktor für den Betrieb über Multimode-Glasfaser mit einer Wellenlänge von 850 nm.</p><p>Über den Dual-LC-Anschluss überbrückt das Modul Strecken von bis zu 100 m; unterstützt werden die Datenraten 1G, 10G und 25G. Der getestete Umgebungstemperaturbereich reicht von -40 bis +85 °C.</p><p>Als Original-MikroTik-Neuware ist das Modul versiegelt und für kurze 25G-Verbindungen innerhalb von Rechenzentren über Multimode-Fasern vorgesehen. Durch die Multi-Rate-Fähigkeit ist es auch in 10G-Umgebungen einsetzbar. Laut Datenblatt die Betriebswellenlänge 850 nm, die Reichweite bis 100 m; der Betriebstemperaturbereich liegt bei -40 bis +85 °C. Originaler MikroTik-Transceiver für den professionellen Einsatz in MikroTik-Netzwerkumgebungen.</p>";mikrotik/xs+85lc01d;0,02;0,15;XS+85LC01D;MikroTik;standard;Stk;MikroTik XS+85LC01D 25G SFP28 Multimode 100 m | Hexwaren;Original MikroTik XS+85LC01D 25G-SFP28-Modul für Multimode-Glasfaser: 850 nm, Dual-LC, bis 100 m. Multi-Rate 1G/10G/25G. Für 25G im Rechenzentrum.;Netzwerk & Infrastruktur;Transceivers & SFP Module;SFP28;TRUE;Y;Y
S+RJ10;MikroTik S+RJ10 10G SFP+ Transceiver – RJ45-Kupfer, Multi-Rate bis 10G, 30 m;<p>Das MikroTik S+RJ10 ist ein SFP+-Modul mit RJ45-Anschluss für Kupferverkabelung. Es unterstützt mehrere Datenraten von 10 Mbit/s bis 10 Gbit/s (10M, 100M, 1G, 2.5G, 5G, 10G) und bindet kupferbasierte Geräte an einen SFP+-Steckplatz an.</p><p>Bei 10 Gbit/s beträgt die Reichweite bis zu 30 m. Als Original-MikroTik-Neuware wird das Modul versiegelt geliefert.</p>;"<p>Das MikroTik S+RJ10 ist ein Multi-Rate-Modul im SFP+-Formfaktor mit RJ45-Anschluss für strukturierte Kupferverkabelung.</p><p>Unterstützt werden Datenraten von 10 Mbit/s bis 10 Gbit/s (10M, 100M, 1G, 2.5G, 5G und 10G); bei 10 Gbit/s liegt die Reichweite bei bis zu 30 m. Der getestete Umgebungstemperaturbereich reicht von -20 bis +60 °C.</p><p>Als Original-MikroTik-Neuware ist das Modul versiegelt und für die Anbindung kupferbasierter Endgeräte an einen SFP+-Steckplatz vorgesehen, ohne dass Glasfaser erforderlich ist. Es eignet sich für gemischte Multi-Gigabit-Umgebungen über Twisted-Pair. Laut Datenblatt die Reichweite bis 30 m bei 10 Gbit/s; der Betriebstemperaturbereich liegt bei -20 bis +60 °C. Originaler MikroTik-Transceiver für den professionellen Einsatz in MikroTik-Netzwerkumgebungen.</p>";mikrotik/s+rj10;0,02;0,15;S+RJ10;MikroTik;standard;Stk;MikroTik S+RJ10 10G SFP+ RJ45-Kupfer 30 m | Hexwaren;Original MikroTik S+RJ10 SFP+-Modul mit RJ45-Anschluss: Multi-Rate 10M/100M/1G/2.5G/5G/10G über Kupfer, bis 30 m bei 10G. 10G-Ethernet über Twisted-Pair.;Netzwerk & Infrastruktur;Transceivers & SFP Module;SFP+;TRUE;Y;Y
S+31DLC10D;MikroTik S+31DLC10D 10G SFP+ Transceiver – Singlemode 1310 nm, Dual-LC, 10 km;<p>Das MikroTik S+31DLC10D ist ein robustes, industrietaugliches 10G-SFP+-Modul für Singlemode-Glasfaser. Mit 1310 nm Wellenlänge und Dual-LC-Anschluss ist es für lange Verbindungen von bis zu 10 km ausgelegt.</p><p>Als Original-MikroTik-Neuware wird das Modul versiegelt geliefert und arbeitet in MikroTik-Geräten mit SFP+-Steckplatz. Für den Betrieb wird ein Duplex-Singlemode-Faserpaar benötigt.</p>;"<p>Das MikroTik S+31DLC10D ist ein zuverlässiges, industrietaugliches 10-Gigabit-Modul im SFP+-Formfaktor für den Betrieb über Singlemode-Glasfaser.</p><p>Mit einer Wellenlänge von 1310 nm und einem Dual-LC-Anschluss ist das Modul laut Hersteller für Singlemode-Strecken von bis zu 10 km ausgelegt und damit für längere Distanzen zwischen Gebäuden oder Standorten geeignet.</p><p>Als Original-MikroTik-Neuware ist das Modul versiegelt und lässt sich in MikroTik-Geräten mit freiem SFP+-Steckplatz betreiben. Es richtet sich an 10G-Verbindungen, die über eine Singlemode-Faserstrecke geführt werden. Laut Datenblatt die Betriebswellenlänge 1310 nm, die Reichweite bis 10 km; der Betriebstemperaturbereich liegt bei -40 bis +70 °C. Originaler MikroTik-Transceiver für den professionellen Einsatz in MikroTik-Netzwerkumgebungen.</p>";mikrotik/s+31dlc10d;0,02;0,15;S+31DLC10D;MikroTik;standard;Stk;MikroTik S+31DLC10D 10G SFP+ Singlemode 10 km | Hexwaren;Original MikroTik S+31DLC10D 10G-SFP+-Modul für Singlemode-Glasfaser: 1310 nm, Dual-LC, bis 10 km. Robustes 10G-Modul für längere Distanzen.;Netzwerk & Infrastruktur;Transceivers & SFP Module;SFP+;TRUE;Y;Y
S-3553LC20D;MikroTik S-3553LC20D 1,25G SFP BiDi – Singlemode, Single-LC, 20 km;<p>Das MikroTik S-3553LC20D ist ein Gigabit-SFP-BiDi-Modul für Singlemode-Glasfaser. Über einen einzigen Single-LC-Anschluss sendet und empfängt es auf getrennten Wellenlängen (1310/1550 nm) und überbrückt dabei bis zu 20 km.</p><p>Die Datenrate beträgt 1,25 Gbit/s. Als Original-MikroTik-Neuware wird das Modul versiegelt geliefert und arbeitet in MikroTik-Geräten mit SFP-Steckplatz.</p>;"<p>Das MikroTik S-3553LC20D ist ein bidirektionaler Gigabit-Transceiver im SFP-Formfaktor, der über eine einzige Singlemode-Faser sendet und empfängt.</p><p>Senden und Empfangen erfolgen über getrennte Wellenlängen (1310 nm und 1550 nm); über den Single-LC-Anschluss werden Strecken von bis zu 20 km bei 1,25 Gbit/s überbrückt. Der getestete Umgebungstemperaturbereich reicht von -40 bis +70 °C.</p><p>Als Original-MikroTik-Neuware ist das Modul versiegelt und für Gigabit-Verbindungen vorgesehen, bei denen nur eine einzige Faser zur Verfügung steht. BiDi-Module werden paarweise mit zueinander passenden Wellenlängen betrieben. Laut Datenblatt die Betriebswellenlänge 1310 nm / 1550 nm, die Reichweite bis 20 km; der Betriebstemperaturbereich liegt bei -40 bis +70 °C. Originaler MikroTik-Transceiver für den professionellen Einsatz in MikroTik-Netzwerkumgebungen.</p>";mikrotik/s-3553lc20d;0,02;0,15;S-3553LC20D;MikroTik;standard;Stk;MikroTik S-3553LC20D 1,25G SFP BiDi 20 km | Hexwaren;Original MikroTik S-3553LC20D 1,25G-SFP-BiDi-Modul für Singlemode-Glasfaser: Single-LC, 1310/1550 nm, bis 20 km. Gigabit über eine einzige Faser.;Netzwerk & Infrastruktur;Transceivers & SFP Module;SFP;TRUE;Y;Y
DDQ+DA0001;MikroTik DDQ+DA0001 400G QSFP-DD Direct-Attach-Kupferkabel (DAC) – 1 m;<p>Das MikroTik DDQ+DA0001 ist ein passives 400-Gigabit-Direct-Attach-Kupferkabel (DAC) im QSFP-DD-Formfaktor. Über eine Länge von 1 m verbindet es zwei QSFP-DD-Ports direkt und ermöglicht eine einfache Verbindung ultraschneller Geräte wie CRS812 und CRS804.</p><p>Ohne eigene Stromversorgung bietet es eine kostengünstige 400G-Verbindung im Rack. Als Original-MikroTik-Neuware wird es versiegelt geliefert.</p>;"<p>Das MikroTik DDQ+DA0001 ist ein passives 400-Gigabit-Direct-Attach-Kupferkabel (DAC) im QSFP-DD-Formfaktor mit zwei fest konfektionierten Steckern.</p><p>Über eine Länge von 1 m verbindet das Kabel zwei QSFP-DD-Ports direkt und ermöglicht laut Hersteller eine einfache Direktverbindung ultraschneller Geräte wie der MikroTik-Modelle CRS812 und CRS804.</p><p>Als passive Twinax-Baugruppe kommt das Kabel ohne eigene Stromversorgung aus. Als Original-MikroTik-Neuware ist es versiegelt und für die kostengünstige 400G-Direktverbindung innerhalb eines Racks vorgesehen. Laut Datenblatt überträgt das Kabel über eine fest konfektionierte Länge von 1 m; der passive Twinax-Kupferaufbau benötigt keine externe Stromversorgung und unterstützt kein DOM. Originales MikroTik-Direktanschlusskabel für den professionellen Einsatz in MikroTik-Netzwerkumgebungen.</p>";mikrotik/ddq+da0001;0,06;0,22;DDQ+DA0001;MikroTik;standard;Stk;MikroTik DDQ+DA0001 400G QSFP-DD DAC 1 m | Hexwaren;Original MikroTik DDQ+DA0001 passives 400G-QSFP-DD-Direct-Attach-Kupferkabel, 1 m. Direkte Verbindung ultraschneller Geräte wie CRS812 und CRS804.;Netzwerk & Infrastruktur;Transceivers & SFP Module;DAC Kabel;TRUE;Y;Y
S-4554LC80D;MikroTik S-4554LC80D 1,25G SFP BiDi – Singlemode, Single-LC, 80 km;<p>Das MikroTik S-4554LC80D ist ein Gigabit-SFP-BiDi-Modul für Singlemode-Glasfaser. Über einen einzigen Single-LC-Anschluss sendet und empfängt es auf getrennten Wellenlängen (1490/1550 nm) und überbrückt dabei bis zu 80 km.</p><p>Die Datenrate beträgt 1,25 Gbit/s. Als Original-MikroTik-Neuware wird das Modul versiegelt geliefert und arbeitet in MikroTik-Geräten mit SFP-Steckplatz.</p>;"<p>Das MikroTik S-4554LC80D ist ein bidirektionaler Gigabit-Transceiver im SFP-Formfaktor, der über eine einzige Singlemode-Faser sendet und empfängt.</p><p>Senden und Empfangen erfolgen über getrennte Wellenlängen (1490 nm und 1550 nm); über den Single-LC-Anschluss werden Strecken von bis zu 80 km bei 1,25 Gbit/s überbrückt. Der getestete Umgebungstemperaturbereich reicht von -40 bis +85 °C.</p><p>Als Original-MikroTik-Neuware ist das Modul versiegelt und für Gigabit-Verbindungen über große Distanzen vorgesehen, bei denen nur eine einzige Faser verfügbar ist. BiDi-Module werden paarweise mit zueinander passenden Wellenlängen betrieben. Laut Datenblatt die Betriebswellenlänge 1490 nm / 1550 nm, die Reichweite bis 80 km; der Betriebstemperaturbereich liegt bei -40 bis +85 °C. Originaler MikroTik-Transceiver für den professionellen Einsatz in MikroTik-Netzwerkumgebungen.</p>";mikrotik/s-4554lc80d;0,02;0,15;S-4554LC80D;MikroTik;standard;Stk;MikroTik S-4554LC80D 1,25G SFP BiDi 80 km | Hexwaren;Original MikroTik S-4554LC80D 1,25G-SFP-BiDi-Modul für Singlemode-Glasfaser: Single-LC, 1490/1550 nm, bis 80 km. Gigabit über eine Faser, große Distanz.;Netzwerk & Infrastruktur;Transceivers & SFP Module;SFP;TRUE;Y;Y
XQ+85MP01D;MikroTik XQ+85MP01D 100G QSFP28 Transceiver – Multimode 850 nm, MPO, 100 m;<p>Das MikroTik XQ+85MP01D ist ein 100-Gigabit-QSFP28-Modul für Multimode-Glasfaser. Über einen 1x12-MTP/MPO-Anschluss und 850 nm Wellenlänge überbrückt es bis zu 100 m und unterstützt 40G und 100G.</p><p>Damit eignet es sich für kurze 100G-Verbindungen im Rechenzentrum. Als Original-MikroTik-Neuware wird das Modul versiegelt geliefert.</p>;"<p>Das MikroTik XQ+85MP01D ist ein 100-Gigabit-Transceiver im QSFP28-Formfaktor für den Betrieb über parallele Multimode-Glasfaser mit einer Wellenlänge von 850 nm.</p><p>Über den 1x12-MTP/MPO-Anschluss überbrückt das Modul Strecken von bis zu 100 m; unterstützt werden Datenraten von 40G und 100G. Es ist sowohl mit QSFP+- als auch mit QSFP28-Ports kompatibel.</p><p>Als Original-MikroTik-Neuware ist das Modul versiegelt und für kurze, kostengünstige 100G-Verbindungen innerhalb von Rechenzentren über parallele Multimode-Fasern vorgesehen. Es lässt sich in MikroTik-Geräten mit freiem QSFP28-Steckplatz einsetzen. Laut Datenblatt die Betriebswellenlänge 850 nm, die Reichweite bis 100 m; der Betriebstemperaturbereich liegt bei -40 bis +70 °C. Originaler MikroTik-Transceiver für den professionellen Einsatz in MikroTik-Netzwerkumgebungen.</p>";mikrotik/xq+85mp01d;0,05;0,20;XQ+85MP01D;MikroTik;standard;Stk;MikroTik XQ+85MP01D 100G QSFP28 Multimode 100 m | Hexwaren;Original MikroTik XQ+85MP01D 100G-QSFP28-Modul für Multimode-Glasfaser: 850 nm, 1x12 MTP/MPO, bis 100 m. 40G/100G. Für 100G im Rechenzentrum.;Netzwerk & Infrastruktur;Transceivers & SFP Module;QSFP28;TRUE;Y;Y
DDQ+DA0003;MikroTik DDQ+DA0003 400G QSFP-DD Direct-Attach-Kupferkabel (DAC) – 3 m;<p>Das MikroTik DDQ+DA0003 ist ein passives 400-Gigabit-Direct-Attach-Kupferkabel (DAC) im QSFP-DD-Formfaktor. Über eine Länge von 3 m verbindet es zwei QSFP-DD-Ports direkt und ermöglicht eine einfache Verbindung ultraschneller Geräte wie CRS812 und CRS804.</p><p>Ohne eigene Stromversorgung bietet es eine kostengünstige 400G-Verbindung im Rack. Als Original-MikroTik-Neuware wird es versiegelt geliefert.</p>;"<p>Das MikroTik DDQ+DA0003 ist ein passives 400-Gigabit-Direct-Attach-Kupferkabel (DAC) im QSFP-DD-Formfaktor mit zwei fest konfektionierten Steckern.</p><p>Über eine Länge von 3 m verbindet das Kabel zwei QSFP-DD-Ports direkt und ermöglicht laut Hersteller eine einfache Direktverbindung ultraschneller Geräte wie der MikroTik-Modelle CRS812 und CRS804.</p><p>Als passive Twinax-Baugruppe kommt das Kabel ohne eigene Stromversorgung aus. Als Original-MikroTik-Neuware ist es versiegelt und für die kostengünstige 400G-Direktverbindung innerhalb eines Racks vorgesehen. Laut Datenblatt überträgt das Kabel über eine fest konfektionierte Länge von 3 m; der passive Twinax-Kupferaufbau benötigt keine externe Stromversorgung und unterstützt kein DOM. Originales MikroTik-Direktanschlusskabel für den professionellen Einsatz in MikroTik-Netzwerkumgebungen.</p>";mikrotik/ddq+da0003;0,06;0,22;DDQ+DA0003;MikroTik;standard;Stk;MikroTik DDQ+DA0003 400G QSFP-DD DAC 3 m | Hexwaren;Original MikroTik DDQ+DA0003 passives 400G-QSFP-DD-Direct-Attach-Kupferkabel, 3 m. Direkte Verbindung ultraschneller Geräte wie CRS812 und CRS804.;Netzwerk & Infrastruktur;Transceivers & SFP Module;DAC Kabel;TRUE;Y;Y
XS+31LC10D;MikroTik XS+31LC10D 25G SFP28 Transceiver – Singlemode 1310 nm, Dual-LC, 10 km;<p>Das MikroTik XS+31LC10D ist ein 25-Gigabit-SFP28-Modul für Singlemode-Glasfaser. Mit 1310 nm Wellenlänge und Dual-LC-Anschluss überbrückt es bis zu 10 km und unterstützt die Datenraten 1G, 10G und 25G.</p><p>Damit eignet es sich für 25G-Verbindungen über längere Distanzen. Als Original-MikroTik-Neuware wird das Modul versiegelt geliefert.</p>;"<p>Das MikroTik XS+31LC10D ist ein Multi-Rate-Transceiver im SFP28-Formfaktor für den Betrieb über Singlemode-Glasfaser mit einer Wellenlänge von 1310 nm.</p><p>Über den Dual-LC-Anschluss überbrückt das Modul Strecken von bis zu 10 km; unterstützt werden die Datenraten 1G, 10G und 25G. Damit lassen sich 25-Gigabit-Verbindungen über längere Distanzen zwischen Gebäuden oder Standorten realisieren.</p><p>Als Original-MikroTik-Neuware ist das Modul versiegelt und in MikroTik-Geräten mit freiem SFP28-Steckplatz einsetzbar. Durch die Multi-Rate-Fähigkeit eignet es sich auch für 10G-Singlemode-Strecken. Laut Datenblatt die Betriebswellenlänge 1310 nm, die Reichweite bis 10 km; der Betriebstemperaturbereich liegt bei -40 bis +70 °C. Originaler MikroTik-Transceiver für den professionellen Einsatz in MikroTik-Netzwerkumgebungen.</p>";mikrotik/xs+31lc10d;0,02;0,15;XS+31LC10D;MikroTik;standard;Stk;MikroTik XS+31LC10D 25G SFP28 Singlemode 10 km | Hexwaren;Original MikroTik XS+31LC10D 25G-SFP28-Modul für Singlemode-Glasfaser: 1310 nm, Dual-LC, bis 10 km. Multi-Rate 1G/10G/25G. 25G über längere Distanz.;Netzwerk & Infrastruktur;Transceivers & SFP Module;SFP28;TRUE;Y;Y
DDQ+85MP01D;MikroTik DDQ+85MP01D 400G QSFP-DD Transceiver – Multimode, MPO;<p>Das MikroTik DDQ+85MP01D ist ein optisches QSFP-DD-Modul für zuverlässige 400-Gigabit-Glasfaserverbindungen. Es ist für ultraschnelle Setups wie die Geräte CRS812 und CRS804 vorgesehen und überträgt über parallele Multimode-Fasern (MPO).</p><p>Als Original-MikroTik-Neuware wird das Modul versiegelt geliefert und arbeitet in MikroTik-Geräten mit QSFP-DD-Steckplatz.</p>;"<p>Das MikroTik DDQ+85MP01D ist ein optisches Modul im QSFP-DD-Formfaktor für zuverlässige 400-Gigabit-Glasfaserverbindungen.</p><p>Laut Hersteller ist das Modul für ultraschnelle Setups wie die MikroTik-Geräte CRS812 und CRS804 ausgelegt; die Übertragung erfolgt über parallele Multimode-Fasern mit MPO-Anschluss.</p><p>Als Original-MikroTik-Neuware ist das Modul versiegelt und für 400G-Verbindungen innerhalb eines Rechenzentrums über kurze Multimode-Strecken vorgesehen. Es lässt sich in MikroTik-Geräten mit freiem QSFP-DD-Steckplatz einsetzen. Die parallele Übertragung erfolgt über mehrere Multimode-Faserpaare, die über einen MPO-Steckverbinder zusammengeführt werden. Laut Datenblatt die Betriebswellenlänge 850 nm; der Betriebstemperaturbereich liegt bei -40 bis +70 °C. Originaler MikroTik-Transceiver für den professionellen Einsatz in MikroTik-Netzwerkumgebungen.</p>";mikrotik/ddq+85mp01d;0,06;0,22;DDQ+85MP01D;MikroTik;standard;Stk;MikroTik DDQ+85MP01D 400G QSFP-DD Multimode | Hexwaren;Original MikroTik DDQ+85MP01D 400G-QSFP-DD-Modul für Multimode-Glasfaser über MPO. Für ultraschnelle 400G-Verbindungen, etwa zwischen CRS812 und CRS804.;Netzwerk & Infrastruktur;Transceivers & SFP Module;QSFP-DD;TRUE;Y;Y
XQ+31LC02D;MikroTik XQ+31LC02D 100G QSFP28 Transceiver – Singlemode, Dual-LC, 2 km;<p>Das MikroTik XQ+31LC02D ist ein 100-Gigabit-QSFP28-Modul für Singlemode-Glasfaser. Über einen Dual-LC-Anschluss und vier Wellenlängen (1271, 1291, 1311 und 1331 nm) überbrückt es bis zu 2 km über eine Duplex-Singlemode-Strecke.</p><p>Als Original-MikroTik-Neuware wird das Modul versiegelt geliefert und arbeitet in MikroTik-Geräten mit QSFP28-Steckplatz.</p>;"<p>Das MikroTik XQ+31LC02D ist ein 100-Gigabit-Transceiver im QSFP28-Formfaktor für den Betrieb über Duplex-Singlemode-Glasfaser.</p><p>Die 100-Gigabit-Übertragung wird über vier Wellenlängen (1271, 1291, 1311 und 1331 nm) realisiert, die über einen Dual-LC-Anschluss geführt werden; so werden Strecken von bis zu 2 km überbrückt.</p><p>Als Original-MikroTik-Neuware ist das Modul versiegelt und für 100G-Verbindungen über kurze bis mittlere Singlemode-Strecken vorgesehen, die nur ein Duplex-Faserpaar statt paralleler Fasern benötigen. Es lässt sich in MikroTik-Geräten mit freiem QSFP28-Steckplatz einsetzen. Laut Datenblatt die Betriebswellenlänge 1271 / 1291 / 1311 / 1331 nm, die Reichweite bis 2 km; der Betriebstemperaturbereich liegt bei -40 bis +70 °C. Originaler MikroTik-Transceiver für den professionellen Einsatz in MikroTik-Netzwerkumgebungen.</p>";mikrotik/xq+31lc02d;0,05;0,20;XQ+31LC02D;MikroTik;standard;Stk;MikroTik XQ+31LC02D 100G QSFP28 Singlemode 2 km | Hexwaren;Original MikroTik XQ+31LC02D 100G-QSFP28-Modul für Singlemode-Glasfaser: Dual-LC, CWDM (1271–1331 nm), bis 2 km. 100G über Duplex-Singlemode.;Netzwerk & Infrastruktur;Transceivers & SFP Module;QSFP28;TRUE;Y;Y
XS+2733LC15D;MikroTik XS+2733LC15D 25G SFP28 BiDi – Singlemode, Single-LC, 15 km;<p>Das MikroTik XS+2733LC15D ist ein 25-Gigabit-SFP28-BiDi-Modul für Singlemode-Glasfaser. Über einen einzigen Single-LC-Anschluss sendet und empfängt es auf getrennten Wellenlängen (1270/1330 nm) und überbrückt bis zu 15 km.</p><p>Es unterstützt 1G, 10G und 25G. Als Original-MikroTik-Neuware wird das Modul versiegelt geliefert. Als BiDi-Modul benötigt es ein passendes Gegenstück mit umgekehrtem Wellenlängenpaar (1330/1270 nm).</p>;"<p>Das MikroTik XS+2733LC15D ist ein bidirektionaler Multi-Rate-Transceiver im SFP28-Formfaktor, der über eine einzige Singlemode-Faser sendet und empfängt.</p><p>Senden und Empfangen erfolgen über getrennte Wellenlängen (1270 nm und 1330 nm); über den Single-LC-Anschluss werden Strecken von bis zu 15 km überbrückt. Unterstützt werden die Datenraten 1G, 10G und 25G.</p><p>Als Original-MikroTik-Neuware ist das Modul versiegelt und für 25G-Verbindungen vorgesehen, bei denen nur eine einzige Faser verfügbar ist. BiDi-Module werden paarweise mit zueinander passenden Wellenlängen betrieben. Laut Datenblatt die Betriebswellenlänge 1270 nm / 1330 nm, die Reichweite bis 15 km; der Betriebstemperaturbereich liegt bei -40 bis +70 °C. Originaler MikroTik-Transceiver für den professionellen Einsatz in MikroTik-Netzwerkumgebungen.</p>";mikrotik/xs+2733lc15d;0,02;0,15;XS+2733LC15D;MikroTik;standard;Stk;MikroTik XS+2733LC15D 25G SFP28 BiDi 15 km | Hexwaren;Original MikroTik XS+2733LC15D 25G-SFP28-BiDi-Modul für Singlemode-Glasfaser: Single-LC, 1270/1330 nm, bis 15 km. Multi-Rate 1G/10G/25G. Für 25G-BiDi-Verbindungen im Zugangsnetz.;Netzwerk & Infrastruktur;Transceivers & SFP Module;SFP28;TRUE;Y;Y
XQ+31LC10D;MikroTik XQ+31LC10D 100G QSFP28 Transceiver – Singlemode, Dual-LC, 10 km;<p>Das MikroTik XQ+31LC10D ist ein 100-Gigabit-QSFP28-Modul für Singlemode-Glasfaser. Über einen Dual-LC-Anschluss und vier eng benachbarte Wellenlängen (1296–1309 nm) überbrückt es bis zu 10 km über eine Duplex-Singlemode-Strecke.</p><p>Als Original-MikroTik-Neuware wird das Modul versiegelt geliefert und arbeitet in MikroTik-Geräten mit QSFP28-Steckplatz. Für den Betrieb genügt ein einzelnes Duplex-Singlemode-Faserpaar.</p>;"<p>Das MikroTik XQ+31LC10D ist ein 100-Gigabit-Transceiver im QSFP28-Formfaktor für den Betrieb über Duplex-Singlemode-Glasfaser über große Distanzen.</p><p>Die 100-Gigabit-Übertragung wird über vier eng benachbarte Wellenlängen (1296, 1300, 1305 und 1309 nm) realisiert, die über einen Dual-LC-Anschluss geführt werden; so werden Strecken von bis zu 10 km überbrückt.</p><p>Als Original-MikroTik-Neuware ist das Modul versiegelt und für 100G-Verbindungen über lange Singlemode-Strecken zwischen Gebäuden oder Standorten vorgesehen. Es benötigt nur ein Duplex-Faserpaar und lässt sich in MikroTik-Geräten mit freiem QSFP28-Steckplatz einsetzen. Laut Datenblatt die Betriebswellenlänge 1296 / 1300 / 1305 / 1309 nm, die Reichweite bis 10 km; der Betriebstemperaturbereich liegt bei -40 bis +70 °C. Originaler MikroTik-Transceiver für den professionellen Einsatz in MikroTik-Netzwerkumgebungen.</p>";mikrotik/xq+31lc10d;0,05;0,20;XQ+31LC10D;MikroTik;standard;Stk;MikroTik XQ+31LC10D 100G QSFP28 Singlemode 10 km | Hexwaren;Original MikroTik XQ+31LC10D 100G-QSFP28-Modul für Singlemode-Glasfaser: Dual-LC, LAN-WDM (1296–1309 nm), bis 10 km. 100G über lange Singlemode-Strecke.;Netzwerk & Infrastruktur;Transceivers & SFP Module;QSFP28;TRUE;Y;Y
